,percip_mm,humidity,temp,leafwet450_min,leafwet_lwscnt,gusts_ms,wind_dir,wind_ms,yield
2013-02-12 14:00:00,0,0.285794226,285.7958334,0,439,2.233864218,105.5833333,1.588432526,0
2013-02-12 16:00:00,0,0.309980157,284.9291666,0,439,2.091366316,119.5833333,1.563285828,0
2013-02-12 18:00:00,0,0.3391963,283.9958334,0,439.875,2.300922046,114.5416667,1.747694885,0
2013-02-12 20:00:00,0,0.353140367,283.9083334,0,440,2.619446779,120.5,2.284157584,0
2013-02-12 22:00:00,0,0.379086331,283.5666665,0,440,2.824811409,126.0416667,2.464375526,0
2013-03-12 00:00:00,0,0.377408627,283.1416667,0,440,3.445096393,123.625,3.076278319,0
2013-03-12 02:00:00,0,0.379045911,282.6291667,0,440,4.0025147,122.7083333,3.541492045,0
2013-03-12 04:00:00,0.21666667,0.376806084,282.1541666,0,440,4.568315148,123.7916667,4.119865894,0
2013-03-12 06:00:00,0.808333335,0.38263951,281.6291667,0,440.0416667,5.125733495,122.5,4.484492898,0
2013-03-12 08:00:00,0.816666656,0.443636431,281.1458335,0.333333333,443.0833333,5.343671441,116.8333333,4.706621995,0.00696767
2013-03-12 10:00:00,1.033333328,0.436718808,281.9458333,0,441.0833333,5.314333578,121.3333333,4.643755198,0
2013-03-12 12:00:00,0.400000013,0.510084921,281.975,0,441,4.91617769,121.75,4.354568273,0
2013-03-12 14:00:00,0.216666672,0.552435478,281.6583333,2.5,453.5416667,4.459346185,124.4583333,3.968985746,0
2013-03-12 16:00:00,0,0.677255596,280.2624999,0.291666667,445.7083333,3.738474449,124.5,3.357082973,0
2013-03-12 18:00:00,0,0.609973965,280.6708333,0,443.3333333,3.466051966,124.3333333,3.101424972,0
2013-03-12 20:00:00,0,0.568578025,281.1500003,0,443,3.290025145,123.25,2.900251468,0
2013-03-12 22:00:00,0,0.568921531,281.2500004,0,443,3.612740984,131.9583333,3.214585076,0
2013-04-12 00:00:00,0,0.569598461,281.2625003,0,443.125,3.482816428,133.375,3.181056142,0
2013-04-12 02:00:00,0,0.560497197,281.2583337,0,443,3.290025125,137,2.887678166,0
2013-04-12 04:00:00,0,0.567763612,281.2500004,0,443.125,3.126571685,130.8333333,2.766135812,0
2013-04-12 06:00:00,0,0.548676809,281.3166667,0,443,3.575020949,122.6666667,3.160100579,0
2013-04-12 08:00:00,0,0.512750952,281.9958332,0,441.75,3.524727553,122.25,3.143336127,0
2013-04-12 10:00:00,0,0.447862431,284.0916667,0,440.3333333,3.83067896,118.7916667,3.24811399,0
2013-04-12 12:00:00,0,0.43140244,285.6583333,0,440,3.285834024,119.25,2.75356245,0
2013-04-12 14:00:00,0,0.463024668,285.7958335,0,441,2.83319367,122.625,2.279966493,0
2013-04-12 16:00:00,0,0.465275088,285.525,0,441,2.351215422,123.625,1.923721721,0
2013-04-12 18:00:00,0,0.469978526,285.1041667,0,441,2.263202017,122.9583333,1.869237219,0
2013-04-12 20:00:00,0,0.48043649,284.5666667,0,441,2.267393162,125.9166667,1.944677298,0
2013-04-12 22:00:00,0,0.468148434,284.3541665,0,441,2.313495422,136.9583333,1.886001676,0
2013-05-12 00:00:00,0,0.458394165,284.1583333,0,441,2.803855846,130.0416667,2.460184405,0
2013-05-12 02:00:00,0,0.459162757,284.0916664,0,441,2.954735935,132.125,2.661357929,0
2013-05-12 04:00:00,0,0.4667571,284.1750001,0,441,3.269069552,124.2083333,3.042749405,0
2013-05-12 06:00:00,0,0.464630738,284.1416666,0,441,4.077954759,124.5416667,3.730092178,0
2013-05-12 08:00:00,0,0.43755937,284.8791667,0,440.4166667,4.538977404,123.125,4.161777049,0
2013-05-12 10:00:00,0,0.384867309,286.7291667,0,439.1666667,4.400670588,121.5416667,3.973176857,0
2013-05-12 12:00:00,0,0.341150936,287.9291667,0,439,4.16596813,121.9583333,3.595976541,0
2013-05-12 14:00:00,0,0.318934284,288.3125,0,439,3.432523042,126.125,2.808046927,0
2013-05-12 16:00:00,0,0.329496004,287.5083333,0,439,3.118189444,125.8333333,2.619446774,0
2013-05-12 18:00:00,0,0.330286416,286.6916668,0,439,3.813914498,126,3.222967297,0
2013-05-12 20:00:00,0,0.345190587,286.0666667,0,439,3.9186924,122.25,3.541492045,0
2013-05-12 22:00:00,0,0.371964164,285.5583334,0,439.2083333,4.568315208,122.7083333,4.111483673,0
2013-06-12 00:00:00,0.158333337,0.396493898,284.825,0,439.9166667,4.652137498,126.0416667,4.195305983,0
2013-06-12 02:00:00,0,0.424547552,283.9625,0,440,4.220452627,123.9166667,3.927074571,0
2013-06-12 04:00:00,0.633333345,0.428793034,283.8916667,0,440,4.811399857,125.75,4.346186141,0
2013-06-12 06:00:00,0.975,0.44264358,283.4166666,0,440.7083333,4.91617771,124.2083333,4.446772834,0
2013-06-12 08:00:00,1.216666662,0.41547565,283.3541667,0,440.1666667,4.610226333,129.9166667,4.245599349,0
2013-06-12 10:00:00,0.875000004,0.382450728,283.7958335,0,440,4.513830662,129.375,4.124057005,0
2013-06-12 12:00:00,0.166666671,0.397949918,283.9333333,1.125,448.125,4.33361274,128.125,3.931265702,0.01393534
2013-06-12 14:00:00,0.225000005,0.455826076,283.0333332,2.875,454.8333333,4.459346195,125.2916667,4.061190277,0
2013-06-12 16:00:00,0,0.568657729,281.8416668,2.083333333,450.625,4.383906096,124.875,3.927074611,0
2013-06-12 18:00:00,0.141666669,0.727667888,280,5,516.2916667,3.235540658,131.6666667,2.91282481,1.107859532
2013-06-12 20:00:00,0.033333334,0.712559467,280.3333333,5,492.9583333,2.984073768,133.5,2.623637875,0.04877369
2013-06-12 22:00:00,0.158333338,0.639888791,280.8791669,3.458333333,477.75,3.147527228,130.2083333,2.652975688,1.059085842
2013-07-12 00:00:00,0,0.596983795,281.0000002,1.875,458.625,3.298407396,129.4583333,2.870913684,0
2013-07-12 02:00:00,0,0.539201731,281.2500004,0,443,2.896060367,127.625,2.652975698,0
2013-07-12 04:00:00,0,0.51398652,281.4416666,0,442.7083333,2.91282479,127.3333333,2.66974014,0
2013-07-12 06:00:00,0,0.491248664,281.7875001,0,442,2.979882648,128.9166667,2.686504622,0
2013-07-12 08:00:00,0,0.47916561,282.575,0,441.1666667,2.673931281,128.7916667,2.455993265,0
2013-07-12 10:00:00,0,0.476965794,283.9416668,0,440.9583333,2.732606878,127.7083333,2.422464361,0
2013-07-12 12:00:00,0,0.453586585,285.2541666,0,440.125,2.179379731,121.4166667,1.75188601,0
2013-07-12 14:00:00,0,0.444058305,285.4458333,0,440.4166667,2.141659682,115.875,1.609388113,0
2013-07-12 16:00:00,0,0.458923791,284.7375,0,441,1.215423311,137.0416667,0.9555742,0
2013-07-12 18:00:00,0,0.469850709,284.1416666,0,441,1.634534786,163.125,1.290863382,0
2013-07-12 20:00:00,0,0.501548699,283.4291667,0,441.9583333,1.077116524,159,0.896898593,0
2013-07-12 22:00:00,0,0.523326049,283.0208332,0,442,1.517183572,146.6666667,1.244761109,0
2013-08-12 00:00:00,0,0.524461202,282.8416668,0,442,1.651299263,163.4166667,1.370494549,0
2013-08-12 02:00:00,0,0.517158441,282.6416666,0,442,1.575859189,172.0416667,1.274098908,0
2013-08-12 04:00:00,0,0.489659292,282.7083334,0,442,1.915339495,170.5833333,1.559094722,0
2013-08-12 06:00:00,0,0.491032387,282.5708333,0,441.875,1.936295072,166.7083333,1.672254831,0
2013-08-12 08:00:00,0,0.452066234,284.2041666,0,440.25,1.965632871,116.7916667,1.726739327,0
2013-08-12 10:00:00,0,0.436068046,285.6333333,0,439,2.569153418,84.75,1.902766158,0
2013-08-12 12:00:00,0,0.42088989,286.6125001,0,439,2.08717521,78.45833333,1.504610213,0
2013-08-12 14:00:00,0,0.433087528,286.9541667,0,439.7916667,1.722548231,293.5416667,1.336965638,0
2013-08-12 16:00:00,0,0.491331273,285.0833333,0,441.0416667,1.085498737,96.79166667,0.69991619,0
2013-08-12 18:00:00,0,0.515239436,283.825,0,442,1.492036874,49.83333333,1.257334451,0
2013-08-12 20:00:00,0,0.506881439,283.5374999,0,442,1.320201178,62.625,1.072925399,0
2013-08-12 22:00:00,0,0.505811011,283.975,0,442,0.205364625,52.91666667,0.10477787,0
2013-09-12 00:00:00,0,0.49845266,283.925,0,442,0.578373851,119.7916667,0.440067065,0
2013-09-12 02:00:00,0,0.452080131,283.5000001,0,441.3333333,1.295054495,128.625,1.001676463,0
2013-09-12 04:00:00,0,0.475210729,282.5833334,0,441.6666667,1.567476948,133.0416667,1.387259036,0
2013-09-12 06:00:00,0,0.489764155,281.7416665,0,441.7916667,2.309304287,129.875,2.049455171,0
2013-09-12 08:00:00,0,0.462605234,282.225,0,440.6666667,3.75104779,116.9166667,3.298407356,0
2013-09-12 10:00:00,0,0.428202329,283.3041667,0,439.7083333,3.650460998,115.8333333,3.126571675,0
2013-09-12 12:00:00,0,0.391553596,284.4625001,0,439.0416667,4.119865904,108.1666667,3.424140781,0
2013-09-12 14:00:00,0,0.368236223,284.9083333,0,439.25,3.323554089,108.875,2.711651305,0
2013-09-12 16:00:00,0,0.379765218,284.2416668,0,440,3.319362958,112.125,2.862531443,0
2013-09-12 18:00:00,0,0.385490216,283.4208333,0,440.0833333,3.340318491,116.3333333,3.046940496,0
2013-09-12 20:00:00,0,0.405744635,282.7083333,0,441,3.512154212,113.5,3.088851631,0
2013-09-12 22:00:00,0,0.417234823,282.1124999,0,441,5.058675577,108.5,4.295892686,0
2013-10-12 00:00:00,0,0.426496584,281.4625001,0,441,5.184409082,114.875,4.350377182,0
2013-10-12 02:00:00,0.258333335,0.424737652,281.0000001,0,441,5.708298405,118.3333333,5.113160153,0
2013-10-12 04:00:00,2.249999984,0.431238844,280.425,0,441,5.901089688,119.7916667,5.322715878,0
2013-10-12 06:00:00,3.391666662,0.437444843,280.0625001,0,441,6.152556578,118.1666667,5.561609407,0
2013-10-12 08:00:00,3.733333345,0.422080964,280.7333334,0,440.0833333,6.110645413,120.4166667,5.561609447,0
2013-10-12 10:00:00,4.383333324,0.393321337,282.1,0,439.0416667,5.880134086,121.25,5.423302631,0
2013-10-12 12:00:00,1.524999976,0.33807457,283.6125001,0,439,5.125733455,117.8333333,4.576697389,0
2013-10-12 14:00:00,0.183333339,0.286868272,284.3291666,0,439,4.660519689,120.25,4.069572558,0
2013-10-12 16:00:00,0.008333333,0.27516297,283.9375,0,439,4.199497064,118.7916667,3.809723457,0
2013-10-12 18:00:00,0.900000009,0.29831786,283.1541666,0,439,5.033528924,123.2916667,4.492875099,0
2013-10-12 20:00:00,2.608333315,0.329898201,282.7208335,0,439,5.704107285,123,5.054484487,0
2013-10-12 22:00:00,4.958333256,0.33358339,282.6958335,0,439,6.282481114,120.75,5.66638728,0
2013-11-12 00:00:00,14.31666665,0.353141711,282.2708333,0,439,6.718357046,118.125,6.110645394,0
2013-11-12 02:00:00,17.7749998,0.411301062,281.4958335,0,439.625,7.242246469,118.4166667,6.596814791,0
2013-11-12 04:00:00,12.62500005,0.454144754,281.3333336,0,440.375,7.451802194,117.8333333,6.781223774,0
2013-11-12 06:00:00,24.25000006,0.512728804,281.2125002,0,441,8.298407435,114.375,7.556580047,0
2013-11-12 08:00:00,14.99999991,0.569713672,281.4166668,0,441,7.791282515,114.4583333,7.242246429,0
2013-11-12 10:00:00,10.79166667,0.556483214,282.7458333,0,441,7.711651365,114.2083333,7.053646266,0
2013-11-12 12:00:00,5.474999982,0.546143708,283.5041667,0,441,7.564962308,112.3333333,6.789606055,0
2013-11-12 14:00:00,2.133333319,0.550522926,283.6583333,0,441,6.860854944,117.75,6.156747679,0
2013-11-12 16:00:00,2.183333309,0.548005059,283.6625001,0,441.4583333,6.466890216,119.5,5.658005019,0
2013-11-12 18:00:00,1.891666698,0.57867335,283.5541664,0,442,6.232187728,119.4166667,5.632858336,0
2013-11-12 20:00:00,1.541666642,0.584431653,283.5583332,0,442.3333333,6.571668148,117.75,5.955574214,0
2013-11-12 22:00:00,7.358333329,0.556383818,283.5041666,0,442,7.175188641,116.25,6.50461024,0
2013-12-12 00:00:00,12.35000008,0.540899011,283.1708334,0,442,7.715842485,114.7916667,7.158424139,0
2013-12-12 02:00:00,23.14999999,0.586453368,282.8791667,0,442.875,8.030176123,113.875,7.489522219,0
2013-12-12 04:00:00,21.26666677,0.619199323,282.5958332,0,443,8.109807332,113.2083333,7.602682312,0
2013-12-12 06:00:00,18.22500002,0.633434902,282.3749997,0,443,7.958927155,117.625,7.33445098,0
2013-12-12 08:00:00,19.70000006,0.637762179,283.1083333,0,442.5833333,8.009220461,111.5833333,7.334450901,0
2013-12-12 10:00:00,10.0583334,0.591862671,284.1208335,0,441.7083333,8.365465303,110.7916667,7.367979864,0
2013-12-12 12:00:00,2.566666655,0.528008337,284.9375,0,441,8.386420886,105.6666667,7.414082249,0
2013-12-12 14:00:00,0.35000001,0.50941353,284.8416667,0,441,7.908633709,99.5,6.475272457,0
2013-12-12 16:00:00,0,0.503752954,284.7375001,0,441.4166667,5.381391426,105.0416667,4.413243949,0
2013-12-12 18:00:00,0,0.504935339,284.1166667,0,441.7916667,4.41743504,101.5416667,3.566638718,0
2013-12-12 20:00:00,0,0.510858181,283.75,0,442,6.91953063,81.20833333,6.265716692,0
2013-12-12 22:00:00,0,0.51909327,283.4333332,0,442,5.938809733,81.83333333,5.469404876,0
13-12-2013 00:00,0,0.550883188,283.1208335,0,442.0833333,3.608549883,92.75,2.942162668,0
13-12-2013 02:00,0,0.575282363,282.8083333,0,443,5.297569146,100.4166667,4.639564107,0
13-12-2013 04:00,0.191666663,0.558354209,282.4249999,0,442.4583333,4.509639571,116.4166667,3.977367977,0
13-12-2013 06:00,0.183333333,0.476987381,283.4083334,0,441.5416667,7.363788764,99.375,6.198658864,0
13-12-2013 08:00,0.475,0.446700828,283.8458334,0,441,6.873428404,103.375,5.58675609,0
13-12-2013 10:00,0,0.425755852,284.2833333,0,441,3.595976522,126.8333333,2.715842391,0
13-12-2013 12:00,0,0.377800714,285.775,0,439.7083333,2.778709173,84.41666667,2.158424149,0
13-12-2013 14:00,0,0.397689628,285.8708333,0,439.7083333,2.615255669,71.04166667,2.175188616,0
13-12-2013 16:00,0,0.461961336,284.9708333,0,440.9166667,2.12070409,61.91666667,1.70997488,0
13-12-2013 18:00,0,0.517279223,283.3375,0,441.4583333,2.070410728,63.58333333,1.76865047,0
13-12-2013 20:00,0,0.431130485,284.8875,0,441,1.148365473,149.3333333,1.018440922,0
13-12-2013 22:00,0,0.458502248,284.6208333,0,441,1.286672254,165.9583333,1.072925399,0
18-12-2013 00:00,0,0.856872203,280.1083333,5,498.4583333,2.028499593,50.58333333,1.651299253,0
18-12-2013 02:00,0,0.584703398,282.5541666,0.958333333,449.7916667,0.473595978,121.5416667,0.322715846,0
18-12-2013 04:00,0,0.679332823,281.5416667,4.125,466.0416667,0.783738484,99.625,0.607711656,0
18-12-2013 06:00,0,0.63508254,281.875,4.5,464,0.666387263,64.54166667,0.494551562,0
18-12-2013 08:00,0,0.510769825,284.3166667,0,440.3333333,0.511316019,24.58333333,0.368818103,0
18-12-2013 10:00,0,0.528563302,285.6041666,0,439.3333333,1.148365455,56.375,0.838222969,0
18-12-2013 12:00,0,0.539839129,285.4125,0,439.75,2.032690719,76.33333333,1.450125724,0
18-12-2013 14:00,0,0.781353747,284.5375001,3.541666667,467.0416667,2.208717505,212.375,1.714165961,0
18-12-2013 16:00,0,0.91832041,282.7125,5.041666667,499.7083333,2.489522253,51.79166667,2.036881824,0
18-12-2013 18:00,0,0.73719282,281.8833334,5,489.5416667,2.451802174,38.375,2.217099766,0
18-12-2013 20:00,0,0.688305157,281.6833333,4.625,472.6666667,3.457669745,38.04166667,3.113998309,0
18-12-2013 22:00,0,0.962193457,280.4666667,5,616.8333333,4.66890199,30.41666667,4.212070396,3.769509476
19-12-2013 00:00,0,1.030105139,280.35,5,656.7916667,3.512154231,36.125,3.088851611,3.128483835
19-12-2013 02:00,0,0.693527776,282.1875,1.291666667,459.5,2.326068734,72.45833333,1.911148354,0.00696767
19-12-2013 04:00,0,0.567831237,283.45,0.833333333,447.75,0.603520543,91.75,0.444258175,0
19-12-2013 06:00,0,0.902257502,281.2291667,4.666666667,508.5416667,1.408214584,270.375,1.072925411,0.25083612
19-12-2013 08:00,0,0.655860851,284.2791667,0,441.125,0.88432524,110.7916667,0.582564974,0
19-12-2013 10:00,0,0.666084982,285.2041667,0,440.3333333,1.303436731,125.5833333,0.913663035,0
19-12-2013 12:00,0,0.934628882,282.9666667,3.208333333,450.3333333,2.841575841,261.1666667,2.363788754,0
19-12-2013 14:00,0,0.665953219,284.4208333,1.833333333,446.2916667,2.409890994,170.6666667,1.848281647,0
19-12-2013 16:00,0,0.611018987,284.8833334,2.416666667,489.6666667,3.847443402,160.8333333,2.992455969,1.463210702
19-12-2013 18:00,0,1.032987058,280.9000001,5,612.625,5.50293378,41,4.551550716,6.1803233
19-12-2013 20:00,0,1.043449566,280.9333335,5,529.125,5.155071239,37.75,4.58088851,7.309085842
19-12-2013 22:00,0,1.047398647,281.2083336,4.833333333,477.7916667,3.885163466,265.0833333,3.24811399,5.476588629
20-12-2013 00:00,0.008333333,1.057788168,280.9250001,5,481.0416667,4.329421649,308.6666667,3.642078827,6.5287068
20-12-2013 02:00,0,0.999187494,280.1125001,4.833333333,475.875,4.790444245,85.83333333,3.91450126,4.124860647
20-12-2013 04:00,0.100000001,0,273.15,5,520.5,6.194467723,47.54166667,4.920368791,8.138238573
20-12-2013 06:00,0.025,0,273.15,5,495.7916667,4.756915341,163.625,4.044425805,5.657748049
20-12-2013 08:00,0,0,273.15,4.958333333,478.5833333,4.262363811,150.0416667,3.604358743,4.717112598
20-12-2013 10:00,0,0.09460184,273.6583333,1.75,450.5,4.316848338,104.7083333,3.654652139,0.982441472
20-12-2013 12:00,0,0.088780433,273.5875,4.791666667,451.9583333,4.987426649,208.375,3.880972296,0
20-12-2013 14:00,0,0,273.15,5.041666667,451.125,4.056999157,126.0416667,3.298407346,0
20-12-2013 16:00,0.333333336,0.066283581,273.4875,5,455.25,6.764459332,74.83333333,5.607711643,0
20-12-2013 18:00,0.083333331,0.601653973,276.3625,5,472.8333333,6.701592664,32.20833333,6.035205364,0
20-12-2013 20:00,0,0.761721883,277.875,5,494.6666667,4.354568263,41.45833333,3.939647963,0
20-12-2013 22:00,0,0.377251492,278.9,2.375,469.2083333,2.74937135,76.75,2.187761952,0
21-12-2013 00:00,0,0.419186588,282.4083333,0,446.9166667,2.699077959,131.9166667,2.28834871,0
21-12-2013 02:00,0,0.420933623,281.1833334,0,446.5833333,2.799664696,137.0416667,2.447611044,0
21-12-2013 04:00,0,0.325158805,280.2791666,0,443.7083333,2.49790444,135.4166667,2.175188606,0
21-12-2013 06:00,0,0.273956906,280.2708334,0,441.8333333,2.338642061,142.7916667,2.041072935,0
21-12-2013 08:00,0,0.240674684,281.2458334,0,440.5416667,2.313495378,143.7083333,2.007544031,0
21-12-2013 10:00,0,0.191237805,283.3,0,439,3.172673911,98.625,2.544006705,0
21-12-2013 12:00,0,0.291573672,284.0083334,0,439.5416667,2.229673117,64.45833333,1.638725907,0
21-12-2013 14:00,0,0.47170727,283.125,0,444.3333333,2.108130778,260.0833333,1.601005877,0
21-12-2013 16:00,0,0.650520886,280.4416667,3.916666667,460.375,2.154233019,270.4166667,1.806370507,0
21-12-2013 18:00,0,0.595410439,280.0208334,5,459.7916667,2.464375526,48.54166667,2.183570862,0
21-12-2013 20:00,0,0.533829986,280.5458333,3.416666667,451.2916667,3.33193629,46.83333333,2.996647129,0
21-12-2013 22:00,0,0.46582242,280.8833334,0.416666667,447.5416667,3.788767884,36.54166667,3.327745179,0
22-12-2013 00:00,0,0.379593239,281.2791669,0,444.7083333,3.00083825,35,2.707460185,0
22-12-2013 02:00,0,0.290601532,282.0375,0,441.8333333,2.300922066,41.33333333,2.066219608,0
22-12-2013 04:00,0,0.306029823,281.85,0,442.2083333,1.043587593,66.5,0.854987427,0
22-12-2013 06:00,0,0.336930965,281.4500002,0,442.875,0.83403186,111.4166667,0.746018437,0
22-12-2013 08:00,0,0.373736608,282.625,0,441.3333333,3.260687336,97.75,2.619446774,0
22-12-2013 10:00,0,0.39280372,283.3208332,0,440.9583333,3.097233887,107.7083333,2.485331103,0
22-12-2013 12:00,0,0.361512667,285.2874999,0,439.4583333,1.693210403,165.375,1.093880986,0
22-12-2013 14:00,0,0.341348631,286.2375001,0,441.4166667,1.751886005,249.75,1.21123219,0
22-12-2013 16:00,0,0.371460891,284.5666667,0,442.9166667,0.674769494,134.2083333,0.402347024,0
22-12-2013 18:00,0,0.442191802,282.9750001,0,444.9583333,0.209555742,73.75,0.108968985,0
22-12-2013 20:00,0,0.448917245,282.7124999,0,445.6666667,0.146689019,151.0833333,0.062866723,0
22-12-2013 22:00,0,0.454468798,282.6458333,0,445.6666667,0.318524729,68.20833333,0.184409051,0
23-12-2013 00:00,0,0.443461452,282.8166667,0,445.5833333,0.264040239,32.25,0.217937971,0
23-12-2013 02:00,0,0.436895791,282.9791667,0,445,0.507124898,109.7916667,0.352053645,0
23-12-2013 04:00,0,0.413551476,283.1625001,0,444.1666667,0.77116514,153.3333333,0.645431684,0
23-12-2013 06:00,0,0.428015723,282.8208334,0,444.8333333,0.842414098,163.375,0.662196147,0
23-12-2013 08:00,0,0.419617061,283.6791667,0,442.2083333,1.290863385,123.875,0.989103104,0
23-12-2013 10:00,0,0.447940699,284.5374999,0,442.125,2.108130773,109.125,1.575859194,0
23-12-2013 12:00,0,0.424246335,285.2916667,0,441.875,1.772841593,96.08333333,1.194467731,0
23-12-2013 14:00,0,0.408960563,285.6958333,0,442.75,2.170997495,297.0416667,1.70997485,0
23-12-2013 16:00,0,0.440548204,283.8291666,0,444.1666667,1.458507965,182,1.181894384,0
23-12-2013 18:00,0,0.464988598,282.5208332,0,445,2.129086355,57.91666667,1.810561632,0
