,percip_mm,humidity,temp,leafwet450_min,leafwet460_min,leafwet_lwscnt,gusts_ms,wind_dir,wind_ms
2013-11-30 22:00:00,0.0,0.850301573674,283.870833381,0.0,0.0,442.375,2.68231347203,327.375,2.30511318644
2013-12-01 00:00:00,0.0,0.540275814633,284.450000151,0.0,0.0,441.125,2.22129086653,329.416666667,1.83151719968
2013-12-01 02:00:00,0.0,0.561660473545,283.737499976,0.0,0.0,441.0,2.55238893628,175.5,2.12908636034
2013-12-01 04:00:00,0.0,0.676297220091,282.749999984,0.0,0.0,441.833333333,3.23554065823,129.458333333,2.61525565386
2013-12-01 06:00:00,0.0,0.95224778851,281.083333337,3.625,3.45833333333,524.666666667,3.49119864901,332.416666667,3.00083824992
2013-12-01 08:00:00,0.0,0.885878299673,281.795833373,2.16666666667,1.625,456.5,3.94383906325,318.5,3.44509639342
2013-12-01 10:00:00,0.0,0.991156265139,281.612499936,0.0,0.0,445.291666667,4.12405698498,317.0,3.60016762217
2013-12-01 12:00:00,0.0,0.863433865209,282.170833333,0.0,0.0,444.375,4.3378038307,316.625,3.82648785909
2013-12-01 14:00:00,0.0,0.864324912429,281.883333389,0.458333333333,0.0,445.833333333,5.04191120466,314.25,4.2539815406
2013-12-01 16:00:00,0.0,1.02746938169,279.987499996,5.0,4.58333333333,517.708333333,4.66051970919,298.25,4.02347024282
2013-12-01 18:00:00,0.0,1.04307587941,279.558333381,5.0,5.0,717.083333333,5.14668907722,325.583333333,4.55155070623
2013-12-01 20:00:00,0.0,1.04799862703,279.529166683,5.0,5.0,977.458333333,4.11986583471,320.041666667,3.65046101808
2013-12-01 22:00:00,0.0,1.05230491857,280.091666722,5.0,5.0,949.458333333,3.24811401466,317.958333333,2.62782900035
2013-12-02 00:00:00,0.0,1.05600649119,279.975000087,5.0,5.0,988.208333333,2.14585082233,323.416666667,1.80637050172
2013-12-02 02:00:00,0.0,0.938954258958,279.483333373,4.16666666667,3.95833333333,768.0,1.16512993102,172.208333333,0.884325239186
2013-12-02 04:00:00,0.0,0.510519610097,281.420833453,0.0,0.0,444.083333333,2.6948868235,135.583333333,2.17518860598
2013-12-02 06:00:00,0.0,0.392664477229,281.125000203,0.0,0.0,442.541666667,3.05951382716,127.625,2.60687345266
2013-12-02 08:00:00,0.0,0.360028356314,281.291666671,0.0,0.0,441.458333333,3.16429170966,124.0,2.76613580187
2013-12-02 10:00:00,0.0,0.332515267034,283.008333349,0.0,0.0,440.125,3.55406538645,119.708333333,2.91701593995
2013-12-02 12:00:00,0.0,0.30000682051,285.170833333,0.0,0.0,439.041666667,2.80385584633,106.625,2.0410729597
2013-12-02 14:00:00,0.0,0.285794225832,285.795833373,0.0,0.0,439.0,2.233864218,105.583333333,1.58843252559
2013-12-02 16:00:00,0.0,0.309980156521,284.929166619,0.0,0.0,439.0,2.09136631588,119.583333333,1.56328582764
2013-12-02 18:00:00,0.0,0.339196299513,283.995833421,0.0,0.0,439.875,2.30092204611,114.541666667,1.74769488474
2013-12-02 20:00:00,0.0,0.353140366574,283.908333445,0.0,0.0,440.0,2.61944677929,120.5,2.28415758411
2013-12-02 22:00:00,0.0,0.379086330533,283.566666468,0.0,0.0,440.0,2.82481140892,126.041666667,2.46437552571
2013-12-03 00:00:00,0.0,0.377408627421,283.141666675,0.0,0.0,440.0,3.44509639343,123.625,3.07627831896
2013-12-03 02:00:00,0.0,0.379045911133,282.629166706,0.0,0.0,440.0,4.00251470009,122.708333333,3.54149204493
2013-12-03 04:00:00,0.216666669895,0.376806084067,282.154166603,0.0,0.0,440.0,4.56831514835,123.791666667,4.11986589432
2013-12-03 06:00:00,0.808333334823,0.382639509936,281.629166746,0.0,0.0,440.041666667,5.12573349476,122.5,4.48449289799
2013-12-03 08:00:00,0.816666656485,0.443636431048,281.145833457,0.333333333333,0.0,443.083333333,5.34367144108,116.833333333,4.70662199458
2013-12-03 10:00:00,1.03333332762,0.436718807866,281.945833349,0.0,0.0,441.083333333,5.31433357795,121.333333333,4.64375519753
2013-12-03 12:00:00,0.40000001279,0.510084920873,281.975000008,0.0,0.0,441.0,4.91617769003,121.75,4.35456827283
2013-12-03 14:00:00,0.216666671758,0.552435477575,281.658333345,2.5,1.70833333333,453.541666667,4.45934618513,124.458333333,3.9689857463
2013-12-03 16:00:00,0.0,0.677255595724,280.262499932,0.291666666667,0.0,445.708333333,3.73847444852,124.5,3.35708297292
2013-12-03 18:00:00,0.0,0.609973964592,280.670833333,0.0,0.0,443.333333333,3.46605196595,124.333333333,3.10142497222
2013-12-03 20:00:00,0.0,0.568578024705,281.150000258,0.0,0.0,443.0,3.29002514481,123.25,2.90025146802
2013-12-03 22:00:00,0.0,0.56892153124,281.250000381,0.0,0.0,443.0,3.61274098356,131.958333333,3.21458507577
2013-12-04 00:00:00,0.0,0.569598461191,281.26250031,0.0,0.0,443.125,3.48281642795,133.375,3.18105614185
2013-12-04 02:00:00,0.0,0.560497197012,281.258333667,0.0,0.0,443.0,3.29002512495,137.0,2.88767816623
2013-12-04 04:00:00,0.0,0.567763611674,281.250000381,0.0,0.0,443.125,3.12657168507,130.833333333,2.76613581181
2013-12-04 06:00:00,0.0,0.548676808675,281.316666706,0.0,0.0,443.0,3.57502094905,122.666666667,3.16010057926
2013-12-04 08:00:00,0.0,0.512750952194,281.995833182,0.0,0.0,441.75,3.52472755313,122.25,3.1433361272
2013-12-04 10:00:00,0.0,0.447862431407,284.091666722,0.0,0.0,440.333333333,3.83067895969,118.791666667,3.24811398983
2013-12-04 12:00:00,0.0,0.431402439872,285.658333286,0.0,0.0,440.0,3.28583402435,119.25,2.75356245041
2013-12-04 14:00:00,0.0,0.463024668396,285.795833492,0.0,0.0,441.0,2.83319366972,122.625,2.27996649345
2013-12-04 16:00:00,0.0,0.465275087704,285.525,0.0,0.0,441.0,2.35121542215,123.625,1.92372172078
2013-12-04 18:00:00,0.0,0.469978526235,285.10416673,0.0,0.0,441.0,2.26320201655,122.958333333,1.86923721929
2013-12-04 20:00:00,0.0,0.480436490228,284.566666667,0.0,0.0,441.0,2.26739316185,125.916666667,1.94467729827
2013-12-04 22:00:00,0.0,0.468148433914,284.354166492,0.0,0.0,441.0,2.3134954224,136.958333333,1.88600167632
2013-12-05 00:00:00,0.0,0.458394164841,284.158333286,0.0,0.0,441.0,2.80385584633,130.041666667,2.46018440525
2013-12-05 02:00:00,0.0,0.459162756801,284.091666444,0.0,0.0,441.0,2.95473593473,132.125,2.66135792931
2013-12-05 04:00:00,0.0,0.466757100075,284.175000095,0.0,0.0,441.0,3.26906955242,124.208333333,3.04274940491
2013-12-05 06:00:00,0.0,0.464630737901,284.141666635,0.0,0.0,441.0,4.0779547592,124.541666667,3.73009217779
2013-12-05 08:00:00,0.0,0.437559369952,284.879166706,0.0,0.0,440.416666667,4.53897740444,123.125,4.1617770493
2013-12-05 10:00:00,0.0,0.384867309282,286.72916673,0.0,0.0,439.166666667,4.40067058802,121.541666667,3.97317685684
2013-12-05 12:00:00,0.0,0.341150935739,287.929166659,0.0,0.0,439.0,4.16596813003,121.958333333,3.59597654144
2013-12-05 14:00:00,0.0,0.318934284151,288.312500024,0.0,0.0,439.0,3.43252304196,126.125,2.80804692705
2013-12-05 16:00:00,0.0,0.329496003687,287.508333309,0.0,0.0,439.0,3.11818944414,125.833333333,2.61944677432
2013-12-05 18:00:00,0.0,0.330286415915,286.691666786,0.0,0.0,439.0,3.81391449769,126.0,3.22296729684
2013-12-05 20:00:00,0.0,0.345190587143,286.066666667,0.0,0.0,439.0,3.91869240006,122.25,3.54149204492
2013-12-05 22:00:00,0.0,0.371964164078,285.558333421,0.0,0.0,439.208333333,4.56831520796,122.708333333,4.11148367325
2013-12-06 00:00:00,0.158333336934,0.396493898084,284.824999952,0.0,0.0,439.916666667,4.65213749806,126.041666667,4.19530598323
2013-12-06 02:00:00,0.0,0.424547551821,283.96250004,0.0,0.0,440.0,4.22045262655,123.916666667,3.92707457145
2013-12-06 04:00:00,0.633333345254,0.428793034206,283.891666675,0.0,0.0,440.0,4.8113998572,125.75,4.34618614117
2013-12-06 06:00:00,0.974999999628,0.442643580337,283.416666571,0.0,0.0,440.708333333,4.9161777099,124.208333333,4.44677283367
2013-12-06 08:00:00,1.21666666244,0.41547565038,283.35416669,0.0,0.0,440.166666667,4.61022633314,129.916666667,4.24559934934
2013-12-06 10:00:00,0.875000004345,0.382450728367,283.795833453,0.0,0.0,440.0,4.51383066177,129.375,4.12405700485
2013-12-06 12:00:00,0.166666671013,0.397949917863,283.933333301,1.125,0.958333333333,448.125,4.33361274004,128.125,3.93126570185
2013-12-06 14:00:00,0.225000004595,0.455826076369,283.033333246,2.875,1.75,454.833333333,4.45934619506,125.291666667,4.06119027734
2013-12-06 16:00:00,0.0,0.568657728533,281.841666802,2.08333333333,1.25,450.625,4.38390609622,124.875,3.92707461119
2013-12-06 18:00:00,0.141666668778,0.727667888006,280.000000044,5.0,4.70833333333,516.291666667,3.23554065823,131.666666667,2.91282480955
2013-12-06 20:00:00,0.03333333383,0.712559466561,280.333333317,5.0,5.0,492.958333333,2.98407376806,133.5,2.62363787492
2013-12-06 22:00:00,0.158333337555,0.639888790747,280.879166905,3.45833333333,2.41666666667,477.75,3.1475272278,130.208333333,2.65297568838
2013-12-07 00:00:00,0.0,0.596983795365,281.000000203,1.875,1.58333333333,458.625,3.29840739568,129.458333333,2.87091368437
2013-12-07 02:00:00,0.0,0.539201731483,281.250000381,0.0,0.0,443.0,2.89606036742,127.625,2.65297569831
2013-12-07 04:00:00,0.0,0.513986520469,281.441666587,0.0,0.0,442.708333333,2.91282478968,127.333333333,2.66974014044
2013-12-07 06:00:00,0.0,0.491248663515,281.787500087,0.0,0.0,442.0,2.97988264759,128.916666667,2.6865046223
2013-12-07 08:00:00,0.0,0.479165609926,282.574999952,0.0,0.0,441.166666667,2.67393128077,128.791666667,2.45599326491
2013-12-07 10:00:00,0.0,0.476965793719,283.941666786,0.0,0.0,440.958333333,2.73260687788,127.708333333,2.42246436079
2013-12-07 12:00:00,0.0,0.453586584578,285.254166587,0.0,0.0,440.125,2.17937973142,121.416666667,1.75188601017
2013-12-07 14:00:00,0.0,0.444058305273,285.445833309,0.0,0.0,440.416666667,2.141659682,115.875,1.60938811302
2013-12-07 16:00:00,0.0,0.458923790604,284.737499976,0.0,0.0,441.0,1.2154233108,137.041666667,0.955574199558
2013-12-07 18:00:00,0.0,0.469850709041,284.141666595,0.0,0.0,441.0,1.63453478615,163.125,1.29086338232
2013-12-07 20:00:00,0.0,0.501548698793,283.429166698,0.0,0.0,441.958333333,1.07711652418,159.0,0.896898592512
2013-12-07 22:00:00,0.0,0.523326049248,283.020833158,0.0,0.0,442.0,1.51718357205,146.666666667,1.24476110935
2013-12-08 00:00:00,0.0,0.524461202323,282.841666762,0.0,0.0,442.0,1.65129926304,163.416666667,1.37049454947
2013-12-08 02:00:00,0.0,0.517158441245,282.641666635,0.0,0.0,442.0,1.57585918903,172.041666667,1.27409890791
2013-12-08 04:00:00,0.0,0.489659292003,282.708333397,0.0,0.0,442.0,1.91533949475,170.583333333,1.55909472207
2013-12-08 06:00:00,0.0,0.49103238682,282.570833309,0.0,0.0,441.875,1.93629507224,166.708333333,1.6722548306
2013-12-08 08:00:00,0.0,0.452066234002,284.204166635,0.0,0.0,440.25,1.96563287079,116.791666667,1.72673932711
2013-12-08 10:00:00,0.0,0.436068045596,285.633333309,0.0,0.0,439.0,2.56915341814,84.75,1.90276615818
2013-12-08 12:00:00,0.0,0.420889890442,286.612500095,0.0,0.0,439.0,2.08717521032,78.4583333333,1.50461021314
2013-12-08 14:00:00,0.0,0.433087527752,286.954166714,0.0,0.0,439.791666667,1.72254823148,293.541666667,1.3369656379
2013-12-08 16:00:00,0.0,0.491331273069,285.083333317,0.0,0.0,441.041666667,1.08549873655,96.7916666667,0.699916190158
2013-12-08 18:00:00,0.0,0.515239436179,283.824999952,0.0,0.0,442.0,1.4920368741,49.8333333333,1.25733445088
2013-12-08 20:00:00,0.0,0.506881439438,283.537499928,0.0,0.0,442.0,1.32020117839,62.625,1.07292539875
2013-12-08 22:00:00,0.0,0.505811010798,283.974999968,0.0,0.0,442.0,0.20536462528,52.9166666667,0.104777870079
2013-12-09 00:00:00,0.0,0.498452659696,283.924999976,0.0,0.0,442.0,0.578373851255,119.791666667,0.440067065259
2013-12-09 02:00:00,0.0,0.452080130577,283.500000064,0.0,0.0,441.333333333,1.29505449533,128.625,1.00167646259
2013-12-09 04:00:00,0.0,0.475210728745,282.583333357,0.0,0.0,441.666666667,1.5674769481,133.041666667,1.3872590363
2013-12-09 06:00:00,0.0,0.489764155199,281.74166654,0.0,0.0,441.791666667,2.30930428704,129.875,2.04945517083
2013-12-09 08:00:00,0.0,0.462605234236,282.225000008,0.0,0.0,440.666666667,3.75104779005,116.916666667,3.29840735595
2013-12-09 10:00:00,0.0,0.428202328583,283.304166659,0.0,0.0,439.708333333,3.65046099822,115.833333333,3.12657167514
2013-12-09 12:00:00,0.0,0.391553595662,284.462500079,0.0,0.0,439.041666667,4.11986590425,108.166666667,3.42414078116
2013-12-09 14:00:00,0.0,0.368236222615,284.908333325,0.0,0.0,439.25,3.32355408867,108.875,2.71165130536
2013-12-09 16:00:00,0.0,0.379765217503,284.241666778,0.0,0.0,440.0,3.31936295827,112.125,2.86253144344
2013-12-09 18:00:00,0.0,0.385490216315,283.420833294,0.0,0.0,440.083333333,3.34031849106,116.333333333,3.04694049557
2013-12-09 20:00:00,0.0,0.405744634569,282.708333278,0.0,0.0,441.0,3.5121542116,113.5,3.08885163069
2013-12-09 22:00:00,0.0,0.417234823108,282.112499897,0.0,0.0,441.0,5.05867557724,108.5,4.29589268565
2013-12-10 00:00:00,0.0,0.426496583968,281.462500079,0.0,0.0,441.0,5.18440908194,114.875,4.35037718217
2013-12-10 02:00:00,0.258333334699,0.424737652143,281.000000103,0.0,0.0,441.0,5.70829840501,118.333333333,5.11316015323
2013-12-10 04:00:00,2.24999998448,0.431238843749,280.424999996,0.0,0.0,441.0,5.90108968814,119.791666667,5.32271587849
2013-12-10 06:00:00,3.39166666195,0.437444843352,280.062500064,0.0,0.0,441.0,6.15255657832,118.166666667,5.56160940727
2013-12-10 08:00:00,3.73333334488,0.42208096385,280.733333373,0.0,0.0,440.083333333,6.1106454134,120.416666667,5.561609447
2013-12-10 10:00:00,4.38333332414,0.393321336557,282.100000008,0.0,0.0,439.041666667,5.88013408581,121.25,5.42330263058
2013-12-10 12:00:00,1.52499997616,0.338074569901,283.612500095,0.0,0.0,439.0,5.12573345502,117.833333333,4.57669738929
2013-12-10 14:00:00,0.183333338549,0.286868271728,284.329166635,0.0,0.0,439.0,4.66051968932,120.25,4.069572558
2013-12-10 16:00:00,0.0083333334575,0.275162970026,283.937500024,0.0,0.0,439.0,4.19949706396,118.791666667,3.8097234567
2013-12-10 18:00:00,0.900000009064,0.29831785957,283.154166643,0.0,0.0,439.0,5.03352892399,123.291666667,4.49287509918
2013-12-10 20:00:00,2.60833331508,0.329898200929,282.720833524,0.0,0.0,439.0,5.70410728455,123.0,5.05448448658
2013-12-10 22:00:00,4.95833325634,0.333583389719,282.695833508,0.0,0.0,439.0,6.28248111407,120.75,5.66638727983
2013-12-11 00:00:00,14.3166666478,0.353141711404,282.270833317,0.0,0.0,439.0,6.71835704644,118.125,6.11064539353
2013-12-11 02:00:00,17.774999798,0.411301061511,281.49583346,0.0,0.0,439.625,7.24224646886,118.416666667,6.59681479136
2013-12-11 04:00:00,12.6250000459,0.454144753516,281.333333556,0.0,0.0,440.375,7.45180219412,117.833333333,6.78122377395
2013-12-11 06:00:00,24.2500000596,0.512728804102,281.212500238,0.0,0.0,441.0,8.29840743542,114.375,7.55658004681
2013-12-11 08:00:00,14.9999999081,0.569713672002,281.416666849,0.0,0.0,441.0,7.79128251473,114.458333333,7.24224642912
2013-12-11 10:00:00,10.7916666729,0.5564832141,282.745833262,0.0,0.0,441.0,7.71165136496,114.208333333,7.05364626646
2013-12-11 12:00:00,5.47499998225,0.54614370813,283.504166667,0.0,0.0,441.0,7.56496230761,112.333333333,6.78960605462
2013-12-11 14:00:00,2.13333331856,0.550522925953,283.658333286,0.0,0.0,441.0,6.86085494359,117.75,6.15674767891
2013-12-11 16:00:00,2.18333330937,0.548005059362,283.662500087,0.0,0.0,441.458333333,6.46689021587,119.5,5.65800501903
2013-12-11 18:00:00,1.89166669796,0.578673350314,283.55416642,0.0,0.0,442.0,6.23218772809,119.416666667,5.63285833597
2013-12-11 20:00:00,1.54166664245,0.584431653221,283.558333222,0.0,0.0,442.333333333,6.57166814804,117.75,5.95557421446
2013-12-11 22:00:00,7.35833332874,0.556383818388,283.504166627,0.0,0.0,442.0,7.17518864075,116.25,6.50461024046
2013-12-12 00:00:00,12.3500000778,0.540899010996,283.170833353,0.0,0.0,442.0,7.71584248543,114.791666667,7.15842413902
2013-12-12 02:00:00,23.1499999923,0.586453368266,282.879166746,0.0,0.0,442.875,8.03017612298,113.875,7.4895222187
2013-12-12 04:00:00,21.2666667725,0.619199323158,282.595833206,0.0,0.0,443.0,8.10980733236,113.208333333,7.60268231233
2013-12-12 06:00:00,18.2250000189,0.633434901635,282.374999746,0.0,0.0,443.0,7.95892715454,117.625,7.33445098003
2013-12-12 08:00:00,19.7000000576,0.637762178977,283.108333294,0.0,0.0,442.583333333,8.00922046105,111.583333333,7.33445090055
2013-12-12 10:00:00,10.0583333975,0.591862671077,284.12083346,0.0,0.0,441.708333333,8.36546530326,110.791666667,7.36797986428
2013-12-12 12:00:00,2.56666665462,0.528008336822,284.937500024,0.0,0.0,441.0,8.38642088572,105.666666667,7.414082249
2013-12-12 14:00:00,0.350000010182,0.509413530429,284.841666722,0.0,0.0,441.0,7.90863370895,99.5,6.4752724568
2013-12-12 16:00:00,0.0,0.503752954304,284.737500095,0.0,0.0,441.416666667,5.38139142593,105.041666667,4.41324394941
2013-12-12 18:00:00,0.0,0.504935339093,284.116666698,0.0,0.0,441.791666667,4.41743504008,101.541666667,3.56663871805
2013-12-12 20:00:00,0.0,0.510858180622,283.749999984,0.0,0.0,442.0,6.91953063011,81.2083333333,6.26571669181
2013-12-12 22:00:00,0.0,0.519093270103,283.433333222,0.0,0.0,442.0,5.9388097326,81.8333333333,5.46940487623
2013-12-13 00:00:00,0.0,0.550883187602,283.1208335,0.0,0.0,442.083333333,3.60854988297,92.75,2.94216266771
2013-12-13 02:00:00,0.0,0.5752823626,282.808333302,0.0,0.0,443.0,5.29756914576,100.416666667,4.63956410686
2013-12-13 04:00:00,0.191666662693,0.558354208867,282.424999936,0.0,0.0,442.458333333,4.50963957111,116.416666667,3.9773679773
2013-12-13 06:00:00,0.183333332961,0.476987380535,283.408333365,0.0,0.0,441.541666667,7.36378876368,99.375,6.1986588637
2013-12-13 08:00:00,0.475000000248,0.446700827529,283.845833365,0.0,0.0,441.0,6.87342840433,103.375,5.58675609032
2013-12-13 10:00:00,0.0,0.425755852213,284.283333325,0.0,0.0,441.0,3.59597652157,126.833333333,2.71584239105
2013-12-13 12:00:00,0.0,0.377800714225,285.775,0.0,0.0,439.708333333,2.7787091732,84.4166666667,2.15842414896
2013-12-13 14:00:00,0.0,0.397689628104,285.870833301,0.0,0.0,439.708333333,2.61525566876,71.0416666667,2.17518861592
2013-12-13 16:00:00,0.0,0.461961336434,284.970833325,0.0,0.0,440.916666667,2.1207040896,61.9166666667,1.70997488002
2013-12-13 18:00:00,0.0,0.517279222608,283.33749996,0.0,0.0,441.458333333,2.07041072845,63.5833333333,1.76865046968
2013-12-13 20:00:00,0.0,0.431130484988,284.887500032,0.0,0.0,441.0,1.14836547275,149.333333333,1.0184409221
2013-12-13 22:00:00,0.0,0.45850224793,284.620833341,0.0,0.0,441.0,1.2866722544,165.958333333,1.07292539875
2013-12-18 00:00:00,0.0,0.856872203449,280.108333313,5.0,5.0,498.458333333,2.02849959334,50.5833333333,1.65129925311
2013-12-18 02:00:00,0.0,0.584703398248,282.554166599,0.958333333333,0.541666666667,449.791666667,0.473595978071,121.541666667,0.32271584558
2013-12-18 04:00:00,0.0,0.679332822561,281.54166673,4.125,3.5,466.041666667,0.783738483985,99.625,0.607711656019
2013-12-18 06:00:00,0.0,0.635082540413,281.874999984,4.5,4.29166666667,464.0,0.666387263065,64.5416666667,0.494551561773
2013-12-18 08:00:00,0.0,0.510769825429,284.316666667,0.0,0.0,440.333333333,0.5113160188,24.5833333333,0.368818103025
2013-12-18 10:00:00,0.0,0.52856330201,285.604166611,0.0,0.0,439.333333333,1.14836545537,56.375,0.838222969324
2013-12-18 12:00:00,0.0,0.539839128653,285.412499968,0.0,0.0,439.75,2.03269071877,76.3333333333,1.45012572408
2013-12-18 14:00:00,0.0,0.781353746851,284.537500087,3.54166666667,3.41666666667,467.041666667,2.20871750514,212.375,1.71416596075
2013-12-18 16:00:00,0.0,0.918320409954,282.71250004,5.04166666667,5.0,499.708333333,2.48952225347,51.7916666667,2.03688182433
2013-12-18 18:00:00,0.0,0.737192819516,281.883333389,5.0,5.0,489.541666667,2.45180217425,38.375,2.21709976594
2013-12-18 20:00:00,0.0,0.688305156926,281.683333282,4.625,4.0,472.666666667,3.45766974489,38.0416666667,3.11399830878
2013-12-18 22:00:00,0.0,0.962193456789,280.466666683,5.0,5.0,616.833333333,4.66890198986,30.4166666667,4.21207039555
2013-12-19 00:00:00,0.0,1.03010513882,280.350000048,5.0,5.0,656.791666667,3.51215423147,36.125,3.08885161082
2013-12-19 02:00:00,0.0,0.693527775506,282.187500024,1.29166666667,1.125,459.5,2.32606873413,72.4583333333,1.91114835441
2013-12-19 04:00:00,0.0,0.567831236869,283.449999992,0.833333333333,0.625,447.75,0.603520543004,91.75,0.444258174549
2013-12-19 06:00:00,0.0,0.90225750208,281.229166671,4.66666666667,4.16666666667,508.541666667,1.40821458399,270.375,1.07292541116
2013-12-19 08:00:00,0.0,0.655860851208,284.279166683,0.0,0.0,441.125,0.884325239808,110.791666667,0.582564974204
2013-12-19 10:00:00,0.0,0.666084982455,285.204166675,0.0,0.0,440.333333333,1.3034367313,125.583333333,0.913663034638
2013-12-19 12:00:00,0.0,0.934628881514,282.966666722,3.20833333333,0.0,450.333333333,2.84157584111,261.166666667,2.36378875375
2013-12-19 14:00:00,0.0,0.665953218937,284.420833333,1.83333333333,0.0,446.291666667,2.40989099443,170.666666667,1.84828164677
2013-12-19 16:00:00,0.0,0.611018986751,284.883333429,2.41666666667,1.91666666667,489.666666667,3.84744340181,160.833333333,2.99245596925
2013-12-19 18:00:00,0.0,1.03298705816,280.900000119,5.0,5.0,612.625,5.50293378035,41.0,4.55155071616
2013-12-19 20:00:00,0.0,1.04344956577,280.93333348,5.0,5.0,529.125,5.15507123868,37.75,4.58088850975
2013-12-19 22:00:00,0.0,1.04739864667,281.208333556,4.83333333333,4.125,477.791666667,3.88516346614,265.083333333,3.24811398983
2013-12-20 00:00:00,0.0083333334575,1.05778816839,280.925000075,5.0,4.875,481.041666667,4.32942164938,308.666666667,3.64207882682
