Time,T,P0,P,U,DD,Ff,VV,Td,Few clouds,Scattered clouds,Broken clouds,Overcast,cumulonimbus clouds,cumulus congestus of great vertical extent
2013-11-25 17:00:00,289.15,731.2,757.7,68,14,6,11,283.15,480,0,0,0,0,0
2013-11-25 18:00:00,288.15,731.1,757.7,72,14,5,11,283.15,480,0,0,0,0,0
2013-11-26 06:00:00,287.15,733.8,760.5,51,1,7,11,277.15,0,0,0,0,0,0
2013-11-26 07:00:00,286.15,734.3,761.2,47,1,2,11,275.15,0,0,0,0,0,0
2013-11-26 08:00:00,287.15,735.2,762,36,3,5,11,272.15,0,0,0,0,0,0
2013-11-26 09:00:00,,,,,3,8,,,0,0,0,0,0,0
2013-11-26 10:00:00,291.15,735.6,762,28,3,9,11,272.15,0,0,0,0,0,0
2013-11-26 11:00:00,292.15,735.6,762,21,3,9,11,269.15,0,0,0,0,0,0
2013-11-26 12:00:00,293.15,735.7,762,21,3,8,11,270.15,0,0,0,0,0,0
2013-11-26 13:00:00,293.15,735,761.2,21,1,5,11,270.15,0,0,0,0,0,0
2013-11-26 14:00:00,294.15,734.4,760.5,21,3,6,11,271.15,0,0,0,0,0,0
2013-11-26 15:00:00,294.15,733.6,759.7,21,3,7,11,271.15,0,0,0,0,0,0
2013-11-26 16:00:00,294.15,733.6,759.7,20,11,6,11,270.15,0,0,0,0,0,0
2013-11-26 17:00:00,293.15,734.3,760.5,20,10,4,11,269.15,0,0,0,0,0,0
2013-11-26 18:00:00,292.15,734.2,760.5,24,3,5,11,271.15,0,0,0,0,0,0
2013-11-27 06:00:00,285.15,735,762,33,1,6,11,269.15,0,0,0,0,0,0
2013-11-27 07:00:00,285.15,735.8,762.8,33,1,7,11,269.15,0,0,0,0,0,0
2013-11-27 08:00:00,287.15,736,762.8,25,3,7,11,267.15,0,0,0,0,0,0
2013-11-27 09:00:00,288.15,736.1,762.8,27,3,8,11,269.15,0,0,0,0,0,0
2013-11-27 10:00:00,290.15,736.9,763.5,22,10,7,11,268.15,0,0,0,0,0,0
2013-11-27 11:00:00,291.15,737,763.5,19,10,9,11,267.15,0,0,0,0,0,0
2013-11-27 12:00:00,292.15,736.4,762.8,21,10,8,11,269.15,0,0,0,0,0,0
2013-11-27 13:00:00,293.15,735.7,762,20,3,7,11,269.15,0,0,0,0,0,0
2013-11-27 14:00:00,293.15,735,761.2,18,3,7,11,268.15,0,0,0,0,0,0
2013-11-27 15:00:00,293.15,735,761.2,18,3,6,11,268.15,0,0,0,0,0,0
2013-11-27 16:00:00,293.15,735,761.2,20,11,6,11,269.15,0,0,0,0,0,0
2013-11-27 17:00:00,292.15,734.9,761.2,19,3,6,11,268.15,0,0,0,0,0,0
2013-11-27 18:00:00,291.15,734.8,761.2,21,3,5,11,268.15,0,0,0,0,0,0
2013-11-28 07:00:00,287.15,736.6,763.5,23,1,5,11,266.15,0,0,0,0,0,0
2013-11-28 08:00:00,287.15,737.4,764.3,23,1,6,11,266.15,0,0,0,0,0,0
2013-11-28 09:00:00,290.15,737.7,764.3,20,1,7,11,267.15,0,0,0,0,0,0
2013-11-28 10:00:00,292.15,737.9,764.3,40,1,8,11,278.15,0,0,0,0,0,0
2013-11-28 11:00:00,292.15,737.9,764.3,19,3,8,11,268.15,0,0,0,0,0,0
2013-11-28 12:00:00,294.15,737.3,763.5,17,10,7,11,268.15,0,0,0,0,0,0
2013-11-28 13:00:00,295.15,735.9,762,16,10,8,11,268.15,0,0,0,0,0,0
2013-11-28 14:00:00,296.15,736,762,16,3,7,11,269.15,0,0,0,0,0,0
2013-11-28 15:00:00,296.15,735.2,761.2,17,10,7,11,270.15,0,0,0,0,0,0
2013-11-28 16:00:00,296.15,735.2,761.2,17,10,7,11,270.15,0,0,0,0,0,0
2013-11-28 17:00:00,295.15,735.1,761.2,20,10,7,11,271.15,0,0,0,0,0,0
2013-11-28 18:00:00,294.15,735.8,762,21,3,6,11,271.15,0,0,0,0,0,0
2013-11-29 06:00:00,288.15,736.7,763.5,29,1,6,11,270.15,0,0,0,0,0,0
2013-11-29 07:00:00,288.15,736.7,763.5,29,1,7,11,270.15,0,0,0,0,0,0
2013-11-29 08:00:00,288.15,737.5,764.3,31,1,7,11,271.15,0,0,0,0,0,0
2013-11-29 09:00:00,292.15,737.9,764.3,24,1,5,11,271.15,0,0,0,0,0,0
2013-11-29 10:00:00,294.15,738,764.3,21,10,4,11,271.15,0,0,0,0,0,0
2013-11-29 11:00:00,295.15,738.1,764.3,19,11,7,11,270.15,0,0,0,0,0,0
2013-11-29 12:00:00,296.15,737.4,763.5,16,11,8,11,269.15,0,0,0,0,0,0
2013-11-29 13:00:00,297.15,736.9,762.8,14,10,7,11,268.15,0,0,0,0,0,0
2013-11-29 14:00:00,297.15,736.1,762,15,12,6,11,269.15,0,0,0,0,0,0
2013-11-29 15:00:00,297.15,736.1,762,16,9,4,11,270.15,0,0,0,0,0,0
2013-11-29 16:00:00,296.15,736,762,17,11,4,11,270.15,0,0,0,0,0,0
2013-11-29 17:00:00,296.15,736,762,16,11,4,11,269.15,0,0,0,0,0,0
2013-11-29 18:00:00,294.15,736.6,762.8,20,11,3,11,270.15,0,0,0,0,0,0
2013-11-30 06:00:00,288.15,736.1,762.8,36,1,3,11,273.15,0,0,0,0,0,0
2013-11-30 07:00:00,289.15,736.2,762.8,31,1,4,11,272.15,0,0,0,0,0,0
2013-11-30 08:00:00,289.15,736.2,762.8,29,1,4,11,271.15,0,0,0,0,0,0
2013-11-30 09:00:00,291.15,736.3,762.8,24,1,3,11,270.15,0,0,0,0,0,0
2013-11-30 11:00:00,295.15,736.7,762.8,17,14,1,11,269.15,0,0,0,0,0,0
2013-11-30 12:00:00,295.15,735.9,762,16,14,1,11,268.15,0,0,0,0,0,0
2013-11-30 13:00:00,296.15,735.2,761.2,16,14,2,11,269.15,0,0,0,0,0,0
2013-11-30 14:00:00,296.15,734.5,760.5,17,14,4,11,270.15,0,0,0,0,0,0
2013-11-30 15:00:00,297.15,733.9,759.7,22,15,4,11,274.15,0,0,0,0,0,0
2013-11-30 16:00:00,296.15,733.8,759.7,25,8,4,11,275.15,0,0,0,0,0,0
2013-11-30 17:00:00,294.15,733.6,759.7,27,4,6,11,274.15,0,0,0,0,0,0
2013-12-01 06:00:00,283.15,731.9,759,82,13,3,11,280.15,0,0,0,0,0,0
2013-12-01 07:00:00,283.15,731.9,759,94,12,1,6,282.15,300,0,0,0,0,0
2013-12-01 08:00:00,283.15,732.6,759.7,82,3,1,11,280.15,300,0,0,0,0,0
2013-12-01 09:00:00,287.15,732.3,759,82,14,2,6,284.15,0,300,0,0,0,0
2013-12-01 10:00:00,289.15,732.5,759,77,14,5,8,285.15,300,0,0,0,0,0
2013-12-01 11:00:00,291.15,731.9,758.2,64,8,6,11,284.15,480,0,0,0,0,0
2013-12-01 12:00:00,292.15,732,758.2,52,8,6,11,282.15,480,0,0,0,0,0
2013-12-01 13:00:00,292.15,731.5,757.7,46,8,7,11,280.15,480,0,0,0,0,0
2013-12-01 14:00:00,292.15,730.7,756.9,46,8,7,11,280.15,480,0,6000,0,0,0
2013-12-01 15:00:00,291.15,730.6,756.9,49,8,7,11,280.15,480,0,6000,0,0,0
2013-12-01 16:00:00,291.15,730.6,756.9,46,4,6,11,279.15,480,0,6000,0,0,0
2013-12-01 17:00:00,290.15,730.5,756.9,52,7,5,11,280.15,480,0,6000,0,0,0
2013-12-01 18:00:00,288.15,730.4,756.9,59,4,9,11,280.15,480,0,6000,0,0,0
2013-12-02 06:00:00,283.15,732.6,759.7,88,1,4,11,281.15,0,0,0,0,0,0
2013-12-02 07:00:00,283.15,732.6,759.7,82,3,4,11,280.15,0,0,0,0,0,0
2013-12-02 08:00:00,285.15,733.6,760.5,77,10,4,11,281.15,0,0,0,0,0,0
2013-12-02 09:00:00,287.15,733.8,760.5,44,1,4,11,275.15,0,0,0,0,0,0
2013-12-02 10:00:00,290.15,734,760.5,22,10,6,11,268.15,0,0,0,0,0,0
2013-12-02 11:00:00,292.15,733.4,759.7,19,3,5,11,268.15,0,0,0,0,0,0
2013-12-02 12:00:00,292.15,733.4,759.7,18,10,5,11,267.15,0,0,0,0,0,0
2013-12-02 13:00:00,294.15,733.6,759.7,17,9,2,11,268.15,0,0,0,0,0,0
2013-12-02 14:00:00,294.15,732.9,759,16,16,2,11,267.15,0,0,0,0,0,0
2013-12-02 15:00:00,294.15,732.9,759,16,10,2,11,267.15,0,0,0,0,0,0
2013-12-02 16:00:00,294.15,733.6,759.7,17,9,4,11,268.15,0,0,0,0,0,0
2013-12-02 17:00:00,293.15,733.5,759.7,18,11,5,11,268.15,0,0,0,0,0,0
2013-12-02 18:00:00,293.15,733.5,759.7,20,9,4,11,269.15,0,0,0,0,0,0
2013-12-03 06:00:00,,,,,3,5,11,,0,0,0,0,0,0
2013-12-03 07:00:00,289.15,735.4,762,29,10,9,11,271.15,0,0,0,0,0,0
2013-12-03 08:00:00,290.15,736.9,763.5,25,10,7,11,270.15,0,0,0,0,0,0
2013-12-03 09:00:00,289.15,736.8,763.5,29,1,10,11,271.15,0,0,0,0,0,0
2013-12-03 10:00:00,290.15,737.7,764.3,24,3,9,11,269.15,0,0,0,0,0,0
2013-12-03 11:00:00,291.15,737.8,764.3,21,-1,,11,268.15,0,0,0,0,0,0
2013-12-03 12:00:00,291.15,737,763.5,22,3,8,11,269.15,0,0,0,0,0,0
2013-12-03 13:00:00,292.15,737.1,763.5,22,10,9,11,270.15,0,0,0,0,0,0
2013-12-03 14:00:00,292.15,736.4,762.8,24,10,10,11,271.15,0,0,0,0,0,0
2013-12-03 15:00:00,288.15,736.7,763.5,48,10,6,6,277.15,0,0,0,0,0,0
2013-12-03 16:00:00,287.15,736.6,763.5,63,3,8,11,280.15,0,0,0,0,0,0
2013-12-03 17:00:00,287.15,736.6,763.5,59,1,12,11,279.15,0,0,0,0,0,0
2013-12-03 18:00:00,286.15,736.6,763.5,67,1,7,11,280.15,0,0,0,0,0,0
2013-12-04 06:00:00,287.15,738.1,765,44,1,8,11,275.15,0,0,0,0,0,0
2013-12-04 08:00:00,288.15,739,765.8,39,1,6,11,274.15,0,600,0,0,0,0
2013-12-04 09:00:00,290.15,739.9,766.6,37,3,7,11,275.15,0,600,0,0,0,0
2013-12-04 10:00:00,291.15,740,766.6,32,3,7,11,274.15,0,600,0,0,0,0
2013-12-04 11:00:00,293.15,740.2,766.6,26,3,7,11,273.15,0,600,0,0,0,0
2013-12-04 12:00:00,294.15,739.5,765.8,27,3,8,11,274.15,0,600,0,0,0,0
2013-12-04 13:00:00,295.15,738.8,765,29,10,8,11,276.15,0,600,0,0,0,0
2013-12-04 14:00:00,295.15,738.1,764.3,27,10,7,11,275.15,0,600,0,0,0,0
2013-12-04 15:00:00,295.15,738.1,764.3,27,10,7,11,275.15,0,600,0,0,0,0
2013-12-04 16:00:00,295.15,737.4,763.5,27,3,6,11,275.15,0,0,600,0,0,0
2013-12-04 17:00:00,295.15,738.1,764.3,29,3,6,11,276.15,0,0,600,0,0,0
2013-12-04 18:00:00,294.15,738,764.3,29,3,5,11,275.15,0,0,600,0,0,0
2013-12-05 06:00:00,290.15,738.4,765,34,1,7,11,274.15,0,0,0,0,0,0
2013-12-05 07:00:00,289.15,738.3,765,34,1,8,11,273.15,0,0,0,0,0,0
2013-12-05 08:00:00,290.15,739.1,765.8,34,1,7,11,274.15,0,0,0,0,0,0
2013-12-05 09:00:00,291.15,739.2,765.8,30,1,8,11,273.15,0,0,0,0,0,0
2013-12-05 10:00:00,294.15,739.5,765.8,25,3,9,11,273.15,0,0,0,0,0,0
2013-12-05 11:00:00,295.15,739.6,765.8,23,3,8,11,273.15,0,0,0,0,0,0
2013-12-05 12:00:00,296.15,738.9,765,22,3,8,11,273.15,0,0,0,0,0,0
2013-12-05 13:00:00,297.15,737.5,763.5,19,10,8,11,272.15,0,0,0,0,0,0
2013-12-05 14:00:00,297.15,736.9,762.8,18,11,8,11,271.15,0,0,0,0,0,0
2013-12-05 15:00:00,298.15,736.9,762.8,17,11,8,11,271.15,0,0,0,0,0,0
2013-12-05 16:00:00,297.15,736.9,762.8,18,11,8,11,271.15,0,0,0,0,0,0
2013-12-05 17:00:00,296.15,736.8,762.8,17,11,8,11,270.15,0,0,0,0,0,0
2013-12-05 18:00:00,295.15,737.4,763.5,20,11,8,11,271.15,0,0,0,0,0,0
2013-12-06 06:00:00,291.15,738.5,765,28,3,8,11,272.15,0,0,0,0,0,0
2013-12-06 07:00:00,291.15,738.5,765,28,3,7,11,272.15,0,0,0,0,0,0
2013-12-06 08:00:00,291.15,739.2,765.8,28,10,8,11,272.15,0,0,0,0,0,0
2013-12-06 09:00:00,292.15,739.3,765.8,21,10,9,11,269.15,600,3000,6000,0,0,0
2013-12-06 10:00:00,292.15,739.3,765.8,21,3,10,11,269.15,600,3000,6000,0,0,0
2013-12-06 11:00:00,292.15,740.1,766.6,19,10,10,11,268.15,600,3000,6000,0,0,0
2013-12-06 12:00:00,293.15,739.4,765.8,18,10,11,11,268.15,600,3000,6000,0,0,0
2013-12-06 13:00:00,292.15,738.5,765,19,10,9,11,268.15,600,0,3000,0,0,0
2013-12-06 14:00:00,293.15,738,764.3,20,10,10,11,269.15,0,600,3000,0,0,0
2013-12-06 15:00:00,293.15,738,764.3,20,10,10,11,269.15,0,600,3000,0,0,0
2013-12-06 16:00:00,293.15,738,764.3,21,10,10,11,270.15,0,600,3000,0,0,0
2013-12-06 17:00:00,292.15,737.9,764.3,22,10,9,11,270.15,600,0,3000,0,0,0
2013-12-06 18:00:00,292.15,738.5,765,22,10,9,11,270.15,600,0,3000,0,0,0
2013-12-07 06:00:00,285.15,739.4,766.6,58,1,5,11,277.15,0,0,0,0,0,0
2013-12-07 07:00:00,285.15,739.4,766.6,63,1,5,11,278.15,0,0,0,0,0,0
2013-12-07 08:00:00,284.15,740,767.3,72,3,4,11,279.15,0,0,0,0,0,0
2013-12-07 09:00:00,286.15,740.2,767.3,63,1,5,11,279.15,0,0,0,0,0,0
2013-12-07 10:00:00,290.15,740.6,767.3,42,10,3,11,277.15,0,0,0,0,0,0
2013-12-07 11:00:00,291.15,740.7,767.3,40,10,6,11,277.15,0,0,0,0,0,0
2013-12-07 12:00:00,292.15,740.8,767.3,32,11,7,11,275.15,0,0,0,0,0,0
2013-12-07 13:00:00,293.15,740.2,766.6,30,11,7,11,275.15,0,0,0,0,0,0
2013-12-07 14:00:00,293.15,739.4,765.8,26,11,7,11,273.15,0,0,0,0,0,0
2013-12-07 15:00:00,294.15,738.7,765,27,11,7,11,274.15,0,0,0,0,0,0
2013-12-07 16:00:00,294.15,738.7,765,25,11,6,11,273.15,0,0,0,0,0,0
2013-12-07 17:00:00,293.15,739.4,765.8,28,9,5,11,274.15,0,0,0,0,0,0
2013-12-07 18:00:00,291.15,739.2,765.8,37,9,4,11,276.15,0,0,0,0,0,0
2013-12-08 06:00:00,282.15,740.6,768.1,66,1,5,11,276.15,0,0,0,0,0,0
2013-12-08 07:00:00,282.15,740.6,768.1,62,1,5,11,275.15,0,0,0,0,0,0
2013-12-08 08:00:00,282.15,741.4,768.9,62,1,5,11,275.15,0,0,0,0,0,0
2013-12-08 09:00:00,285.15,740.9,768.1,54,1,5,11,276.15,0,0,0,0,0,0
2013-12-08 10:00:00,289.15,741.3,768.1,42,1,5,11,276.15,0,0,0,0,0,0
2013-12-08 11:00:00,292.15,741.5,768.1,32,3,2,11,275.15,0,0,0,0,0,0
2013-12-08 12:00:00,293.15,740.9,767.3,28,9,3,11,274.15,0,0,0,0,0,0
2013-12-08 13:00:00,294.15,740.3,766.6,25,11,6,11,273.15,0,0,0,0,0,0
2013-12-08 14:00:00,295.15,738.8,765,23,11,2,11,273.15,0,0,0,0,0,0
2013-12-08 15:00:00,295.15,738.8,765,23,11,2,11,273.15,0,0,0,0,0,0
2013-12-08 16:00:00,295.15,738.8,765,23,13,2,11,273.15,0,0,0,0,0,0
2013-12-08 17:00:00,294.15,738.7,765,25,14,2,11,273.15,0,0,0,0,0,0
2013-12-08 18:00:00,292.15,738.5,765,35,4,3,11,276.15,0,0,0,0,0,0
2013-12-09 06:00:00,283.15,732.6,759.7,54,1,4,11,274.15,0,0,0,0,0,0
2013-12-09 07:00:00,283.15,740.7,768.1,54,1,5,11,274.15,0,0,0,0,0,0
2013-12-09 08:00:00,283.15,740.7,768.1,50,1,7,11,273.15,0,0,0,0,0,0
2013-12-09 09:00:00,287.15,741.9,768.9,39,1,7,11,273.15,0,0,0,0,0,0
2013-12-09 10:00:00,291.15,742.2,768.9,26,1,8,11,271.15,0,0,0,0,0,0
2013-12-09 11:00:00,292.15,742.3,768.9,24,3,7,11,271.15,0,0,0,0,0,0
2013-12-09 12:00:00,292.15,741.5,768.1,22,3,8,11,270.15,0,0,0,0,0,0
2013-12-09 13:00:00,292.15,740.8,767.3,22,3,6,11,270.15,0,0,0,0,0,0
2013-12-09 14:00:00,293.15,739.4,765.8,21,3,6,11,270.15,0,0,0,0,0,0
2013-12-09 15:00:00,294.15,739.5,765.8,18,10,6,11,269.15,0,0,0,0,0,0
2013-12-09 16:00:00,294.15,739.5,765.8,18,10,7,11,269.15,0,0,0,0,0,0
2013-12-09 17:00:00,292.15,739.3,765.8,21,10,7,11,269.15,0,0,0,0,0,0
2013-12-09 18:00:00,291.15,739.2,765.8,24,3,6,11,270.15,0,0,0,0,0,0
2013-12-10 06:00:00,288.15,740.4,767.3,29,3,9,11,270.15,0,0,0,0,0,0
2013-12-10 07:00:00,288.15,740.4,767.3,29,3,9,11,270.15,0,0,0,0,0,0
2013-12-10 08:00:00,288.15,741.2,768.1,29,1,10,11,270.15,0,0,0,0,0,0
2013-12-10 09:00:00,288.15,741.2,768.1,29,1,10,11,270.15,0,0,0,0,0,0
2013-12-10 10:00:00,290.15,741.4,768.1,24,1,10,11,269.15,0,0,0,0,0,0
2013-12-10 11:00:00,291.15,741.4,768.1,22,1,11,6,269.15,0,0,0,0,0,0
2013-12-10 12:00:00,292.15,740.8,767.3,22,3,12,6,270.15,0,0,0,0,0,0
2013-12-10 13:00:00,292.15,740.1,766.6,21,3,11,6,269.15,0,0,0,0,0,0
2013-12-10 14:00:00,293.15,739.4,765.8,18,3,11,8,268.15,0,0,0,0,0,0
2013-12-10 15:00:00,293.15,739.4,765.8,17,3,8,8,267.15,0,0,0,0,0,0
2013-12-10 16:00:00,293.15,739.4,765.8,17,3,7,11,267.15,0,0,0,0,0,0
2013-12-10 17:00:00,293.15,739.4,765.8,16,3,7,11,266.15,0,0,0,0,0,0
2013-12-10 18:00:00,291.15,740,766.6,18,3,7,11,266.15,0,0,0,0,0,0
2013-12-11 06:00:00,289.15,740.5,767.3,31,3,11,11,272.15,0,0,0,0,0,0
2013-12-11 07:00:00,289.15,740.5,767.3,31,3,13,11,272.15,0,0,0,0,0,0
2013-12-11 08:00:00,289.15,741.3,768.1,36,3,11,11,274.15,0,0,0,0,0,0
2013-12-11 09:00:00,289.15,742,768.9,36,3,10,11,274.15,0,0,0,0,0,0
2013-12-11 10:00:00,290.15,742.1,768.9,34,3,11,11,274.15,0,0,0,0,0,0
2013-12-11 11:00:00,292.15,742.3,768.9,32,3,11,11,275.15,0,0,0,0,0,0
2013-12-11 12:00:00,292.15,742.3,768.9,32,3,11,11,275.15,0,0,0,0,0,0
2013-12-11 13:00:00,293.15,740.9,767.3,33,3,11,11,276.15,0,0,0,0,0,0
2013-12-11 14:00:00,293.15,740.9,767.3,33,10,11,11,276.15,0,0,0,0,0,0
2013-12-11 15:00:00,294.15,740.3,766.6,29,3,8,11,275.15,0,0,0,0,0,0
2013-12-11 16:00:00,293.15,740.9,767.3,33,10,9,11,276.15,0,0,0,0,0,0
2013-12-11 17:00:00,292.15,740.8,767.3,35,3,10,11,276.15,0,0,0,0,0,0
2013-12-11 18:00:00,292.15,740.8,767.3,35,3,9,11,276.15,0,0,0,0,0,0
2013-12-12 06:00:00,291.15,740.7,767.3,40,3,11,11,277.15,0,0,0,0,0,0
2013-12-12 07:00:00,291.15,740.7,767.3,40,3,11,11,277.15,0,0,0,0,0,0
2013-12-12 08:00:00,290.15,741.4,768.1,42,3,9,11,277.15,0,0,0,0,0,0
2013-12-12 09:00:00,291.15,741.4,768.1,40,3,10,11,277.15,0,0,0,0,0,0
2013-12-12 10:00:00,,,768.9,,3,12,8,,0,0,0,0,0,0
2013-12-12 11:00:00,293.15,742.4,768.9,35,3,9,6,277.15,0,0,0,0,0,0
2013-12-12 12:00:00,293.15,741.6,768.1,33,3,13,6,276.15,0,0,0,0,0,0
2013-12-12 13:00:00,294.15,740.9,767.3,31,3,12,6,276.15,0,0,0,0,0,0
2013-12-12 14:00:00,294.15,740.9,767.3,31,3,11,6,276.15,0,0,0,0,0,0
2013-12-12 15:00:00,294.15,740.9,767.3,31,3,9,8,276.15,0,0,0,0,0,0
2013-12-12 16:00:00,293.15,740.9,767.3,30,3,7,8,275.15,0,0,0,0,0,0
2013-12-12 17:00:00,293.15,740.9,767.3,30,1,9,8,275.15,0,0,0,0,0,0
2013-12-12 18:00:00,292.15,740.8,767.3,30,3,7,8,274.15,0,0,0,0,0,0
2013-12-13 06:00:00,288.15,741.2,768.1,42,1,5,8,275.15,0,0,0,0,0,0
2013-12-13 07:00:00,287.15,741.1,768.1,44,1,6,8,275.15,0,0,0,0,0,0
2013-12-13 08:00:00,288.15,741.2,768.1,42,3,6,8,275.15,0,0,0,0,0,0
2013-12-13 09:00:00,289.15,741.3,768.1,39,1,6,11,275.15,0,0,0,0,0,0
2013-12-13 10:00:00,290.15,742.1,768.9,37,1,6,11,275.15,0,0,0,0,0,0
2013-12-13 11:00:00,292.15,741.5,768.1,30,1,7,11,274.15,0,0,0,0,0,0
2013-12-13 12:00:00,294.15,740.9,767.3,25,1,8,11,273.15,0,0,0,0,0,0
2013-12-13 13:00:00,295.15,740.4,766.6,23,3,7,11,273.15,0,0,0,0,0,0
2013-12-13 14:00:00,296.15,740.4,766.6,17,1,5,11,270.15,0,0,0,0,0,0
2013-12-13 15:00:00,296.15,739.7,765.8,20,1,5,11,272.15,0,0,0,0,0,0
2013-12-13 16:00:00,296.15,739.7,765.8,20,3,4,11,272.15,0,0,0,0,0,0
2013-12-13 17:00:00,295.15,739.6,765.8,25,6,4,11,274.15,0,0,0,0,0,0
2013-12-13 18:00:00,292.15,740.1,766.6,35,5,6,11,276.15,0,0,0,0,0,0
2013-12-14 06:00:00,285.15,740.1,767.3,51,1,5,11,275.15,0,0,0,0,0,0
2013-12-14 07:00:00,286.15,740.2,767.3,47,1,4,11,275.15,0,0,0,0,0,0
2013-12-14 08:00:00,285.15,740.9,768.1,51,1,4,11,275.15,0,0,0,0,0,0
2013-12-14 09:00:00,290.15,741.4,768.1,39,1,3,11,276.15,0,0,0,0,0,0
2013-12-14 10:00:00,291.15,742.2,768.9,40,3,6,11,277.15,0,0,0,0,0,0
2013-12-14 11:00:00,293.15,742.4,768.9,35,3,7,11,277.15,0,0,0,0,0,0
2013-12-14 12:00:00,293.15,741.6,768.1,35,3,6,11,277.15,0,0,0,0,0,0
2013-12-14 13:00:00,294.15,740.3,766.6,31,10,7,11,276.15,0,0,0,0,0,0
2013-12-14 14:00:00,295.15,740.4,766.6,29,3,5,11,276.15,0,0,0,0,0,0
2013-12-14 16:00:00,295.15,739.6,765.8,25,3,6,11,274.15,0,0,0,0,0,0
2013-12-14 17:00:00,294.15,739.5,765.8,29,3,6,11,275.15,0,0,0,0,0,0
2013-12-14 18:00:00,293.15,740.2,766.6,28,10,7,11,274.15,0,0,0,0,0,0
2013-12-15 06:00:00,290.15,742.1,768.9,32,1,11,11,273.15,0,0,0,0,0,0
2013-12-15 07:00:00,289.15,742,768.9,34,3,7,11,273.15,0,0,0,0,0,0
2013-12-15 08:00:00,288.15,742.6,769.6,36,1,6,11,273.15,0,0,0,0,0,0
2013-12-15 09:00:00,291.15,742.9,769.6,32,1,9,11,274.15,0,0,0,0,0,0
2013-12-15 10:00:00,291.15,742.9,769.6,32,1,9,11,274.15,0,0,0,0,0,0
