"X","yield"
"2013-12-15 18:00:00",0.270766088421141
"2013-12-15 20:00:00",0.65502886425179
"2013-12-15 22:00:00",0.415368577162326
"2013-12-16 00:00:00",-0.0475208875964199
"2013-12-16 02:00:00",128.809352372588
"2013-12-16 04:00:00",258.009632957295
"2013-12-16 06:00:00",126.992204180803
"2013-12-16 08:00:00",-267.481580358239
"2013-12-16 10:00:00",4631.96651295824
"2013-12-16 12:00:00",4144.53784606824
"2013-12-16 14:00:00",1506.20535384494
"2013-12-16 16:00:00",233.81273404639
"2013-12-16 18:00:00",7.85011141416385
"2013-12-16 20:00:00",-18.5479255843466
"2013-12-16 22:00:00",-2.87128655939705
"2013-12-17 00:00:00",2.37079443908863
"2013-12-17 02:00:00",17.50103549154
"2013-12-17 04:00:00",15.879544097315
"2013-12-17 06:00:00",10.9886175591777
"2013-12-17 08:00:00",1.96749951031333
"2013-12-17 10:00:00",-0.0156882319786575
"2013-12-17 12:00:00",0.758725174304004
"2013-12-17 14:00:00",-0.237775268558494
"2013-12-17 16:00:00",-12.548038922313
"2013-12-17 18:00:00",21.3909572002747
"2013-12-17 20:00:00",-29.8041867680345
"2013-12-17 22:00:00",1.84074781509483
"2014-01-03 00:00:00",-4.13153152050678
"2014-01-03 02:00:00",-5.89517429596967
"2014-01-03 04:00:00",-5.3506593631353
"2014-01-03 06:00:00",1.0874767843073
"2014-01-03 08:00:00",0.0487055622603734
"2014-01-03 10:00:00",0.486356940451408
"2014-01-03 12:00:00",0.554437466225323
"2014-01-03 14:00:00",0.0718815554345191
"2014-01-03 16:00:00",-0.487256956637424
"2014-01-03 18:00:00",-1.10716516570702
"2014-01-03 20:00:00",2.89735812716813
"2014-01-03 22:00:00",2.5613863463176
"2014-01-04 00:00:00",-0.300696501793652
"2014-01-04 02:00:00",-1.19293949021198
"2014-01-04 04:00:00",1.24046086431765
"2014-01-04 06:00:00",1.26734448010157
"2014-01-04 08:00:00",0.56320710331002
"2014-01-04 10:00:00",-3.02080331419637
"2014-01-04 12:00:00",-1.67572393003138
"2014-01-04 14:00:00",-0.465454410647681
"2014-01-04 16:00:00",99.2032685957081
"2014-01-04 18:00:00",459.335957341837
"2014-01-04 20:00:00",-16.7550855170149
"2014-01-04 22:00:00",1.19991255040156
"2014-01-05 00:00:00",0.535133359127798
"2014-01-05 02:00:00",0.480437155731551
"2014-01-05 04:00:00",0.676079392458718
"2014-01-05 06:00:00",1.59569560179543
"2014-01-05 08:00:00",1.83395475650229
"2014-01-05 10:00:00",1.3067468610175
"2014-01-05 12:00:00",0.936557509246526
"2014-01-05 14:00:00",1.45787490059368
"2014-01-05 16:00:00",1.26467301559825
"2014-01-05 18:00:00",1.13654723712895
"2014-01-05 20:00:00",1.83115948477464
"2014-01-05 22:00:00",1.79790102257428
"2014-01-06 00:00:00",2.02438239308572
"2014-01-06 02:00:00",2.12460974072776
"2014-01-06 04:00:00",1.57739499535041
"2014-01-06 06:00:00",2.29267747148208
"2014-01-06 08:00:00",1.97987844850812
"2014-01-06 10:00:00",1.17833726651974
"2014-01-06 12:00:00",0.42321338331752
"2014-01-06 14:00:00",-0.120941370424283
"2014-01-06 16:00:00",-0.974996385936787
"2014-01-06 18:00:00",-2.90299822107298
"2014-01-06 20:00:00",-2.68388700360441
"2014-01-06 22:00:00",0.616781998085244
"2014-01-23 00:00:00",0
"2014-01-23 02:00:00",0
"2014-01-23 04:00:00",0
"2014-01-23 06:00:00",0
"2014-01-23 08:00:00",0
"2014-01-23 10:00:00",0
"2014-01-23 12:00:00",0
"2014-01-23 14:00:00",0
"2014-01-23 16:00:00",0
"2014-01-23 18:00:00",0
"2014-01-23 20:00:00",0
"2014-01-23 22:00:00",0
"2014-01-24 00:00:00",0
"2014-01-24 02:00:00",0
"2014-01-24 04:00:00",0
"2014-01-24 06:00:00",0
"2014-01-24 08:00:00",0
"2014-01-24 10:00:00",0
"2014-01-24 12:00:00",0
"2014-01-24 14:00:00",0
"2014-01-24 16:00:00",0
"2014-01-24 18:00:00",0
"2014-01-24 20:00:00",0
"2014-01-24 22:00:00",0
"2014-01-25 00:00:00",0
"2014-01-25 02:00:00",0
"2014-01-25 04:00:00",0
"2014-01-25 06:00:00",0
"2014-01-25 08:00:00",0
"2014-01-25 10:00:00",0
"2014-01-25 12:00:00",0
"2014-01-25 14:00:00",0
"2014-01-25 16:00:00",0
"2014-01-25 18:00:00",0
"2014-01-25 20:00:00",0
"2014-01-25 22:00:00",0
"2014-01-26 00:00:00",0
"2014-01-26 02:00:00",0
"2014-01-26 04:00:00",0
"2014-01-26 06:00:00",0
"2014-01-26 08:00:00",0
"2014-01-26 10:00:00",0
"2014-01-26 12:00:00",0
"2014-01-26 14:00:00",0
"2014-01-26 16:00:00",0
"2014-01-26 18:00:00",0
"2014-01-26 20:00:00",0
"2014-01-26 22:00:00",0
"2014-02-12 00:00:00",0.551594884085148
"2014-02-12 02:00:00",0.144999025096979
"2014-02-12 04:00:00",-1.25551471996062
"2014-02-12 06:00:00",-0.0283126531953428
"2014-02-12 08:00:00",-1.07720404394499
"2014-02-12 10:00:00",-1.53274278227343
"2014-02-12 12:00:00",0.471831920974751
"2014-02-12 14:00:00",5.18191254072212
"2014-02-12 16:00:00",4.56613852414182
"2014-02-12 18:00:00",-43.100043012712
"2014-02-12 20:00:00",-51.5052793872374
"2014-02-12 22:00:00",0.534485534178287
"2014-02-13 00:00:00",-0.599124096976183
"2014-02-13 02:00:00",-0.0241408875707521
"2014-02-13 04:00:00",0.405521175022614
"2014-02-13 06:00:00",0.959567388999517
"2014-02-13 08:00:00",1.12104380433391
"2014-02-13 10:00:00",0.78026949087257
"2014-02-13 12:00:00",0.893426140278223
"2014-02-13 14:00:00",1.30815165388566
"2014-02-13 16:00:00",0.791578492406444
"2014-02-13 18:00:00",1.24441647992145
"2014-02-13 20:00:00",1.52674472155249
"2014-02-13 22:00:00",1.92938556656509
"2014-02-14 00:00:00",1.92639965364882
"2014-02-14 02:00:00",1.29855251305008
"2014-02-14 04:00:00",1.76589993344271
"2014-02-14 06:00:00",-0.197961505568742
"2014-02-14 08:00:00",0.22730124898078
"2014-02-14 10:00:00",1.71131879855676
"2014-02-14 12:00:00",0.0475156952289808
"2014-02-14 14:00:00",2.08169259532386
"2014-02-14 16:00:00",1.38056388419724
"2014-02-14 18:00:00",0.882859380945746
"2014-02-14 20:00:00",1.38442821759648
"2014-02-14 22:00:00",1.81207672530422
"2014-02-15 00:00:00",0.294641496227552
"2014-02-15 02:00:00",-0.642465871450079
"2014-02-15 04:00:00",-0.277748878916455
"2014-02-15 06:00:00",-0.135854660495458
"2014-02-15 08:00:00",-0.760348520744856
"2014-02-15 10:00:00",-2.31656181629751
"2014-02-15 12:00:00",1.09828159597362
"2014-02-15 14:00:00",-15.5941578375604
"2014-02-15 16:00:00",204.496513652498
"2014-02-15 18:00:00",796.175965557123
"2014-02-15 20:00:00",724.305918145832
"2014-02-15 22:00:00",381.750406027178
"2014-03-04 00:00:00",26.7492887829158
"2014-03-04 02:00:00",7.49315846245395
"2014-03-04 04:00:00",10.9393002987812
"2014-03-04 06:00:00",10.0561812289138
"2014-03-04 08:00:00",3.03977094029381
"2014-03-04 10:00:00",0.601709622286023
"2014-03-04 12:00:00",0.119945708460392
"2014-03-04 14:00:00",-0.216022224032713
"2014-03-04 16:00:00",-0.988392504650193
"2014-03-04 18:00:00",0.235492668947415
"2014-03-04 20:00:00",-0.742482105565615
"2014-03-04 22:00:00",-0.776640299232497
"2014-03-05 00:00:00",-0.0463750569532237
"2014-03-05 02:00:00",0.285255939264403
"2014-03-05 04:00:00",-5.87186788763415
"2014-03-05 06:00:00",-4.34883142209382
"2014-03-05 08:00:00",0.52989128949654
"2014-03-05 10:00:00",1.31393127427489
"2014-03-05 12:00:00",0.26901834421286
"2014-03-05 14:00:00",0.0922991183097963
"2014-03-05 16:00:00",-1.70344427309652
"2014-03-05 18:00:00",0.592999365655714
"2014-03-05 20:00:00",1.14087862249863
"2014-03-05 22:00:00",1.00266037391452
"2014-03-06 00:00:00",0.782840162713583
"2014-03-06 02:00:00",0.635391051118376
"2014-03-06 04:00:00",0.162537620298203
"2014-03-06 06:00:00",-0.430712794732191
"2014-03-06 08:00:00",0.438163400973814
"2014-03-06 10:00:00",1.28351845624366
"2014-03-06 12:00:00",1.57398896864748
"2014-03-06 14:00:00",1.84638463455205
"2014-03-06 16:00:00",1.03036325831937
"2014-03-06 18:00:00",0.252024874110177
"2014-03-06 20:00:00",0.10405891090511
"2014-03-06 22:00:00",1.48026664802921
"2014-03-07 00:00:00",1.56736124097557
"2014-03-07 02:00:00",1.48045022205085
"2014-03-07 04:00:00",1.53694473600751
"2014-03-07 06:00:00",1.48126410246635
"2014-03-07 08:00:00",1.49156409637277
"2014-03-07 10:00:00",2.10967432886179
"2014-03-07 12:00:00",2.49273257012965
"2014-03-07 14:00:00",2.06085534645155
"2014-03-07 16:00:00",2.348603093826
"2014-03-07 18:00:00",1.70167490360897
"2014-03-07 20:00:00",2.15893881238975
"2014-03-07 22:00:00",2.13381664150302
"2014-03-24 00:00:00",0
"2014-03-24 02:00:00",0
"2014-03-24 04:00:00",0
"2014-03-24 06:00:00",0
"2014-03-24 08:00:00",0
"2014-03-24 10:00:00",0
"2014-03-24 12:00:00",0
"2014-03-24 14:00:00",0
"2014-03-24 16:00:00",0
"2014-03-24 18:00:00",0
"2014-03-24 20:00:00",0
"2014-03-24 22:00:00",0
"2014-03-25 00:00:00",0
"2014-03-25 02:00:00",0
"2014-03-25 04:00:00",0
"2014-03-25 06:00:00",0
"2014-03-25 08:00:00",0
"2014-03-25 10:00:00",0
"2014-03-25 12:00:00",0
"2014-03-25 14:00:00",0
"2014-03-25 16:00:00",0
"2014-03-25 18:00:00",0
"2014-03-25 20:00:00",0
"2014-03-25 22:00:00",0
"2014-03-26 00:00:00",0
"2014-03-26 02:00:00",0
"2014-03-26 04:00:00",0
"2014-03-26 06:00:00",0
"2014-03-26 08:00:00",0
"2014-03-26 10:00:00",0
"2014-03-26 12:00:00",0
"2014-03-26 14:00:00",0
"2014-03-26 16:00:00",0
"2014-03-26 18:00:00",0
"2014-03-26 20:00:00",0
"2014-03-26 22:00:00",0
"2014-03-27 00:00:00",0
"2014-03-27 02:00:00",0
"2014-03-27 04:00:00",0
"2014-03-27 06:00:00",0
"2014-03-27 08:00:00",0
"2014-03-27 10:00:00",0
"2014-03-27 12:00:00",0
"2014-03-27 14:00:00",0
"2014-03-27 16:00:00",0
"2014-03-27 18:00:00",0
"2014-03-27 20:00:00",0
"2014-03-27 22:00:00",0
"2014-04-13 00:00:00",1.65289208458452
"2014-04-13 02:00:00",1.69352982798361
"2014-04-13 04:00:00",0.487001546169981
"2014-04-13 06:00:00",0.296772025729553
"2014-04-13 08:00:00",1.21748614401251
"2014-04-13 10:00:00",-0.0273727384960409
"2014-04-13 12:00:00",1.31378522510977
"2014-04-13 14:00:00",2.51206819762936
"2014-04-13 16:00:00",1.91939137235789
"2014-04-13 18:00:00",1.54436559914998
"2014-04-13 20:00:00",5.79954916449469
"2014-04-13 22:00:00",4.61350160305756
"2014-04-14 00:00:00",2.52007712693876
"2014-04-14 02:00:00",0.723130988864568
"2014-04-14 04:00:00",0.506167906139865
"2014-04-14 06:00:00",0.252241772695825
"2014-04-14 08:00:00",0.52111125300587
"2014-04-14 10:00:00",0.916419917134817
"2014-04-14 12:00:00",0.832596185392674
"2014-04-14 14:00:00",1.5796853812692
"2014-04-14 16:00:00",3.00879370993209
"2014-04-14 18:00:00",0.396673142273812
"2014-04-14 20:00:00",-2.27887127045267
"2014-04-14 22:00:00",-1.59877704610255
"2014-04-15 00:00:00",-0.459169584141364
"2014-04-15 02:00:00",-0.732904507360786
"2014-04-15 04:00:00",-1.4726619962488
"2014-04-15 06:00:00",-1.91673540580507
"2014-04-15 08:00:00",-1.96479792048325
"2014-04-15 10:00:00",-1.35054432443815
"2014-04-15 12:00:00",-0.99334790614472
"2014-04-15 14:00:00",-1.38418750112703
"2014-04-15 16:00:00",-1.90760379181074
"2014-04-15 18:00:00",0.0652929312985862
"2014-04-15 20:00:00",1.17735891608407
"2014-04-15 22:00:00",3.56197493818752
"2014-04-16 00:00:00",6.47261499111119
"2014-04-16 02:00:00",4.90316745213011
"2014-04-16 04:00:00",2.5733586750207
"2014-04-16 06:00:00",-18.8895444221403
"2014-04-16 08:00:00",0.15554335749232
"2014-04-16 10:00:00",-0.396099160085157
"2014-04-16 12:00:00",1.67492798329539
"2014-04-16 14:00:00",-0.174659099659948
"2014-04-16 16:00:00",-2.07036042714799
"2014-04-16 18:00:00",0.72237000713082
"2014-04-16 20:00:00",1.94087321923843
"2014-04-16 22:00:00",3.42975051396741
"2014-05-03 00:00:00",0.0194372453450171
"2014-05-03 02:00:00",-0.0097383062530696
"2014-05-03 04:00:00",-0.251124224201419
"2014-05-03 06:00:00",-0.174447803199286
"2014-05-03 08:00:00",-0.0706244009632258
"2014-05-03 10:00:00",-0.290781631888706
"2014-05-03 12:00:00",1.11036060294617
"2014-05-03 14:00:00",-0.292442389161977
"2014-05-03 16:00:00",-2.88957091637374
"2014-05-03 18:00:00",-3.78582366299077
"2014-05-03 20:00:00",-3.07105677974539
"2014-05-03 22:00:00",-2.45417499349156
"2014-05-04 00:00:00",-0.794217057020944
"2014-05-04 02:00:00",0.272390744708019
"2014-05-04 04:00:00",-1.3911457258672
"2014-05-04 06:00:00",-1.28878631764493
"2014-05-04 08:00:00",0.218554490506222
"2014-05-04 10:00:00",0.558389058921648
"2014-05-04 12:00:00",1.35693712219424
"2014-05-04 14:00:00",1.82252575894751
"2014-05-04 16:00:00",2.31007352018567
"2014-05-04 18:00:00",-2.75324901140674
"2014-05-04 20:00:00",1.28927634671663
"2014-05-04 22:00:00",0.278876135241428
"2014-05-05 00:00:00",-0.318461563545124
"2014-05-05 02:00:00",-0.222934076217747
"2014-05-05 04:00:00",0.19781907760607
"2014-05-05 06:00:00",0.144527593399921
"2014-05-05 08:00:00",1.41345413262374
"2014-05-05 10:00:00",1.95781663632677
"2014-05-05 12:00:00",2.18824846574699
"2014-05-05 14:00:00",2.60233138783811
"2014-05-05 16:00:00",1.00477423611741
"2014-05-05 18:00:00",-0.821971006643338
"2014-05-05 20:00:00",-0.109410523915813
"2014-05-05 22:00:00",2.75379315767379
"2014-05-06 00:00:00",-0.344836062132387
"2014-05-06 02:00:00",-0.541757996551496
"2014-05-06 04:00:00",2.5066625727145
"2014-05-06 06:00:00",6.49309167646516
"2014-05-06 08:00:00",3.77217333183262
"2014-05-06 10:00:00",3.15876728071794
"2014-05-06 12:00:00",2.09527312686862
"2014-05-06 14:00:00",-0.00754922053295104
"2014-05-06 16:00:00",154.813693405667
"2014-05-06 18:00:00",11.1909283492082
"2014-05-06 20:00:00",70.9735867255249
"2014-05-06 22:00:00",8.61747952780183
"2014-05-23 00:00:00",0
"2014-05-23 02:00:00",0
"2014-05-23 04:00:00",0
"2014-05-23 06:00:00",0
"2014-05-23 08:00:00",0
"2014-05-23 10:00:00",0
"2014-05-23 12:00:00",0
"2014-05-23 14:00:00",0
"2014-05-23 16:00:00",0
"2014-05-23 18:00:00",0
"2014-05-23 20:00:00",0
"2014-05-23 22:00:00",0
"2014-05-24 00:00:00",0
"2014-05-24 02:00:00",0
"2014-05-24 04:00:00",0
"2014-05-24 06:00:00",0
"2014-05-24 08:00:00",0
"2014-05-24 10:00:00",0
"2014-05-24 12:00:00",0
"2014-05-24 14:00:00",0
"2014-05-24 16:00:00",0
"2014-05-24 18:00:00",0
"2014-05-24 20:00:00",0
"2014-05-24 22:00:00",0
"2014-05-25 00:00:00",0
"2014-05-25 02:00:00",0
"2014-05-25 04:00:00",0
"2014-05-25 06:00:00",0
"2014-05-25 08:00:00",0
"2014-05-25 10:00:00",0
"2014-05-25 12:00:00",0
"2014-05-25 14:00:00",0
"2014-05-25 16:00:00",0
"2014-05-25 18:00:00",0
"2014-05-25 20:00:00",0
"2014-05-25 22:00:00",0
"2014-05-26 00:00:00",0
"2014-05-26 02:00:00",0
"2014-05-26 04:00:00",0
"2014-05-26 06:00:00",0
"2014-05-26 08:00:00",0
"2014-05-26 10:00:00",0
"2014-05-26 12:00:00",0
"2014-05-26 14:00:00",0
"2014-05-26 16:00:00",0
"2014-05-26 18:00:00",0
"2014-05-26 20:00:00",0
"2014-05-26 22:00:00",0
"2014-06-12 00:00:00",-1.43456893664563
"2014-06-12 02:00:00",-1.02216518175317
"2014-06-12 04:00:00",-1.50914717471744
"2014-06-12 06:00:00",-13.6080086668562
"2014-06-12 08:00:00",-12.6521667401257
"2014-06-12 10:00:00",-2.80280221844498
"2014-06-12 12:00:00",1.80487535041766
"2014-06-12 14:00:00",4.79827466046251
"2014-06-12 16:00:00",2.38002593488244
"2014-06-12 18:00:00",0.918527043218731
"2014-06-12 20:00:00",0.937523031492248
"2014-06-12 22:00:00",0.0734917627586071
"2014-06-13 00:00:00",1.69528708283005
"2014-06-13 02:00:00",0.407384080811767
"2014-06-13 04:00:00",-1.9835428496275
"2014-06-13 06:00:00",-4.39567719262641
"2014-06-13 08:00:00",-1.87748445222337
"2014-06-13 10:00:00",0.369300145871989
"2014-06-13 12:00:00",2.17673172082561
"2014-06-13 14:00:00",4.79660741117266
"2014-06-13 16:00:00",2.53941120938373
"2014-06-13 18:00:00",1.00066738886365
"2014-06-13 20:00:00",-0.252112783486737
"2014-06-13 22:00:00",-0.0531581489332353
"2014-06-14 00:00:00",0.744432246610955
"2014-06-14 02:00:00",0.362364053168159
"2014-06-14 04:00:00",-0.240775803041194
"2014-06-14 06:00:00",-0.882261098380681
"2014-06-14 08:00:00",-2.07905960791398
"2014-06-14 10:00:00",-0.238370475233559
"2014-06-14 12:00:00",0.330369380999798
"2014-06-14 14:00:00",3.93361556089326
"2014-06-14 16:00:00",2.73209297041171
"2014-06-14 18:00:00",0.854422269676547
"2014-06-14 20:00:00",4.6887732762068
"2014-06-14 22:00:00",4.34066042897348
"2014-06-15 00:00:00",4.36146658784514
"2014-06-15 02:00:00",3.75663853170522
"2014-06-15 04:00:00",3.84863160749649
"2014-06-15 06:00:00",3.51028194577532
"2014-06-15 08:00:00",5.37406484686198
"2014-06-15 10:00:00",-0.559727388945305
"2014-06-15 12:00:00",1.06829082973695
"2014-06-15 14:00:00",-3.56070743516869
"2014-06-15 16:00:00",-4.38871157851509
"2014-06-15 18:00:00",-1.71844948241414
"2014-06-15 20:00:00",-52.5640374223167
"2014-06-15 22:00:00",-35.6161288110034
"2014-07-02 00:00:00",-6.88110827663806
"2014-07-02 02:00:00",-8.42736338742259
"2014-07-02 04:00:00",-4.92377979763711
"2014-07-02 06:00:00",-3.04238768045047
"2014-07-02 08:00:00",-3.05198723888151
"2014-07-02 10:00:00",-1.45335272449756
"2014-07-02 12:00:00",-2.19654006804763
"2014-07-02 14:00:00",0.883088277320894
"2014-07-02 16:00:00",-1.54116434338994
"2014-07-02 18:00:00",-14.2164512771569
"2014-07-02 20:00:00",37.9089581535372
"2014-07-02 22:00:00",-120.027928672522
"2014-07-03 00:00:00",81.2031528734587
"2014-07-03 02:00:00",-167.381915605261
"2014-07-03 04:00:00",-75.9237857770577
"2014-07-03 06:00:00",-4.10629728149343
"2014-07-03 08:00:00",-0.994021757987866
"2014-07-03 10:00:00",-1.19434323254006
"2014-07-03 12:00:00",-1.84351869585214
"2014-07-03 14:00:00",-1.13309880669158
"2014-07-03 16:00:00",-0.731374855926788
"2014-07-03 18:00:00",-1.79358209120346
"2014-07-03 20:00:00",36.3772442360329
"2014-07-03 22:00:00",-0.221929184451938
"2014-07-04 00:00:00",2.88944116993366
"2014-07-04 02:00:00",0.785996451730057
"2014-07-04 04:00:00",-1.68351698050503
"2014-07-04 06:00:00",-2.1292577225249
"2014-07-04 08:00:00",-3.38071054021428
"2014-07-04 10:00:00",1.43234124844936
"2014-07-04 12:00:00",1.19581581528847
"2014-07-04 14:00:00",0.370636807052591
"2014-07-04 16:00:00",1.86054947979991
"2014-07-04 18:00:00",2.04033082667643
"2014-07-04 20:00:00",-1.84028691679786
"2014-07-04 22:00:00",-1.96947085240078
"2014-07-05 00:00:00",-0.505089109685048
"2014-07-05 02:00:00",0.549817953717316
"2014-07-05 04:00:00",0.639398545305493
"2014-07-05 06:00:00",0.509597770571702
"2014-07-05 08:00:00",-0.549520032778389
"2014-07-05 10:00:00",-1.15711362797188
"2014-07-05 12:00:00",-9.30866992234769e-05
"2014-07-05 14:00:00",0.802649570885137
"2014-07-05 16:00:00",1.23709925373444
"2014-07-05 18:00:00",2.53633000983723
"2014-07-05 20:00:00",1.63991746073876
"2014-07-05 22:00:00",-0.827873614170358
"2014-07-22 00:00:00",0
"2014-07-22 02:00:00",0
"2014-07-22 04:00:00",0
"2014-07-22 06:00:00",0
"2014-07-22 08:00:00",0
"2014-07-22 10:00:00",0
"2014-07-22 12:00:00",0
"2014-07-22 14:00:00",0
"2014-07-22 16:00:00",0
"2014-07-22 18:00:00",0
"2014-07-22 20:00:00",0
"2014-07-22 22:00:00",0
"2014-07-23 00:00:00",0
"2014-07-23 02:00:00",0
"2014-07-23 04:00:00",0
"2014-07-23 06:00:00",0
"2014-07-23 08:00:00",0
"2014-07-23 10:00:00",0
"2014-07-23 12:00:00",0
"2014-07-23 14:00:00",0
"2014-07-23 16:00:00",0
"2014-07-23 18:00:00",0
"2014-07-23 20:00:00",0
"2014-07-23 22:00:00",0
"2014-07-24 00:00:00",0
"2014-07-24 02:00:00",0
"2014-07-24 04:00:00",0
"2014-07-24 06:00:00",0
"2014-07-24 08:00:00",0
"2014-07-24 10:00:00",0
"2014-07-24 12:00:00",0
"2014-07-24 14:00:00",0
"2014-07-24 16:00:00",0
"2014-07-24 18:00:00",0
"2014-07-24 20:00:00",0
"2014-07-24 22:00:00",0
"2014-07-25 00:00:00",0
"2014-07-25 02:00:00",0
"2014-07-25 04:00:00",0
"2014-07-25 06:00:00",0
"2014-07-25 08:00:00",0
"2014-07-25 10:00:00",0
"2014-07-25 12:00:00",0
"2014-07-25 14:00:00",0
"2014-07-25 16:00:00",0
"2014-07-25 18:00:00",0
"2014-07-25 20:00:00",0
"2014-07-25 22:00:00",0
"2014-08-11 00:00:00",0.621594382947251
"2014-08-11 02:00:00",-0.385741589255176
"2014-08-11 04:00:00",0.404490916426198
"2014-08-11 06:00:00",-2.72117188945602
"2014-08-11 08:00:00",2.0156132671289
"2014-08-11 10:00:00",1.92228087998895
"2014-08-11 12:00:00",1.90233703175171
"2014-08-11 14:00:00",2.43124780456102
"2014-08-11 16:00:00",1.34505689389807
"2014-08-11 18:00:00",-0.541105568864651
"2014-08-11 20:00:00",-1.24524961236962
"2014-08-11 22:00:00",-1.63354029851474
"2014-08-12 00:00:00",-0.740119974983109
"2014-08-12 02:00:00",0.822083138689045
"2014-08-12 04:00:00",0.816329827122694
"2014-08-12 06:00:00",0.468999129329177
"2014-08-12 08:00:00",1.54243624386243
"2014-08-12 10:00:00",1.87545509609014
"2014-08-12 12:00:00",1.85822103327914
"2014-08-12 14:00:00",1.89666819145562
"2014-08-12 16:00:00",-2.18705036999458
"2014-08-12 18:00:00",1.05203961201673
"2014-08-12 20:00:00",0.31706768890794
"2014-08-12 22:00:00",1.40506355169396
"2014-08-13 00:00:00",1.62142173078621
"2014-08-13 02:00:00",-0.452664839575618
"2014-08-13 04:00:00",-0.0222375706944717
"2014-08-13 06:00:00",0.559032998354411
"2014-08-13 08:00:00",1.71546762323253
"2014-08-13 10:00:00",0.65698321140998
"2014-08-13 12:00:00",2.14063078861216
"2014-08-13 14:00:00",2.4924478642454
"2014-08-13 16:00:00",0.645844467945807
"2014-08-13 18:00:00",-1.19577783740846
"2014-08-13 20:00:00",-2.63605313753039
"2014-08-13 22:00:00",-5.56252957652939
"2014-08-14 00:00:00",-6.20749339740399
"2014-08-14 02:00:00",-6.17887644005802
"2014-08-14 04:00:00",-3.84723322326893
"2014-08-14 06:00:00",-2.55920469914472
"2014-08-14 08:00:00",3.93490462477699
"2014-08-14 10:00:00",3.97413682818782
"2014-08-14 12:00:00",1.48696958515249
"2014-08-14 14:00:00",1.86597500336216
"2014-08-14 16:00:00",-3.47681425502626
"2014-08-14 18:00:00",4.90295675502466
"2014-08-14 20:00:00",2.37971419621937
"2014-08-14 22:00:00",-1.18718273633489
"2014-08-31 00:00:00",1.95392507645738
"2014-08-31 02:00:00",1.16654143258734
"2014-08-31 04:00:00",-0.569215229769384
"2014-08-31 06:00:00",-1.53641218007317
"2014-08-31 08:00:00",-0.831871519301899
"2014-08-31 10:00:00",-1.48115562440421
"2014-08-31 12:00:00",0.667868969159514
"2014-08-31 14:00:00",0.246769904284974
"2014-08-31 16:00:00",-1.49500730165676
"2014-08-31 18:00:00",-2.05718161862524
"2014-08-31 20:00:00",0.736598679222425
"2014-08-31 22:00:00",1.42988225407922
"2014-09-01 00:00:00",0.922982214456624
"2014-09-01 02:00:00",-0.287807509699178
"2014-09-01 04:00:00",0.934346311161221
"2014-09-01 06:00:00",0.185283948502928
"2014-09-01 08:00:00",-0.0319148831960376
"2014-09-01 10:00:00",3.56638193859268
"2014-09-01 12:00:00",-0.100477827690014
"2014-09-01 14:00:00",-1.37629472053595
"2014-09-01 16:00:00",-0.940400155603015
