,yield
2013-12-17 00:00:00,0.039941781
2013-12-17 02:00:00,0.474712981
2013-12-17 04:00:00,0.515243253
2013-12-17 06:00:00,0.837426626
2013-12-17 08:00:00,0.664847042
2013-12-17 10:00:00,0
2013-12-17 12:00:00,0
2013-12-17 14:00:00,0
2013-12-17 16:00:00,0
2013-12-17 18:00:00,0.000808859
2013-12-17 20:00:00,0
2013-12-17 22:00:00,0.539008827
2014-01-03 00:00:00,1.311318808
2014-01-03 02:00:00,1.603823678
2014-01-03 04:00:00,1.858347493
2014-01-03 06:00:00,2.147222962
2014-01-03 08:00:00,1.651758332
2014-01-03 10:00:00,0.028193077
2014-01-03 12:00:00,0
2014-01-03 14:00:00,0
2014-01-03 16:00:00,0.137759828
2014-01-03 18:00:00,0.314899425
2014-01-03 20:00:00,0.365639464
2014-01-03 22:00:00,0.762821369
2014-01-04 00:00:00,1.22720415
2014-01-04 02:00:00,1.479880421
2014-01-04 04:00:00,2.023279704
2014-01-04 06:00:00,1.974643378
2014-01-04 08:00:00,1.802063794
2014-01-04 10:00:00,0
2014-01-04 12:00:00,0
2014-01-04 14:00:00,0
2014-01-04 16:00:00,0.196417912
2014-01-04 18:00:00,0.567575451
2014-01-04 20:00:00,0.538219048
2014-01-04 22:00:00,0.737160837
2014-01-05 00:00:00,1.258987672
2014-01-05 02:00:00,1.57306499
2014-01-05 04:00:00,2.024683051
2014-01-05 06:00:00,2.024683051
2014-01-05 08:00:00,2.22149627
2014-01-05 10:00:00,0
2014-01-05 12:00:00,0
2014-01-05 14:00:00,0.671348615
2014-01-05 16:00:00,0.702875898
2014-01-05 18:00:00,1.335833539
2014-01-05 20:00:00,1.162416692
2014-01-05 22:00:00,0
2014-01-06 00:00:00,1.724072126
2014-01-06 02:00:00,1.998320846
2014-01-06 04:00:00,2.197262635
2014-01-06 06:00:00,2.148626308
2014-01-06 08:00:00,2.197262635
2014-01-06 10:00:00,0.563959041
2014-01-06 12:00:00,0
2014-01-06 14:00:00,0.677903792
2014-01-06 16:00:00,0.786990556
2014-01-06 18:00:00,1.122136663
2014-01-06 20:00:00,1.234028814
2014-01-06 22:00:00,1.307600449
2014-01-23 00:00:00,1.455946397
2014-01-23 02:00:00,1.558317206
2014-01-23 04:00:00,1.882982874
2014-01-23 06:00:00,2.181813177
2014-01-23 08:00:00,2.079442368
2014-01-23 10:00:00,1.978380997
2014-01-23 12:00:00,1.044596426
2014-01-23 14:00:00,0.699104962
2014-01-23 16:00:00,0.618746091
2014-01-23 18:00:00,1.813089749
2014-01-23 20:00:00,0
2014-01-23 22:00:00,0
2014-01-24 00:00:00,1.808024769
2014-01-24 02:00:00,1.91779996
2014-01-24 04:00:00,1.58475157
2014-01-24 06:00:00,1.401320216
2014-01-24 08:00:00,1.262048537
2014-01-24 10:00:00,0
2014-01-24 12:00:00,0
2014-01-24 14:00:00,0
2014-01-24 16:00:00,0.153317994
2014-01-24 18:00:00,0.4536455
2014-01-24 20:00:00,0.353183143
2014-01-24 22:00:00,0.686218286
2014-01-25 00:00:00,1.113078692
2014-01-25 02:00:00,1.312020481
2014-01-25 04:00:00,1.483898392
2014-01-25 06:00:00,1.588049822
2014-01-25 08:00:00,1.556772466
2014-01-25 10:00:00,0
2014-01-25 12:00:00,0
2014-01-25 14:00:00,0.027034029
2014-01-25 16:00:00,0.566712008
2014-01-25 18:00:00,0.861820761
2014-01-25 20:00:00,0.538920721
2014-01-25 22:00:00,1.060045883
2014-01-26 00:00:00,1.280634785
2014-01-26 02:00:00,0
2014-01-26 04:00:00,0
2014-01-26 06:00:00,0
2014-01-26 08:00:00,1.502154543
2014-01-26 10:00:00,0.364412187
2014-01-26 12:00:00,0
2014-01-26 14:00:00,0
2014-01-26 16:00:00,0.465042872
2014-01-26 18:00:00,0.861820761
2014-01-26 20:00:00,1.133904804
2014-01-26 22:00:00,0.68852451
2014-02-12 00:00:00,1.266520392
2014-02-12 02:00:00,1.407431106
2014-02-12 04:00:00,1.723370453
2014-02-12 06:00:00,1.502154543
2014-02-12 08:00:00,1.378211285
2014-02-12 10:00:00,0
2014-02-12 12:00:00,0
2014-02-12 14:00:00,0.052707808
2014-02-12 16:00:00,0.441129716
2014-02-12 18:00:00,0.591981772
2014-02-12 20:00:00,0.417329905
2014-02-12 22:00:00,0
2014-02-13 00:00:00,0.989135435
2014-02-13 02:00:00,1.201543618
2014-02-13 04:00:00,1.723370453
2014-02-13 06:00:00,1.873675915
2014-02-13 08:00:00,1.502154543
2014-02-13 10:00:00,0
2014-02-13 12:00:00,0
2014-02-13 14:00:00,0
2014-02-13 16:00:00,0.432631902
2014-02-13 18:00:00,0.861834008
2014-02-13 20:00:00,0.689927857
2014-02-13 22:00:00,0
2014-02-14 00:00:00,1.353042681
2014-02-14 02:00:00,0
2014-02-14 04:00:00,1.467065586
2014-02-14 06:00:00,1.584946831
2014-02-14 08:00:00,1.593511567
2014-02-14 10:00:00,0.050939934
2014-02-14 12:00:00,0
2014-02-14 14:00:00,0
2014-02-14 16:00:00,0.41071391
2014-02-14 18:00:00,0
2014-02-14 20:00:00,0.737268031
2014-02-14 22:00:00,1.473547091
2014-02-15 00:00:00,2.04685462
2014-02-15 02:00:00,2.917861539
2014-02-15 04:00:00,0
2014-02-15 06:00:00,2.752584738
2014-02-15 08:00:00,2.768642437
2014-02-15 10:00:00,2.151008312
2014-02-15 12:00:00,1.205421362
2014-02-15 14:00:00,1.222774634
2014-02-15 16:00:00,3.156331393
2014-02-15 18:00:00,3.042968219
2014-02-15 20:00:00,2.783751501
2014-02-15 22:00:00,2.903285028
2014-03-04 00:00:00,2.458046022
2014-03-04 02:00:00,2.181813177
2014-03-04 04:00:00,2.56028025
2014-03-04 06:00:00,2.780794486
2014-03-04 08:00:00,3.200387094
2014-03-04 10:00:00,1.934876818
2014-03-04 12:00:00,1.65056616
2014-03-04 14:00:00,1.910255053
2014-03-04 16:00:00,1.791018193
2014-03-04 18:00:00,2.329515818
2014-03-04 20:00:00,2.58360138
2014-03-04 22:00:00,2.355094435
2014-03-05 00:00:00,2.830065564
2014-03-05 02:00:00,3.130879993
2014-03-05 04:00:00,3.312529733
2014-03-05 06:00:00,3.002848652
2014-03-05 08:00:00,2.921633698
2014-03-05 10:00:00,2.52895647
2014-03-05 12:00:00,1.325495486
2014-03-05 14:00:00,1.528738664
2014-03-05 16:00:00,2.201012548
2014-03-05 18:00:00,2.503680762
2014-03-05 20:00:00,2.805639806
2014-03-05 22:00:00,2.583256044
2014-03-06 00:00:00,2.653397897
2014-03-06 02:00:00,2.938093379
2014-03-06 04:00:00,2.983033381
2014-03-06 06:00:00,3.389894199
2014-03-06 08:00:00,3.357732164
2014-03-06 10:00:00,2.689033762
2014-03-06 12:00:00,1.441474275
2014-03-06 14:00:00,1.704063963
2014-03-06 16:00:00,2.428813322
2014-03-06 18:00:00,2.811709315
2014-03-06 20:00:00,3.194594814
2014-03-06 22:00:00,2.900976012
2014-03-07 00:00:00,3.30416125
2014-03-07 02:00:00,2.772736163
2014-03-07 04:00:00,3.269901745
2014-03-07 06:00:00,0
2014-03-07 08:00:00,2.527674018
2014-03-07 10:00:00,0
2014-03-07 12:00:00,1.094426145
2014-03-07 14:00:00,0.555746506
2014-03-07 16:00:00,2.082989717
2014-03-07 18:00:00,2.329462144
2014-03-07 20:00:00,3.035955829
2014-03-07 22:00:00,2.793398853
2014-03-24 00:00:00,1.95298314
2014-03-24 02:00:00,2.637617729
2014-03-24 04:00:00,2.782428517
2014-03-24 06:00:00,2.318166578
2014-03-24 08:00:00,2.039191296
2014-03-24 10:00:00,1.234657323
2014-03-24 12:00:00,0.211726897
2014-03-24 14:00:00,0.470464189
2014-03-24 16:00:00,0.851940397
2014-03-24 18:00:00,1.169518779
2014-03-24 20:00:00,1.422005487
2014-03-24 22:00:00,1.565560511
2014-03-25 00:00:00,1.415193132
2014-03-25 02:00:00,1.955013689
2014-03-25 04:00:00,2.195394417
2014-03-25 06:00:00,2.601316881
2014-03-25 08:00:00,1.79563807
2014-03-25 10:00:00,0.964818333
2014-03-25 12:00:00,0.172302313
2014-03-25 14:00:00,0.446146026
2014-03-25 16:00:00,0.391353585
2014-03-25 18:00:00,0.90792743
2014-03-25 20:00:00,1.787707839
2014-03-25 22:00:00,1.573012623
2014-03-26 00:00:00,1.674336423
2014-03-26 02:00:00,1.98465201
2014-03-26 04:00:00,0
2014-03-26 06:00:00,0
2014-03-26 08:00:00,2.192867459
2014-03-26 10:00:00,1.709251178
2014-03-26 12:00:00,0.833475492
2014-03-26 14:00:00,0.846989616
2014-03-26 16:00:00,1.0269334
2014-03-26 18:00:00,1.204356415
2014-03-26 20:00:00,2.248872782
2014-03-26 22:00:00,2.495749225
2014-03-27 00:00:00,2.299256485
2014-03-27 02:00:00,2.328732229
2014-03-27 04:00:00,3.152621014
2014-03-27 06:00:00,2.707732648
2014-03-27 08:00:00,2.456224228
2014-03-27 10:00:00,1.860437628
2014-03-27 12:00:00,1.457206958
2014-03-27 14:00:00,1.789574665
2014-03-27 16:00:00,2.16790015
2014-03-27 18:00:00,2.969702578
2014-03-27 20:00:00,2.944608077
2014-03-27 22:00:00,2.66986743
2014-04-13 00:00:00,2.482896347
2014-04-13 02:00:00,2.475559133
2014-04-13 04:00:00,2.964685829
2014-04-13 06:00:00,3.036952138
2014-04-13 08:00:00,0
2014-04-13 10:00:00,2.030490254
2014-04-13 12:00:00,2.253750206
2014-04-13 14:00:00,1.758465636
2014-04-13 16:00:00,1.406146071
2014-04-13 18:00:00,1.867029549
2014-04-13 20:00:00,2.264211454
2014-04-13 22:00:00,2.593096296
2014-04-14 00:00:00,2.244659059
2014-04-14 02:00:00,2.316250682
2014-04-14 04:00:00,0
2014-04-14 06:00:00,2.854276133
2014-04-14 08:00:00,2.380054354
2014-04-14 10:00:00,0
2014-04-14 12:00:00,1.730675104
2014-04-14 14:00:00,1.957939779
2014-04-14 16:00:00,1.87083047
2014-04-14 18:00:00,2.290974922
2014-04-14 20:00:00,2.315543012
2014-04-14 22:00:00,1.817737674
2014-04-15 00:00:00,0
2014-04-15 02:00:00,1.982980045
2014-04-15 04:00:00,2.268613634
2014-04-15 06:00:00,1.643133538
2014-04-15 08:00:00,2.085883954
2014-04-15 10:00:00,1.426738624
2014-04-15 12:00:00,1.198206245
2014-04-15 14:00:00,1.467431473
2014-04-15 16:00:00,1.577428665
2014-04-15 18:00:00,2.070318852
2014-04-15 20:00:00,1.928085207
2014-04-15 22:00:00,0
2014-04-16 00:00:00,0.986511676
2014-04-16 02:00:00,1.428876575
2014-04-16 04:00:00,1.935578492
2014-04-16 06:00:00,2.000932435
2014-04-16 08:00:00,1.490831712
2014-04-16 10:00:00,1.198806513
2014-04-16 12:00:00,1.033820628
2014-04-16 14:00:00,1.31728109
2014-04-16 16:00:00,1.751593609
2014-04-16 18:00:00,1.943643373
2014-04-16 20:00:00,0
2014-04-16 22:00:00,1.36879091
2014-05-03 00:00:00,2.984082897
2014-05-03 02:00:00,3.039523337
2014-05-03 04:00:00,2.984082897
2014-05-03 06:00:00,2.984082897
2014-05-03 08:00:00,2.526003639
2014-05-03 10:00:00,2.493716003
2014-05-03 12:00:00,1.931068962
2014-05-03 14:00:00,2.12905915
2014-05-03 16:00:00,2.484368414
2014-05-03 18:00:00,2.665512734
2014-05-03 20:00:00,2.747720386
2014-05-03 22:00:00,2.58083898
2014-05-04 00:00:00,2.628240533
2014-05-04 02:00:00,2.619385127
2014-05-04 04:00:00,2.91478455
2014-05-04 06:00:00,2.91478455
2014-05-04 08:00:00,1.955358884
2014-05-04 10:00:00,1.604951278
2014-05-04 12:00:00,1.930663955
2014-05-04 14:00:00,2.12905915
2014-05-04 16:00:00,2.301638734
2014-05-04 18:00:00,2.784290913
2014-05-04 20:00:00,2.660050989
2014-05-04 22:00:00,2.242017747
2014-05-05 00:00:00,2.415979934
2014-05-05 02:00:00,3.086662461
2014-05-05 04:00:00,2.97022499
2014-05-05 06:00:00,2.700439675
2014-05-05 08:00:00,2.052004529
2014-05-05 10:00:00,1.946780655
2014-05-05 12:00:00,1.780216906
2014-05-05 14:00:00,2.279506199
2014-05-05 16:00:00,2.344213048
2014-05-05 18:00:00,2.857778749
2014-05-05 20:00:00,0
2014-05-05 22:00:00,2.4860948
2014-05-06 00:00:00,2.528679609
2014-05-06 02:00:00,2.560348479
2014-05-06 04:00:00,2.270367322
2014-05-06 06:00:00,1.866569314
2014-05-06 08:00:00,1.588886699
2014-05-06 10:00:00,1.145085524
2014-05-06 12:00:00,1.000922735
2014-05-06 14:00:00,1.223306497
2014-05-06 16:00:00,0
2014-05-06 18:00:00,1.933517019
2014-05-06 20:00:00,0
2014-05-06 22:00:00,1.029524243
2014-05-23 00:00:00,1.642634623
2014-05-23 02:00:00,0
2014-05-23 04:00:00,0
2014-05-23 06:00:00,2.877529034
2014-05-23 08:00:00,1.26886645
2014-05-23 10:00:00,1.411694367
2014-05-23 12:00:00,0.919505853
2014-05-23 14:00:00,1.180024759
2014-05-23 16:00:00,1.258299406
2014-05-23 18:00:00,0
2014-05-23 20:00:00,0
2014-05-23 22:00:00,0
2014-05-24 00:00:00,2.179331198
2014-05-24 02:00:00,0
2014-05-24 04:00:00,0
2014-05-24 06:00:00,0
2014-05-24 08:00:00,2.187983846
2014-05-24 10:00:00,0
2014-05-24 12:00:00,1.067767274
2014-05-24 14:00:00,0
2014-05-24 16:00:00,0
2014-05-24 18:00:00,1.39047981
2014-05-24 20:00:00,2.542624928
2014-05-24 22:00:00,2.22754927
2014-05-25 00:00:00,1.601989505
2014-05-25 02:00:00,1.570179048
2014-05-25 04:00:00,2.717295723
2014-05-25 06:00:00,2.938977812
2014-05-25 08:00:00,2.005645926
2014-05-25 10:00:00,1.443518317
2014-05-25 12:00:00,1.231810816
2014-05-25 14:00:00,1.443565056
2014-05-25 16:00:00,1.291452231
2014-05-25 18:00:00,0
2014-05-25 20:00:00,1.870600971
2014-05-25 22:00:00,0
2014-05-26 00:00:00,1.32750529
2014-05-26 02:00:00,0
2014-05-26 04:00:00,0
2014-05-26 06:00:00,2.244936166
2014-05-26 08:00:00,0
2014-05-26 10:00:00,0
2014-05-26 12:00:00,0.335825234
2014-05-26 14:00:00,0.770279339
2014-05-26 16:00:00,0.579403423
2014-05-26 18:00:00,1.592547587
2014-05-26 20:00:00,2.10045529
2014-05-26 22:00:00,1.59769462
2014-06-12 00:00:00,1.905575398
2014-06-12 02:00:00,2.127817573
2014-06-12 04:00:00,2.436196467
2014-06-12 06:00:00,2.229748892
2014-06-12 08:00:00,2.041112279
2014-06-12 10:00:00,1.145119761
2014-06-12 12:00:00,1.11299221
2014-06-12 14:00:00,2.553827784
2014-06-12 16:00:00,0.704280605
2014-06-12 18:00:00,1.187141538
2014-06-12 20:00:00,1.911178728
2014-06-12 22:00:00,1.16119628
2014-06-13 00:00:00,1.454193078
2014-06-13 02:00:00,1.897415669
2014-06-13 04:00:00,2.300659586
2014-06-13 06:00:00,2.308960901
2014-06-13 08:00:00,2.202108965
2014-06-13 10:00:00,0.925752386
2014-06-13 12:00:00,0
2014-06-13 14:00:00,0
2014-06-13 16:00:00,1.525785955
2014-06-13 18:00:00,2.316554599
2014-06-13 20:00:00,2.525646485
2014-06-13 22:00:00,2.20042073
2014-06-14 00:00:00,2.20042073
2014-06-14 02:00:00,1.604268796
2014-06-14 04:00:00,0
2014-06-14 06:00:00,2.58650193
2014-06-14 08:00:00,0
2014-06-14 10:00:00,1.945545583
2014-06-14 12:00:00,0
2014-06-14 14:00:00,1.00100465
2014-06-14 16:00:00,1.349846895
2014-06-14 18:00:00,1.501259037
2014-06-14 20:00:00,0
2014-06-14 22:00:00,1.612280942
2014-06-15 00:00:00,1.91359354
2014-06-15 02:00:00,2.490793647
2014-06-15 04:00:00,2.277292031
2014-06-15 06:00:00,2.244645391
2014-06-15 08:00:00,1.666898866
2014-06-15 10:00:00,1.462387983
2014-06-15 12:00:00,1.057362453
2014-06-15 14:00:00,1.175081682
2014-06-15 16:00:00,1.752544218
2014-06-15 18:00:00,1.752544218
2014-06-15 20:00:00,2.143273342
2014-06-15 22:00:00,0
2014-07-02 00:00:00,1.42212014
2014-07-02 02:00:00,1.423765171
2014-07-02 04:00:00,1.804755711
2014-07-02 06:00:00,1.368183145
2014-07-02 08:00:00,1.335974933
2014-07-02 10:00:00,0.772687961
2014-07-02 12:00:00,0.415543409
2014-07-02 14:00:00,0.516220517
2014-07-02 16:00:00,0.769948803
2014-07-02 18:00:00,0
2014-07-02 20:00:00,1.633274112
2014-07-02 22:00:00,1.71403799
2014-07-03 00:00:00,1.61903138
2014-07-03 02:00:00,1.801005712
2014-07-03 04:00:00,2.214346051
2014-07-03 06:00:00,2.356545459
2014-07-03 08:00:00,1.429963766
2014-07-03 10:00:00,0.929317865
2014-07-03 12:00:00,0.740769164
2014-07-03 14:00:00,0.41432938
2014-07-03 16:00:00,0.374709535
2014-07-03 18:00:00,0
2014-07-03 20:00:00,1.44747707
2014-07-03 22:00:00,1.258401958
2014-07-04 00:00:00,0.854462365
2014-07-04 02:00:00,0
2014-07-04 04:00:00,2.33312423
2014-07-04 06:00:00,2.221683265
2014-07-04 08:00:00,1.290070828
2014-07-04 10:00:00,0.497804736
2014-07-04 12:00:00,0.443544649
2014-07-04 14:00:00,0.593445105
2014-07-04 16:00:00,0.305349965
2014-07-04 18:00:00,0.247723897
2014-07-04 20:00:00,0.717172111
2014-07-04 22:00:00,1.038096476
2014-07-05 00:00:00,1.369465597
2014-07-05 02:00:00,1.425466123
2014-07-05 04:00:00,1.417427237
2014-07-05 06:00:00,1.236133834
2014-07-05 08:00:00,1.3306011
2014-07-05 10:00:00,0.410890687
2014-07-05 12:00:00,0.006628002
2014-07-05 14:00:00,0.361924018
2014-07-05 16:00:00,0.395049909
2014-07-05 18:00:00,0.608071853
2014-07-05 20:00:00,0.886475579
2014-07-05 22:00:00,0.926917939
2014-07-22 00:00:00,1.12385592
2014-07-22 02:00:00,1.359631657
2014-07-22 04:00:00,2.000027917
2014-07-22 06:00:00,1.694455663
2014-07-22 08:00:00,1.708117143
2014-07-22 10:00:00,1.302674104
2014-07-22 12:00:00,0.734720399
2014-07-22 14:00:00,1.057747031
2014-07-22 16:00:00,0
2014-07-22 18:00:00,1.439431994
2014-07-22 20:00:00,1.606603508
2014-07-22 22:00:00,0
2014-07-23 00:00:00,1.028445295
2014-07-23 02:00:00,1.563738524
2014-07-23 04:00:00,1.714043986
2014-07-23 06:00:00,1.391860613
2014-07-23 08:00:00,1.653925391
2014-07-23 10:00:00,1.518530096
2014-07-23 12:00:00,0.830132015
2014-07-23 14:00:00,1.145416427
2014-07-23 16:00:00,1.350953575
2014-07-23 18:00:00,1.494117085
2014-07-23 20:00:00,0
2014-07-23 22:00:00,0
2014-07-24 00:00:00,0
2014-07-24 02:00:00,1.865192708
2014-07-24 04:00:00,2.092248629
2014-07-24 06:00:00,0
2014-07-24 08:00:00,2.088605698
2014-07-24 10:00:00,1.897769964
2014-07-24 12:00:00,1.254975367
2014-07-24 14:00:00,1.34141724
2014-07-24 16:00:00,1.162823375
2014-07-24 18:00:00,1.916967071
2014-07-24 20:00:00,2.054342239
2014-07-24 22:00:00,1.811270461
2014-07-25 00:00:00,2.073341236
2014-07-25 02:00:00,2.257953934
2014-07-25 04:00:00,2.367316621
2014-07-25 06:00:00,2.260276896
2014-07-25 08:00:00,1.977512111
2014-07-25 10:00:00,1.421217016
2014-07-25 12:00:00,1.547304728
2014-07-25 14:00:00,0
2014-07-25 16:00:00,1.582354065
2014-07-25 18:00:00,1.578832012
2014-07-25 20:00:00,0
2014-07-25 22:00:00,1.653925391
2014-08-11 00:00:00,1.130376614
2014-08-11 02:00:00,1.240853478
2014-08-11 04:00:00,1.962304285
2014-08-11 06:00:00,1.811297149
2014-08-11 08:00:00,1.649653134
2014-08-11 10:00:00,1.200602405
2014-08-11 12:00:00,0.531072213
2014-08-11 14:00:00,0.551430632
2014-08-11 16:00:00,0
2014-08-11 18:00:00,1.060404835
2014-08-11 20:00:00,0
2014-08-11 22:00:00,0.719910329
2014-08-12 00:00:00,1.164097022
2014-08-12 02:00:00,0
2014-08-12 04:00:00,2.2241923
2014-08-12 06:00:00,2.325928358
2014-08-12 08:00:00,1.790563848
2014-08-12 10:00:00,1.822232718
2014-08-12 12:00:00,0.854658933
2014-08-12 14:00:00,0.829828413
2014-08-12 16:00:00,1.113133796
2014-08-12 18:00:00,1.261800224
2014-08-12 20:00:00,1.564380526
2014-08-12 22:00:00,0
2014-08-13 00:00:00,2.017340709
2014-08-13 02:00:00,1.563738524
2014-08-13 04:00:00,1.563738524
2014-08-13 06:00:00,0
2014-08-13 08:00:00,2.23516346
2014-08-13 10:00:00,1.665170029
2014-08-13 12:00:00,1.555957376
2014-08-13 14:00:00,0
2014-08-13 16:00:00,1.282148147
2014-08-13 18:00:00,1.282708234
2014-08-13 20:00:00,0
2014-08-13 22:00:00,1.524611598
2014-08-14 00:00:00,2.309258559
2014-08-14 02:00:00,2.716638291
2014-08-14 04:00:00,0
2014-08-14 06:00:00,2.675152059
2014-08-14 08:00:00,2.234515099
2014-08-14 10:00:00,0
2014-08-14 12:00:00,1.660492824
2014-08-14 14:00:00,1.317996011
2014-08-14 16:00:00,1.489195991
2014-08-14 18:00:00,1.942169667
2014-08-14 20:00:00,2.142194394
2014-08-14 22:00:00,1.501096461
2014-08-31 00:00:00,0.878139833
2014-08-31 02:00:00,0
2014-08-31 04:00:00,1.946247256
2014-08-31 06:00:00,1.922475686
2014-08-31 08:00:00,1.749896103
2014-08-31 10:00:00,0
2014-08-31 12:00:00,0
2014-08-31 14:00:00,1.113133796
2014-08-31 16:00:00,1.555957376
2014-08-31 18:00:00,0
2014-08-31 20:00:00,0
2014-08-31 22:00:00,1.465017861
2014-09-01 00:00:00,0
2014-09-01 02:00:00,0
2014-09-01 04:00:00,0
2014-09-01 06:00:00,2.017340709
2014-09-01 08:00:00,0
2014-09-01 10:00:00,0.772760704
2014-09-01 12:00:00,0
2014-09-01 14:00:00,1.144856341
2014-09-01 16:00:00,1.287615835
2014-09-01 18:00:00,1.532293156
2014-09-01 20:00:00,1.613496465
2014-09-01 22:00:00,1.249708883
2014-09-02 00:00:00,0
2014-09-02 02:00:00,1.147223474
2014-09-02 04:00:00,1.748755238
2014-09-02 06:00:00,2.095176112
2014-09-02 08:00:00,1.686558363
2014-09-02 10:00:00,1.068302135
2014-09-02 12:00:00,0.734720399
2014-09-02 14:00:00,1.113133796
2014-09-02 16:00:00,1.208754167
2014-09-02 18:00:00,1.145875109
2014-09-02 20:00:00,1.319122129
2014-09-02 22:00:00,1.432384889
2014-09-03 00:00:00,1.068975567
2014-09-03 02:00:00,1.637314272
2014-09-03 04:00:00,1.693314798
2014-09-03 06:00:00,2.254080548
2014-09-03 08:00:00,2.060858959
2014-09-03 10:00:00,1.313748296
2014-09-03 12:00:00,0.822234715
2014-09-03 14:00:00,0.916937723
2014-09-03 16:00:00,1.383377793
2014-09-03 18:00:00,1.619402465
2014-09-03 20:00:00,1.741998803
2014-09-03 22:00:00,1.543448527
2014-09-20 00:00:00,1.259103632
2014-09-20 02:00:00,1.493644349
2014-09-20 04:00:00,1.597046428
2014-09-20 06:00:00,2.015937363
2014-09-20 08:00:00,1.154823116
2014-09-20 10:00:00,0.534571516
2014-09-20 12:00:00,0.075144313
2014-09-20 14:00:00,0
2014-09-20 16:00:00,0.239860834
2014-09-20 18:00:00,0.308822333
2014-09-20 20:00:00,0
2014-09-20 22:00:00,1.044372157
2014-09-21 00:00:00,0.60092831
2014-09-21 02:00:00,0.964606057
2014-09-21 04:00:00,0.933638861
2014-09-21 06:00:00,0.948690615
2014-09-21 08:00:00,0.49115312
2014-09-21 10:00:00,0.198297163
2014-09-21 12:00:00,0.213348917
2014-09-21 14:00:00,0.340988498
2014-09-21 16:00:00,0.34949956
2014-09-21 18:00:00,0.372515781
2014-09-21 20:00:00,0.507702322
2014-09-21 22:00:00,0.285056131
2014-09-22 00:00:00,0.655345067
2014-09-22 02:00:00,0.879218781
2014-09-22 04:00:00,1.020129495
2014-09-22 06:00:00,0.958498704
2014-09-22 08:00:00,0.881742248
2014-09-22 10:00:00,0.128273485
2014-09-22 12:00:00,0
2014-09-22 14:00:00,0.092955029
2014-09-22 16:00:00,0.180064339
2014-09-22 18:00:00,0.527112468
2014-09-22 20:00:00,0.434554908
2014-09-22 22:00:00,0.727335455
2014-09-23 00:00:00,1.141431141
2014-09-23 02:00:00,0.78591912
2014-09-23 04:00:00,1.280823663
2014-09-23 06:00:00,1.249154793
2014-09-23 08:00:00,1.149328442
2014-09-23 10:00:00,0.175621363
