"Time","T","P0","P","U","DD","VV","Td","Few.clouds","Scattered.clouds","Broken.clouds","Overcast","cumulonimbus.clouds","cumulus.congestus.of.great.vertical.extent","yield"
"2013-12-04 06:00:00",286.65,737.35,764.25,55.5,1,11,277.65,0,0,0,0,0,0,0
"2013-12-04 08:00:00",287.65,738.55,765.4,41.5,1,11,274.65,0,300,0,0,0,0,0
"2013-12-04 10:00:00",290.65,739.95,766.6,34.5,3,11,274.65,0,600,0,0,0,0,0
"2013-12-04 12:00:00",293.65,739.85,766.2,26.5,3,11,273.65,0,600,0,0,0,0,0
"2013-12-04 14:00:00",295.15,738.45,764.65,28,10,11,275.65,0,600,0,0,0,0,0
"2013-12-04 16:00:00",295.15,737.75,763.9,27,6.5,11,275.15,0,300,300,0,0,0,0
"2013-12-04 18:00:00",294.65,738.05,764.3,29,3,11,275.65,0,0,600,0,0,0,0
"2013-12-05 06:00:00",292.15,738.2,764.65,31.5,2,11,274.65,0,0,300,0,0,0,0
"2013-12-05 08:00:00",289.65,738.7,765.4,34,1,11,273.65,0,0,0,0,0,0,0
"2013-12-05 10:00:00",292.65,739.35,765.8,27.5,2,11,273.15,0,0,0,0,0,0,0
"2013-12-05 12:00:00",295.65,739.25,765.4,22.5,3,11,273.15,0,0,0,0,0,0,0
"2013-12-05 14:00:00",297.15,737.2,763.15,18.5,10.5,11,271.65,0,0,0,0,0,0,0
"2013-12-05 16:00:00",297.65,736.9,762.8,17.5,11,11,271.15,0,0,0,0,0,0,0
"2013-12-05 18:00:00",295.65,737.1,763.15,18.5,11,11,270.65,0,0,0,0,0,0,0
"2013-12-06 06:00:00",293.15,737.95,764.25,24,7,11,271.65,0,0,0,0,0,0,0
"2013-12-06 08:00:00",291.15,738.85,765.4,28,6.5,11,272.15,0,0,0,0,0,0,0
"2013-12-06 10:00:00",292.15,739.3,765.8,21,6.5,11,269.15,600,3000,6000,0,0,0,0
"2013-12-06 12:00:00",292.65,739.75,766.2,18.5,10,11,268.15,600,3000,6000,0,0,0,0.01393534
"2013-12-06 14:00:00",292.65,738.25,764.65,19.5,10,11,268.65,300,300,3000,0,0,0,0
"2013-12-06 16:00:00",293.15,738,764.3,20.5,10,11,269.65,0,600,3000,0,0,0,0
"2013-12-06 18:00:00",292.15,738.2,764.65,22,10,11,270.15,600,0,3000,0,0,0,1.107859532
"2013-12-07 06:00:00",288.65,738.95,765.8,40,5.5,11,273.65,300,0,1500,0,0,0,0
"2013-12-07 08:00:00",284.65,739.7,766.95,67.5,2,11,278.65,0,0,0,0,0,0,0
"2013-12-07 10:00:00",288.15,740.4,767.3,52.5,5.5,11,278.15,0,0,0,0,0,0,0
"2013-12-07 12:00:00",291.65,740.75,767.3,36,10.5,11,276.15,0,0,0,0,0,0,0
"2013-12-07 14:00:00",293.15,739.8,766.2,28,11,11,274.15,0,0,0,0,0,0,0
"2013-12-07 16:00:00",294.15,738.7,765,26,11,11,273.65,0,0,0,0,0,0,0
"2013-12-07 18:00:00",292.15,739.3,765.8,32.5,9,11,275.15,0,0,0,0,0,0,0
"2013-12-08 06:00:00",286.65,739.9,766.95,51.5,5,11,276.15,0,0,0,0,0,0,0
"2013-12-08 08:00:00",282.15,741,768.5,62,1,11,275.15,0,0,0,0,0,0,0
"2013-12-08 10:00:00",287.15,741.1,768.1,48,1,11,276.15,0,0,0,0,0,0,0
"2013-12-08 12:00:00",292.65,741.2,767.7,30,6,11,274.65,0,0,0,0,0,0,0
"2013-12-08 14:00:00",294.65,739.55,765.8,24,11,11,273.15,0,0,0,0,0,0,0
"2013-12-08 16:00:00",295.15,738.8,765,23,12,11,273.15,0,0,0,0,0,0,0
"2013-12-08 18:00:00",293.15,738.6,765,30,9,11,274.65,0,0,0,0,0,0,0
"2013-12-09 06:00:00",287.65,735.55,762.35,44.5,2.5,11,275.15,0,0,0,0,0,0,0
"2013-12-09 08:00:00",283.15,740.7,768.1,52,1,11,273.65,0,0,0,0,0,0,0
"2013-12-09 10:00:00",289.15,742.05,768.9,32.5,1,11,272.15,0,0,0,0,0,0,0
"2013-12-09 12:00:00",292.15,741.9,768.5,23,3,11,270.65,0,0,0,0,0,0,0
"2013-12-09 14:00:00",292.65,740.1,766.55,21.5,3,11,270.15,0,0,0,0,0,0,0
"2013-12-09 16:00:00",294.15,739.5,765.8,18,10,11,269.15,0,0,0,0,0,0,0
"2013-12-09 18:00:00",291.65,739.25,765.8,22.5,6.5,11,269.65,0,0,0,0,0,0,0
"2013-12-10 06:00:00",289.65,739.8,766.55,26.5,3,11,270.15,0,0,0,0,0,0,0
"2013-12-10 08:00:00",288.15,740.8,767.7,29,2,11,270.15,0,0,0,0,0,0,0
"2013-12-10 10:00:00",289.15,741.3,768.1,26.5,1,11,269.65,0,0,0,0,0,0,0
"2013-12-10 12:00:00",291.65,741.1,767.7,22,2,6,269.65,0,0,0,0,0,0,0
"2013-12-10 14:00:00",292.65,739.75,766.2,19.5,3,7,268.65,0,0,0,0,0,0,0
"2013-12-10 16:00:00",293.15,739.4,765.8,17,3,9.5,267.15,0,0,0,0,0,0,0
"2013-12-10 18:00:00",292.15,739.7,766.2,17,3,11,266.15,0,0,0,0,0,0,0
"2013-12-11 06:00:00",290.15,740.25,766.95,24.5,3,11,269.15,0,0,0,0,0,0,0
"2013-12-11 08:00:00",289.15,740.9,767.7,33.5,3,11,273.15,0,0,0,0,0,0,0
"2013-12-11 10:00:00",289.65,742.05,768.9,35,3,11,274.15,0,0,0,0,0,0,0
"2013-12-11 12:00:00",292.15,742.3,768.9,32,3,11,275.15,0,0,0,0,0,0,0
"2013-12-11 14:00:00",293.15,740.9,767.3,33,6.5,11,276.15,0,0,0,0,0,0,0
"2013-12-11 16:00:00",293.65,740.6,766.95,31,6.5,11,275.65,0,0,0,0,0,0,0
"2013-12-11 18:00:00",292.15,740.8,767.3,35,3,11,276.15,0,0,0,0,0,0,0
"2013-12-12 06:00:00",291.65,740.75,767.3,37.5,3,11,276.65,0,0,0,0,0,0,0
"2013-12-12 08:00:00",290.65,741.05,767.7,41,3,11,277.15,0,0,0,0,0,0,0
"2013-12-12 10:00:00",291.15,741.4,768.5,40,3,9.5,277.15,0,0,0,0,0,0,0
"2013-12-12 12:00:00",293.15,742,768.5,34,3,6,276.65,0,0,0,0,0,0,0
"2013-12-12 14:00:00",294.15,740.9,767.3,31,3,6,276.15,0,0,0,0,0,0,0
"2013-12-12 16:00:00",293.65,740.9,767.3,30.5,3,8,275.65,0,0,0,0,0,0,0
"2013-12-12 18:00:00",292.65,740.85,767.3,30,2,8,274.65,0,0,0,0,0,0,0
"2013-12-13 06:00:00",290.15,741,767.7,36,2,8,274.65,0,0,0,0,0,0,0
"2013-12-13 08:00:00",287.65,741.15,768.1,43,2,8,275.15,0,0,0,0,0,0,0
"2013-12-13 10:00:00",289.65,741.7,768.5,38,1,11,275.15,0,0,0,0,0,0,0
"2013-12-13 12:00:00",293.15,741.2,767.7,27.5,1,11,273.65,0,0,0,0,0,0,0
"2013-12-13 14:00:00",295.65,740.4,766.6,20,2,11,271.65,0,0,0,0,0,0,0
"2013-12-13 16:00:00",296.15,739.7,765.8,20,2,11,272.15,0,0,0,0,0,0,0
"2013-12-13 18:00:00",293.65,739.85,766.2,30,5.5,11,275.15,0,0,0,0,0,0,0
"2013-12-18 06:00:00",285.65,742.75,770,60.5,2.5,11,277.65,0,0,0,0,0,0,0
"2013-12-18 08:00:00",280.15,744.1,771.9,76,1,11,276.15,0,0,0,0,0,0,0
"2013-12-18 10:00:00",285.15,744.55,771.9,65,1,11,278.65,0,0,0,0,0,0,0
"2013-12-18 12:00:00",289.65,744.6,771.5,46.5,12.5,11,278.15,0,0,0,0,0,0,0
"2013-12-18 14:00:00",291.65,743.35,770,44.5,14.5,11,279.15,0,0,0,0,0,0,0
"2013-12-18 16:00:00",292.65,742.35,768.9,51,11,11,282.15,240,0,0,0,0,0,0
"2013-12-18 18:00:00",291.15,742.2,768.9,51,4,11,280.65,480,0,0,0,0,0,0
"2013-12-19 06:00:00",285.65,742.4,769.65,71.5,3.5,11,280.15,480,0,0,0,0,0,0.25083612
"2013-12-19 08:00:00",280.15,743.3,771.1,84,1,11,277.65,480,0,0,0,0,0,0
"2013-12-19 10:00:00",285.15,743.8,771.1,79.5,6.5,11,281.65,240,240,0,0,0,0,0
"2013-12-19 12:00:00",288.65,743.8,770.75,70,16,11,283.15,480,0,0,0,0,0,0
"2013-12-19 14:00:00",291.15,742.15,768.85,58,14,11,282.65,480,0,0,0,0,0,0
"2013-12-19 16:00:00",292.65,741.2,767.7,46,5.5,11,280.65,480,0,0,0,0,0,1.463210702
"2013-12-19 18:00:00",291.15,741.1,767.7,58,9,11,282.65,480,0,0,0,0,0,6.1803233
"2013-12-20 06:00:00",289.15,740.55,767.35,68,4,11,283.15,240,240,0,0,0,0,5.657748049
"2013-12-20 08:00:00",287.15,739.6,766.6,77,4,11,283.15,0,480,0,0,0,0,4.717112598
"2013-12-20 10:00:00",288.15,739.7,766.6,70,7,11,282.65,0,480,0,0,0,0,0.982441472
"2013-12-20 12:00:00",290.15,739.5,766.2,57.5,7,11,281.65,480,0,0,0,0,0,0
"2013-12-20 16:00:00",290.65,738.1,764.65,50.5,4,11,280.15,480,0,0,0,0,0,0
"2013-12-20 18:00:00",289.65,738.35,765,48.5,4,11,278.65,480,0,0,0,0,0,0
"2013-12-21 06:00:00",284.15,739.7,766.95,59.5,2.5,11,276.15,240,0,0,0,0,0,0
"2013-12-21 08:00:00",278.15,741.35,769.25,76,1,11,274.15,0,0,0,0,0,0,0
"2013-12-21 10:00:00",283.65,742.2,769.6,65,1,11,277.15,0,0,0,0,0,0,0
"2013-12-21 12:00:00",288.15,742.6,769.6,43,7,9.5,274.65,0,0,0,0,0,0,0
"2013-12-21 14:00:00",291.65,741.85,768.5,16,14,11,265.15,0,0,0,0,0,0,0
"2013-12-21 16:00:00",292.65,741.55,768.1,21.5,11,11,269.15,0,0,0,0,0,0,0
"2013-12-21 18:00:00",290.15,741.4,768.1,34,3,11,274.15,0,0,0,0,0,0,0
"2013-12-22 06:00:00",279.15,742.5,770.4,66,0,11,273.15,0,0,0,0,0,0,0
"2013-12-22 08:00:00",278.15,743.1,771.1,63.5,1,11,271.65,0,0,0,0,0,0,0
"2013-12-22 10:00:00",285.15,744.55,771.9,41.5,1,11,272.15,0,0,0,0,0,0,0
"2013-12-22 12:00:00",290.65,744.3,771.1,30,5,11,272.65,0,0,0,0,0,0,0
"2013-12-22 14:00:00",292.65,743.1,769.65,26,12.5,11,272.65,0,0,0,0,0,0,0
"2013-12-22 16:00:00",294.15,742.5,768.9,23,12.5,11,272.15,0,0,0,0,0,0,0
"2013-12-22 18:00:00",292.65,742.35,768.9,24.5,14,11,271.65,0,0,0,0,0,0,0
"2013-12-23 06:00:00",287.15,742.55,769.65,38,8,11,272.15,0,0,0,0,0,0,0
"2013-12-23 08:00:00",281.65,743.85,771.5,48,1,11,271.15,0,0,0,0,0,0,0
"2013-12-23 10:00:00",287.15,744,771.1,36,1,11,272.15,0,0,0,0,0,0,0
"2013-12-23 12:00:00",292.65,744.1,770.75,26,2,11,272.65,0,0,0,0,0,0,0
"2013-12-23 14:00:00",293.65,742.8,769.25,24.5,9,11,272.65,0,0,0,0,0,0,0
"2013-12-23 16:00:00",294.65,741.75,768.1,23,11.5,11,272.65,0,0,0,0,0,0,0
"2013-12-23 18:00:00",292.65,741.55,768.1,25.5,10.5,11,272.15,0,0,0,0,0,0,0
"2013-12-24 06:00:00",291.15,741.4,768.85,28,3.5,11,272.15,0,0,0,0,0,0,0
"2013-12-24 08:00:00",282.15,742.1,769.6,46,1,11,271.15,0,0,0,0,0,0,0
"2013-12-24 10:00:00",286.65,743.25,770.4,38.5,1,11,272.65,0,0,0,0,0,0,0
"2013-12-24 12:00:00",291.65,743.35,770,31,8,11,274.15,0,0,0,0,0,0,0
"2013-12-24 14:00:00",294.15,741.3,767.7,24.5,12.5,11,273.15,0,0,0,0,0,0,0
"2013-12-24 16:00:00",295.15,741,767.3,25,9,11,274.15,0,0,0,0,0,0,0
"2013-12-24 18:00:00",292.15,741.15,767.7,30,5.5,11,274.15,0,0,0,0,0,0,0
"2013-12-25 08:00:00",279.65,741.5,769.25,57,1,11,271.65,0,0,0,0,0,0,0
"2013-12-25 10:00:00",285.65,742.4,769.6,43,1,11,273.15,0,0,0,0,0,0,0
"2013-12-25 12:00:00",290.15,742.45,769.25,34,14.5,11,274.15,0,0,0,0,0,0,0
"2013-12-25 14:00:00",293.65,741.25,767.7,27.5,11.5,11,274.15,0,0,0,0,0,0,0
"2013-12-25 16:00:00",293.15,740.9,767.3,32.5,7,11,276.15,0,0,0,0,0,0,0
"2013-12-25 18:00:00",291.15,740.7,767.3,40,11.5,11,277.15,0,0,0,0,0,0,1.651337793
"2013-12-26 06:00:00",289.15,740.15,766.95,72.5,9.5,11,283.15,0,0,240,0,0,0,10.01950948
"2013-12-26 08:00:00",289.15,739.8,766.6,83,5,11,286.15,0,0,480,0,0,0,9.336677815
"2013-12-26 10:00:00",290.15,740.6,767.3,83,5,11,287.15,0,0,480,0,0,0,7.476309922
"2013-12-26 12:00:00",291.65,740.75,767.3,75.5,5.5,11,287.15,0,0,480,0,0,0,8.542363434
"2013-12-26 14:00:00",292.65,739.75,766.2,68.5,4,11,286.65,0,0,480,0,0,0,5.344202899
"2013-12-26 16:00:00",292.15,738.9,765.4,70.5,4,11,286.65,0,240,240,0,0,0,12.31884058
"2013-12-26 18:00:00",291.65,738.5,765,66,5.5,11,285.15,0,480,0,0,0,0,13.09225195
"2013-12-27 06:00:00",288.65,738.65,765.4,81,3,8,285.15,0,390,0,0,0,0,0
"2013-12-27 08:00:00",285.65,738.75,765.8,97,1,4,285.15,0,0,150,150,0,0,0
"2013-12-27 10:00:00",285.65,739.45,766.55,97,3,4,285.15,0,0,0,240,0,0,0
"2013-12-27 12:00:00",289.15,739.4,766.2,83.5,10,8.5,286.15,0,150,480,0,0,0,0
"2013-12-27 14:00:00",291.65,738.2,764.65,66,10.5,11,285.15,480,0,0,0,0,0,0
"2013-12-27 16:00:00",292.65,737.15,763.5,64,10.5,11,285.65,480,0,0,0,0,0,0
"2013-12-27 18:00:00",291.65,737.45,763.9,62,7.5,11,284.15,480,0,0,0,0,0,0
"2013-12-28 06:00:00",287.65,737.45,764.3,82,10.5,5.55,284.15,240,0,0,75,0,0,0.11148272
"2013-12-28 08:00:00",284.15,737.45,764.65,100,13,0.1,284.15,0,0,75,75,0,0,0.00696767
"2013-12-28 10:00:00",285.15,738.7,765.8,97,16.5,9.5,284.65,180,6000,0,0,0,0,0
"2013-12-28 12:00:00",288.65,738.65,765.4,80.5,15,11,285.15,180,6000,0,0,0,0,0
"2013-12-28 14:00:00",293.65,736.9,763.15,49.5,10.5,11,282.65,480,3000,0,0,0,0,0
"2013-12-28 16:00:00",293.15,736.5,762.8,49.5,4,11,282.15,480,0,0,0,0,0,4.103957637
"2013-12-28 18:00:00",290.65,737.35,763.9,64,4,11,283.65,240,240,0,0,0,0,16.04654404
"2013-12-29 06:00:00",288.15,737.15,763.9,70,4,11,282.65,0,240,0,0,0,0,2.654682274
"2013-12-29 08:00:00",284.15,736.75,763.9,79.5,6,11,280.65,0,0,0,0,0,0,4.375696767
"2013-12-29 10:00:00",284.65,737.5,764.65,79.5,14.5,11,281.15,480,0,6000,0,0,0,0.02090301
"2013-12-29 12:00:00",288.15,737.5,764.3,63,14.5,11,281.15,480,0,6000,0,0,0,0
"2013-12-29 14:00:00",291.65,736.7,763.15,50.5,6,11,281.15,480,6000,0,0,0,0,0
"2013-12-29 16:00:00",293.15,735.7,762,46,14.5,11,281.15,240,3000,0,0,0,0,0
"2013-12-29 18:00:00",291.65,736.35,762.8,49,4,11,280.65,0,0,0,0,0,0,0
"2013-12-30 06:00:00",288.15,738.2,765.05,42,3.5,11,275.15,0,0,0,0,0,0,0
"2013-12-30 08:00:00",285.15,740.9,768.1,36.5,1,11,270.65,0,0,0,0,0,0,0
"2013-12-30 10:00:00",290.65,741.8,768.5,29.5,2,11,272.65,0,0,0,0,0,0,0
"2013-12-30 12:00:00",293.65,738,764.3,20.5,6.5,11,270.15,0,0,0,0,0,0,0
"2013-12-30 14:00:00",295.65,740.4,766.6,18,6.5,11,270.15,0,0,0,0,0,0,0
"2013-12-30 16:00:00",296.15,739.7,765.8,11.5,10.5,11,264.65,0,0,0,0,0,0,0
"2013-12-30 18:00:00",294.15,739.9,766.2,11,12,11,262.65,0,0,0,0,0,0,0
"2013-12-31 06:00:00",287.15,741.1,768.1,18.5,7,11,262.65,0,0,0,0,0,0,0
"2013-12-31 08:00:00",280.15,742.6,770.4,24,1,11,260.65,0,0,0,0,0,0,0
"2013-12-31 10:00:00",285.15,743.1,770.4,18.5,1,11,261.65,0,0,0,0,0,0,0
"2013-12-31 12:00:00",290.65,743.25,770,7,7,11,254.15,0,0,0,0,0,0,0
"2013-12-31 14:00:00",291.65,741.85,768.5,6,11,11,253.65,0,0,0,0,0,0,0
"2013-12-31 16:00:00",292.65,740.85,767.3,6,15,11,254.15,0,0,0,0,0,0,0
"2013-12-31 18:00:00",291.65,740.75,767.3,14,11.5,11,261.65,0,0,0,0,0,0,0
"2014-01-01 06:00:00",284.65,740.85,768.1,41.5,4,11,270.15,0,0,0,0,0,0,0
"2014-01-01 08:00:00",278.15,741,768.9,59,1,11,270.65,0,0,0,0,0,0,0
"2014-01-01 10:00:00",284.65,741.65,768.9,42.5,1,11,272.15,0,0,0,0,0,0,0
"2014-01-01 12:00:00",289.65,741.7,768.5,23,11.5,11,268.15,0,0,0,0,0,0,0
"2014-01-01 16:00:00",292.65,740.15,766.6,18,11.5,11,267.65,0,0,0,0,0,0,0
"2014-01-01 18:00:00",290.15,739.9,766.6,40,7.5,11,276.15,0,0,0,0,0,0,0
"2014-01-02 08:00:00",278.65,740.65,768.5,73.5,1,11,274.15,0,0,0,0,0,0,0
"2014-01-02 10:00:00",283.65,741.15,768.5,56.5,1,11,275.15,0,0,0,0,0,0,0
"2014-01-02 12:00:00",290.65,741.05,767.7,35,5.5,11,274.65,0,0,0,0,0,0,0
"2014-01-02 14:00:00",294.65,739.95,766.2,21,14,11,271.15,0,0,0,0,0,0,0
"2014-01-02 16:00:00",294.15,739.5,765.8,23,8,11,272.15,0,0,0,0,0,0,0
"2014-01-02 18:00:00",292.65,739.75,766.2,28.5,15,11,273.65,0,0,0,0,0,0,0
"2014-01-07 06:00:00",290.65,738.05,764.65,17,4.5,11,264.65,0,0,0,0,0,0,0
"2014-01-07 08:00:00",285.15,738.7,765.8,22,1,11,264.15,0,0,0,0,0,0,0
"2014-01-07 12:00:00",297.15,739.4,765.4,12.5,6,11,266.65,0,0,0,0,0,0,0
"2014-01-07 14:00:00",299.65,737.4,763.15,11,10,11,266.65,0,0,0,0,0,0,0
"2014-01-07 16:00:00",300.65,737.15,762.8,11.5,9,11,268.15,0,0,0,0,0,0,0
"2014-01-07 18:00:00",298.65,736.95,762.8,14,10,11,269.65,0,0,0,0,0,0,0
"2014-01-08 06:00:00",292.15,737.1,763.55,20.5,5,11,268.65,0,0,0,0,0,0,0
"2014-01-08 08:00:00",289.15,737.6,764.3,22,1,11,267.15,0,0,0,0,0,0,0
"2014-01-08 10:00:00",293.15,738.3,764.65,17,5.5,11,267.15,0,0,0,0,0,0,0
"2014-01-08 12:00:00",296.65,737.85,763.9,14,10.5,11,267.65,0,0,0,0,0,0,0
"2014-01-08 14:00:00",297.65,736.55,762.4,13.5,10,11,268.15,0,0,0,0,0,0,0
"2014-01-08 16:00:00",298.15,735.05,760.85,12,10,11,267.15,0,0,0,0,0,0,0
"2014-01-08 18:00:00",296.65,734.9,760.85,13,11,11,266.65,0,0,0,0,0,0,0
"2014-01-09 06:00:00",294.15,734.7,760.85,19.5,7,11,269.15,0,0,0,0,0,0,0
"2014-01-09 08:00:00",291.65,733.35,759.7,27,6.5,11,272.15,0,0,0,0,0,0,0
"2014-01-09 10:00:00",292.65,734.25,760.5,23.5,3,8,271.15,0,6000,0,0,0,0,0
"2014-01-09 12:00:00",294.15,733.25,759.35,21,3,7,270.65,0,6000,0,0,0,0,0
"2014-01-09 14:00:00",295.15,731.4,757.3,19.5,7,4.5,270.65,4500,0,0,0,0,0,0
"2014-01-09 16:00:00",296.15,730,755.8,16.5,6.5,4,269.65,6000,0,0,0,0,0,0
"2014-01-09 18:00:00",295.15,730.65,756.55,17.5,3,4,269.15,6000,0,0,0,0,0,0
"2014-01-10 06:00:00",291.65,731.05,757.3,25.5,6.5,4.5,271.15,3000,0,0,0,0,0,0
"2014-01-10 08:00:00",289.15,731.45,757.95,32.5,3,5,272.65,0,0,0,0,0,0,0
"2014-01-10 12:00:00",291.15,732.7,759,30,3,6,273.15,0,0,0,0,0,0,0.02090301
"2014-01-10 14:00:00",289.65,732.15,758.6,42.5,6,6,276.15,0,0,0,0,0,0,0.794314381
"2014-01-10 16:00:00",286.15,732.55,759.35,72,1,5,281.15,0,0,0,0,0,0,1.330824972
"2014-01-10 18:00:00",285.15,732.8,759.7,82,1.5,7.5,282.15,0,0,0,0,0,0,0
"2014-01-11 06:00:00",282.65,734.05,761.25,84.5,2,9.5,280.15,0,0,0,0,0,0,0
"2014-01-11 08:00:00",280.15,736.4,763.9,90,3,11,278.65,0,0,0,0,0,0,0
"2014-01-11 10:00:00",283.15,737.4,764.65,87.5,7,11,281.15,0,0,0,0,0,0,0
"2014-01-11 12:00:00",287.65,737.8,764.65,72.5,15.5,11,282.65,0,0,0,0,0,0,0
"2014-01-11 14:00:00",290.65,736.6,763.15,55.5,14.5,11,281.65,0,0,0,0,0,0,0
"2014-01-11 16:00:00",292.65,736.45,762.8,46,7,11,280.65,240,0,0,0,0,0,0
"2014-01-11 18:00:00",290.15,736.9,763.5,62,6,11,282.65,480,0,0,0,0,0,0
"2014-01-12 06:00:00",285.15,738.65,765.8,80.5,3.5,11,281.65,240,0,0,0,0,0,0
"2014-01-12 08:00:00",280.65,740.85,768.5,90,1,11,279.15,0,0,0,0,0,0,0
"2014-01-12 10:00:00",285.15,741.7,768.9,74.5,1,11,280.65,0,0,0,0,0,0,0
"2014-01-12 12:00:00",291.65,741.85,768.5,48.5,2,11,280.15,0,0,0,0,0,0,0
"2014-01-12 14:00:00",294.65,740.95,767.3,29,10,11,275.65,0,0,0,0,0,0,0
"2014-01-12 16:00:00",295.65,740.4,766.6,26,14,11,275.15,0,0,0,0,0,0,0
"2014-01-12 18:00:00",295.15,740.65,766.95,29,3,11,276.15,0,0,0,0,0,0,0
"2014-01-13 06:00:00",288.65,741.55,768.45,52,3,11,277.65,0,0,0,0,0,0,0
"2014-01-13 08:00:00",281.65,742.75,770.4,76.5,1,11,277.65,0,0,0,0,0,0,0
"2014-01-13 10:00:00",286.65,743.25,770.4,57,1,11,278.15,0,0,0,0,0,0,0
"2014-01-13 12:00:00",292.65,743.45,770,34.5,0.5,11,276.15,0,0,0,0,0,0,0
"2014-01-13 14:00:00",294.15,742.1,768.5,30,8,11,275.65,0,0,0,0,0,0,0
"2014-01-13 16:00:00",295.15,741,767.3,30,5.5,11,276.65,0,0,0,0,0,0,0
"2014-01-13 18:00:00",293.15,740.85,767.3,33,5.5,11,276.15,0,0,0,0,0,0,0.02090301
"2014-01-14 06:00:00",289.15,740.15,766.95,56,7,11,279.15,0,240,0,0,0,0,6.772575251
