"Time","P0","P","U","DD","Ff","VV","Td","T","Few.clouds","Scattered.clouds","Broken.clouds","Overcast","cumulonimbus.clouds","cumulus.congestus.of.great.vertical.extent","yield"
"2013-12-06 06:00:00",757.6,764.3,56.5,5,4.5,11,277.15,285.65,0,0,0,0,0,0,0
"2013-12-06 08:00:00",757.65,764.3,44,2,5.5,11,276.15,288.65,0,0,0,0,0,0,0
"2013-12-06 10:00:00",758.05,764.65,30,2,7.5,11,274.15,292.15,0,0,0,0,0,0,0
"2013-12-06 12:00:00",758.15,764.65,26,2,7,11,274.15,294.65,240,0,1500,0,0,0,0.01393534
"2013-12-06 14:00:00",757,763.5,23,3.5,6.5,11,274.15,296.15,240,0,1500,0,0,0,0
"2013-12-06 16:00:00",756.3,762.8,22,2,5.5,11,273.65,296.65,0,0,0,0,0,0,0
"2013-12-06 18:00:00",757,763.5,25,3.5,3.5,11,274.65,295.65,0,0,0,0,0,0,1.107859532
"2013-12-06 20:00:00",756.95,763.5,27.5,3,3,11,274.15,293.65,0,0,0,0,0,0,0.04877369
"2013-12-06 22:00:00",757.95,764.65,39,3.5,2,11,274.65,288.65,0,0,0,0,0,0,1.059085842
"2013-12-07 00:00:00",758.3,765,46.5,7.5,2.5,11,277.65,289.15,0,0,0,0,0,0,0
"2013-12-07 02:00:00",757.95,764.65,51,1,0.5,11,276.15,286.15,0,0,0,0,0,0,0
"2013-12-07 04:00:00",757.9,764.65,52.5,0.5,0.5,11,276.15,285.65,0,0,0,0,0,0,0
"2013-12-07 06:00:00",758.3,765,47.5,0.5,0.5,11,275.65,286.65,0,0,0,0,0,0,0
"2013-12-07 08:00:00",759.05,765.8,51,1,0.5,11,275.65,285.65,0,0,0,0,0,0,0
"2013-12-07 10:00:00",759.95,766.6,36,2,3,11,275.65,291.15,0,0,0,0,0,0,0
"2013-12-07 12:00:00",760.1,766.6,21,3.5,4,11,272.15,295.65,0,0,0,0,0,0,0
"2013-12-07 14:00:00",758.9,765.4,20.5,3.5,1,11,273.15,297.15,0,0,0,0,0,0,0
"2013-12-07 16:00:00",758.5,765,22.5,16,4.5,11,274.65,297.15,0,0,0,0,0,0,0
"2013-12-07 18:00:00",758.45,765,25.5,14,4.5,11,273.15,293.65,0,0,0,0,0,0,0
"2013-12-07 20:00:00",759.2,765.8,32,16,1.5,11,274.65,291.65,0,0,0,0,0,0,0
"2013-12-07 22:00:00",759.5,766.2,42,4.5,2,11,276.15,289.15,0,0,0,0,0,0,0
"2013-12-08 00:00:00",760.25,766.95,46.5,4.5,1.5,11,276.15,287.65,0,0,0,0,0,0,0
"2013-12-08 02:00:00",759.8,766.6,56,0.5,1,11,276.15,284.65,0,0,0,0,0,0,0
"2013-12-08 04:00:00",759.8,766.6,60,0.5,1,11,275.65,283.15,0,0,0,0,0,0,0
"2013-12-08 06:00:00",759.75,766.6,64,0,0,11,275.15,281.65,0,0,0,0,0,0,0
"2013-12-08 08:00:00",760.45,767.3,66.5,0,0,11,275.15,281.15,0,0,0,0,0,0,0
"2013-12-08 10:00:00",761,767.7,45,0.5,1.5,11,276.15,288.15,0,0,0,0,0,0,0
"2013-12-08 12:00:00",760.75,767.3,30,1,1,11,275.65,294.15,0,0,0,0,0,0,0
"2013-12-08 14:00:00",758.9,765.4,24.5,11,2.5,11,275.15,296.65,0,0,0,0,0,0,0
"2013-12-08 16:00:00",758.5,765,25,14,7,11,274.65,295.65,0,0,0,0,0,0,0
"2013-12-08 18:00:00",758.4,765,40,15,5,11,277.65,291.65,0,0,0,0,0,0,0
"2013-12-08 20:00:00",758.75,765.4,54,11,3,11,279.65,289.15,0,0,0,0,0,0,0
"2013-12-08 22:00:00",759.5,766.2,63,7,2.5,11,280.15,287.15,0,0,0,0,0,0,0
"2013-12-09 00:00:00",760.5,767.3,69,0,0,11,278.15,283.65,0,0,0,0,0,0,0
"2013-12-09 02:00:00",760.15,766.95,68.5,0.5,1.5,11,277.15,282.65,0,0,0,0,0,0,0
"2013-12-09 04:00:00",759.75,766.6,66.5,2,3.5,11,276.15,282.15,0,0,0,0,0,0,0
"2013-12-09 06:00:00",759.4,766.2,66,2,4,11,276.15,282.15,0,0,0,0,0,0,0
"2013-12-09 08:00:00",760.15,766.95,62,1,4,11,276.15,283.15,0,0,0,0,0,0,0
"2013-12-09 10:00:00",761,767.7,44,2,4.5,11,275.65,288.15,0,0,0,0,0,0,0
"2013-12-09 12:00:00",761.15,767.7,27.5,5,2.5,11,274.65,294.15,0,0,0,0,0,0,0
"2013-12-09 14:00:00",759.3,765.8,21,0,0,11,273.15,297.15,0,0,0,0,0,0,0
"2013-12-09 16:00:00",758.9,765.4,25,7,3.5,11,274.65,296.15,0,0,0,0,0,0,0
"2013-12-09 18:00:00",758.45,765,28.5,15,4.5,11,274.15,293.15,0,0,0,0,0,0,0
"2013-12-09 20:00:00",759.15,765.8,38,14.5,2.5,11,275.65,290.15,0,0,0,0,0,0,0
"2013-12-09 22:00:00",759.9,766.6,51,10,3.5,11,277.15,287.15,0,0,0,0,0,0,0
"2013-12-10 00:00:00",760.55,767.3,56.5,3,1,11,277.15,285.65,0,0,0,0,0,0,0
"2013-12-10 02:00:00",760.5,767.3,64,0,0,11,276.15,282.65,0,0,0,0,0,0,0
"2013-12-10 04:00:00",759.75,766.6,60,0.5,1.5,11,274.65,282.15,0,0,0,0,0,0,0
"2013-12-10 06:00:00",759.7,766.6,62,5,3.5,11,274.15,281.15,0,0,0,0,0,0,0
"2013-12-10 08:00:00",759.8,766.6,56,2,5,11,273.65,282.15,0,0,0,0,0,0,0
"2013-12-10 10:00:00",760.6,767.3,37.5,2,4,11,273.15,287.65,0,0,0,0,0,0,0
"2013-12-10 12:00:00",760.35,766.95,21,2,4.5,11,270.65,293.65,0,0,0,0,0,0,0
"2013-12-10 14:00:00",758.9,765.4,15.5,0,0,11,268.15,295.65,0,0,0,0,0,0,0
"2013-12-10 16:00:00",758.5,765,18,7,2.5,11,270.15,296.15,0,0,0,0,0,0,0
"2013-12-10 18:00:00",758.4,765,24.5,7,1.5,11,271.65,292.65,0,0,0,0,0,0,0
"2013-12-10 20:00:00",759.2,765.8,30,6,1,11,272.15,290.15,0,0,0,0,0,0,0
"2013-12-10 22:00:00",759.9,766.6,37.5,0.5,1,11,273.15,287.65,0,0,0,0,0,0,0
"2013-12-11 00:00:00",759.55,766.2,26.5,2,4,11,270.15,289.65,0,0,0,0,0,0,0
"2013-12-11 02:00:00",758.8,765.4,18.5,2,5.5,11,266.65,291.15,0,0,0,0,0,0,0
"2013-12-11 04:00:00",758.4,765,16.5,2,5.5,11,265.65,291.65,0,0,0,0,0,0,0
"2013-12-11 06:00:00",758.8,765.4,19.5,2,5.5,11,267.15,290.65,0,0,0,0,0,0,0
"2013-12-11 08:00:00",759.6,766.2,20,2,6.5,11,267.65,291.15,0,0,0,0,0,0,0
"2013-12-11 10:00:00",760.7,767.3,18,2,7.5,11,268.15,293.15,0,0,0,0,0,0,0
"2013-12-11 12:00:00",760.45,766.95,14,2,8.5,11,267.15,296.15,0,0,0,0,0,0,0
"2013-12-11 14:00:00",759.3,765.8,14.5,1.5,8,11,269.15,297.65,0,0,0,0,0,0,0
"2013-12-11 16:00:00",759.3,765.8,17.5,3,6,11,271.15,297.65,0,0,0,0,0,0,0
"2013-12-11 18:00:00",759.7,766.2,21,3,5,11,272.15,295.65,0,0,0,0,0,0,0
"2013-12-11 20:00:00",760.35,766.95,24.5,1,5.5,11,272.65,293.65,600,3000,0,0,0,0,0
"2013-12-12 02:00:00",760,766.6,32,1,6,11,273.65,290.65,0,0,0,0,0,0,0
"2013-12-12 04:00:00",760,766.6,29,2,6.5,11,273.15,291.65,0,0,0,0,0,0,0
"2013-12-12 06:00:00",760,766.6,30,2,6.5,11,273.15,291.15,0,0,0,0,0,0,0
"2013-12-12 08:00:00",761.05,767.7,32,1.5,6,11,273.65,290.65,0,0,0,0,0,0,0
"2013-12-12 10:00:00",761.9,768.5,40.5,1.5,8,11,279.15,293.65,0,0,0,0,0,0,0
"2013-12-12 12:00:00",761.6,768.1,22.5,1.5,6,11,274.15,296.65,0,0,0,0,0,0,0
"2013-12-12 14:00:00",760.45,766.95,21,3,4.5,11,274.15,298.15,0,0,0,0,0,0,0
"2013-12-12 16:00:00",760.1,766.6,16.5,3.5,4,11,271.65,299.15,0,0,0,0,0,0,0
"2013-12-12 18:00:00",760.05,766.6,31,14,3.5,11,276.15,294.15,0,0,0,0,0,0,0
"2013-12-12 20:00:00",760.3,766.95,39.5,0,0,11,276.65,290.65,0,0,0,0,0,0,0
"2013-12-12 22:00:00",760.65,767.3,37,4.5,1.5,11,275.65,290.65,0,0,0,0,0,0,0
"2013-12-13 00:00:00",761.4,768.1,46.5,0,0,11,276.15,287.65,0,0,0,0,0,0,0
"2013-12-13 02:00:00",760.6,767.3,51,0,0,11,276.15,286.15,0,0,0,0,0,0,0
"2013-12-13 04:00:00",760.5,767.3,52.5,0,0,11,275.65,285.15,0,0,0,0,0,0,0
"2013-12-13 06:00:00",760.5,767.3,58,8.5,1.5,11,275.65,283.65,0,0,0,0,0,0,0
"2013-12-13 08:00:00",760.9,767.7,62,0.5,1.5,11,276.15,283.15,0,0,0,0,0,0,0
"2013-12-13 10:00:00",761.8,768.5,45,1.5,2.5,11,276.15,288.15,0,0,0,0,0,0,0
"2013-12-13 12:00:00",761.1,767.7,28,4,4,11,274.65,294.15,0,0,0,0,0,0,0
"2013-12-13 14:00:00",759.7,766.2,22.5,9.5,2,11,274.15,296.65,0,0,0,0,0,0,0
"2013-12-13 16:00:00",759.25,765.8,28,14,3,11,275.15,294.65,0,0,0,0,0,0,0
"2013-12-13 18:00:00",759.6,766.2,34,13.5,3.5,11,276.65,293.15,0,0,0,0,0,0,0
"2013-12-13 20:00:00",760.3,766.95,50.5,4.5,1.5,11,279.65,290.15,600,3000,0,0,0,0,0
"2013-12-13 22:00:00",760.6,767.3,50,0,0,11,278.65,289.15,0,0,0,0,0,0,0
"2013-12-18 00:00:00",763.6,770.4,79.5,0,0,11,280.15,283.65,0,0,0,0,0,0,0
"2013-12-18 06:00:00",763.55,770.4,81.5,0,0,11,278.15,281.15,0,0,0,0,0,0,0
"2013-12-18 08:00:00",763.85,770.75,81,0,0,11,276.65,279.65,0,0,0,0,0,0,0
"2013-12-18 10:00:00",764.35,771.1,57,0,0,11,278.15,286.65,0,0,0,0,0,0,0
"2013-12-18 14:00:00",763.05,769.65,38,14,4,11,278.65,293.65,0,0,0,0,0,0,0
"2013-12-18 16:00:00",762.3,768.9,55,14,5.5,11,282.65,292.15,0,0,0,0,0,0,0
"2013-12-18 18:00:00",762.25,768.9,70,13,2.5,11,284.65,290.15,0,0,0,0,0,0,0
"2013-12-18 20:00:00",762.9,769.6,77,0,0,11,284.15,288.15,0,0,0,0,0,0,0
"2013-12-18 22:00:00",762.8,769.6,85,0,0,11,282.65,285.15,0,0,0,0,0,0,3.769509476
"2013-12-19 00:00:00",762.8,769.6,88,1.5,1.5,11,281.15,283.15,0,0,0,0,0,0,3.128483835
"2013-12-19 02:00:00",762.45,769.25,85,3,2,11,281.15,283.65,0,0,0,0,0,0,0.00696767
"2013-12-19 04:00:00",762,768.9,90,0,0,10.2718884521804,279.65,281.15,0,0,0,0,0,0,0
"2013-12-19 06:00:00",762,768.9,87,0,0,11,278.65,280.65,0,0,0,0,0,0,0.25083612
"2013-12-19 08:00:00",762.7,769.6,93,5.5,1.5,11,280.15,281.15,0,0,0,0,0,0,0
"2013-12-19 10:00:00",763.55,770.4,79.5,0,0,11,281.15,284.65,0,3000,0,0,0,0,0
"2013-12-19 12:00:00",763.3,770,64,0,0,11,282.65,289.65,0,0,0,0,0,0,0
"2013-12-19 14:00:00",761.9,768.5,54.5,16,3.5,11,283.15,292.65,0,0,0,0,0,0,0
"2013-12-19 16:00:00",760.7,767.3,53,7,1,11,283.15,293.15,0,0,0,0,0,0,1.463210702
"2013-12-19 18:00:00",761.05,767.7,66,11.5,3.5,11,283.65,290.15,0,0,0,0,0,0,6.1803233
"2013-12-19 20:00:00",761,767.7,82,5,0.5,11,285.15,288.15,600,0,0,0,0,0,7.309085842
"2013-12-19 22:00:00",761.4,768.1,85,0,0,11,284.65,287.15,0,0,0,0,0,0,5.476588629
"2013-12-20 02:00:00",760.9,767.7,88,0,0,11,281.65,283.65,0,0,0,0,0,0,4.124860647
"2013-12-20 04:00:00",760.15,766.95,88,0,0,10.2718884521804,281.65,283.65,0,0,0,0,0,0,8.138238573
"2013-12-20 06:00:00",759.8,766.6,94,0,0,11,281.65,282.65,0,0,240,0,0,0,5.657748049
"2013-12-20 08:00:00",759.7,766.6,90,0,0,11,279.65,281.15,0,0,240,0,0,0,4.717112598
"2013-12-20 10:00:00",759.85,766.6,79.5,1,1,11,282.15,285.65,0,0,0,0,0,0,0.982441472
"2013-12-20 12:00:00",759.2,765.8,62,0,0,11,283.65,291.15,0,0,0,0,0,0,0
"2013-12-20 14:00:00",757,763.55,47.5,6,1.5,11,282.15,293.65,0,0,0,0,0,0,0
"2013-12-20 16:00:00",755.5,762,36.5,12,3.5,11,278.65,294.15,0,0,0,0,0,0,0
"2013-12-20 18:00:00",756.25,762.8,40,10.5,3.5,11,279.15,293.15,0,0,0,0,0,0,0
"2013-12-20 20:00:00",756.9,763.5,46.5,9,4.5,11,278.15,289.65,0,0,0,0,0,0,0
"2013-12-20 22:00:00",757.9,764.65,54.5,0,0,11,277.65,286.65,0,0,0,0,0,0,0
"2013-12-21 00:00:00",758.2,765,66.5,0,0,10.2718884521804,277.65,283.65,0,0,0,0,0,0,0
"2013-12-21 02:00:00",758.55,765.4,73.5,0,0,10.2718884521804,276.65,281.15,0,0,0,0,0,0,0
"2013-12-21 04:00:00",758.9,765.8,78.5,0,0,11,275.65,279.15,0,0,0,0,0,0,0
"2013-12-21 06:00:00",759.3,766.2,78.5,0,0,10.2718884521804,275.65,279.15,0,0,0,0,0,0,0
"2013-12-21 08:00:00",757.35,764.25,81,0.5,0.5,11,275.65,278.65,0,0,0,0,0,0,0
"2013-12-21 10:00:00",762.45,769.25,63.5,0,0,11,277.15,284.15,0,0,0,0,0,0,0
"2013-12-21 12:00:00",762.6,769.25,34,2.5,1.5,11,274.65,290.65,0,0,0,0,0,0,0
"2013-12-21 14:00:00",761.9,768.5,33,14,4.5,11,276.15,293.15,0,0,0,0,0,0,0
"2013-12-21 16:00:00",761.5,768.1,35,14,6,9.5,276.65,292.65,0,0,0,0,0,0,0
"2013-12-21 18:00:00",761.4,768.1,50,13.5,5,8,279.15,289.65,0,0,0,0,0,0,0
"2013-12-21 20:00:00",762.15,768.9,69.5,10.5,3,8,281.15,286.65,0,0,0,0,0,0,0
"2013-12-21 22:00:00",762.8,769.6,79.5,0,0,9.5,280.15,283.65,0,0,0,0,0,0,0
"2013-12-22 02:00:00",762.7,769.6,81.5,0,0,11,276.65,279.65,0,0,0,0,0,0,0
"2013-12-22 04:00:00",762.25,769.25,78.5,0,0,11,274.65,278.15,0,0,0,0,0,0,0
"2013-12-22 06:00:00",762.35,769.25,76,1,2.5,11,275.15,279.15,0,0,0,0,0,0,0
"2013-12-22 08:00:00",763.1,770,68.5,1,3.5,11,274.15,279.65,0,0,0,0,0,0,0
"2013-12-22 10:00:00",763.9,770.75,52.5,1.5,3.5,11,274.65,284.15,0,0,0,0,0,0,0
"2013-12-22 12:00:00",764.1,770.75,33,1,0.5,11,274.15,290.65,0,0,0,0,0,0,0
"2013-12-22 14:00:00",762.65,769.25,24.5,0,0,11,273.15,294.65,0,0,0,0,0,0,0
"2013-12-22 16:00:00",762.3,768.9,26.5,15.5,2.5,11,273.65,293.65,0,0,0,0,0,0,0
"2013-12-22 18:00:00",762.6,769.25,44,13.5,3,11,277.15,289.65,0,0,0,0,0,0,0
"2013-12-22 20:00:00",762.85,769.6,67.5,4.5,1.5,11,280.65,286.65,0,0,0,0,0,0,0
"2013-12-22 22:00:00",763.55,770.4,76.5,5.5,1,11,278.65,282.65,0,0,0,0,0,0,0
"2013-12-23 00:00:00",763.5,770.4,76,2,2.5,11,276.65,280.65,0,0,0,0,0,0,0
"2013-12-23 02:00:00",763.5,770.4,73.5,0,0,11,275.15,279.65,0,0,0,0,0,0,0
"2013-12-23 04:00:00",763.5,770.4,61,0,0,10.2718884521804,272.65,279.65,0,0,0,0,0,0,0
"2013-12-23 06:00:00",762.6,769.6,66,0,0,11,272.15,278.15,0,0,0,0,0,0,0
"2013-12-23 08:00:00",763,770,66,0,0,11,272.15,278.15,0,0,0,0,0,0,0
"2013-12-23 10:00:00",763.95,770.75,41.5,1.5,4,11,272.15,285.15,0,0,0,0,0,0,0
"2013-12-23 12:00:00",763.75,770.4,24.5,1,1.5,11,271.65,292.65,0,0,0,0,0,0,0
"2013-12-23 14:00:00",762.4,768.9,16.5,7,2,11,269.65,296.15,0,0,0,0,0,0,0
"2013-12-23 16:00:00",761.55,768.1,24.5,14,5.5,11,273.65,295.15,0,0,0,0,0,0,0
"2013-12-23 18:00:00",761.45,768.1,42.5,15,4,11,278.15,291.15,0,0,0,0,0,0,0
"2013-12-23 20:00:00",761.8,768.5,55,10.5,2,11,278.65,287.65,0,0,0,0,0,0,0
"2013-12-23 22:00:00",762.1,768.9,65,0,0,11,278.65,285.15,0,0,0,0,0,0,0
"2013-12-24 02:00:00",762,768.9,64.5,1.5,1.5,11,274.65,281.15,0,0,0,0,0,0,0
"2013-12-24 04:00:00",761.6,768.5,63.5,0.5,1.5,11,272.65,279.15,0,0,0,0,0,0,0
