,yield
2013-12-16 14:00:00,6.327145223
2013-12-16 16:00:00,0
2013-12-16 18:00:00,4.825035279
2013-12-16 20:00:00,0
2013-12-16 22:00:00,0
2013-12-17 00:00:00,0
2013-12-17 02:00:00,0
2013-12-17 04:00:00,0
2013-12-17 06:00:00,0.736770253
2013-12-17 08:00:00,0.398701478
2013-12-17 10:00:00,0.00207805
2013-12-17 12:00:00,0.002601728
2013-12-17 14:00:00,0.001099556
2013-12-17 16:00:00,0.059911743
2013-12-17 18:00:00,0.293391804
2013-12-17 20:00:00,0
2013-12-17 22:00:00,0
2014-01-03 00:00:00,0
2014-01-03 02:00:00,0
2014-01-03 04:00:00,0
2014-01-03 06:00:00,0.014947917
2014-01-03 08:00:00,0.002064172
2014-01-03 10:00:00,0.000256643
2014-01-03 12:00:00,0.000363132
2014-01-03 14:00:00,0.000249617
2014-01-03 16:00:00,0
2014-01-03 18:00:00,0.000222559
2014-01-03 20:00:00,0
2014-01-03 22:00:00,0
2014-01-04 00:00:00,0
2014-01-04 02:00:00,0
2014-01-04 04:00:00,0
2014-01-04 06:00:00,0.026040389
2014-01-04 08:00:00,0.033938592
2014-01-04 10:00:00,0.147545801
2014-01-04 12:00:00,0.004391664
2014-01-04 14:00:00,0.1162086
2014-01-04 16:00:00,3.788657439
2014-01-04 18:00:00,10.15239798
2014-01-04 20:00:00,0
2014-01-04 22:00:00,0
2014-01-05 00:00:00,0
2014-01-05 02:00:00,0
2014-01-05 04:00:00,0
2014-01-05 06:00:00,0.030464686
2014-01-05 08:00:00,0.085285442
2014-01-05 10:00:00,0
2014-01-05 12:00:00,0.319742312
2014-01-05 14:00:00,0.000665006
2014-01-05 16:00:00,0.178043943
2014-01-05 18:00:00,0.003195432
2014-01-05 20:00:00,0
2014-01-05 22:00:00,0
2014-01-06 00:00:00,0
2014-01-06 02:00:00,0
2014-01-06 04:00:00,0
2014-01-06 06:00:00,0.00031639
2014-01-06 08:00:00,0.004906807
2014-01-06 10:00:00,0.003463106
2014-01-06 12:00:00,0.002665772
2014-01-06 14:00:00,0.000622561
2014-01-06 16:00:00,0.001077376
2014-01-06 18:00:00,0.001498397
2014-01-06 20:00:00,0
2014-01-06 22:00:00,0
2014-01-23 00:00:00,0
2014-01-23 02:00:00,0
2014-01-23 04:00:00,0
2014-01-23 06:00:00,0
2014-01-23 08:00:00,0
2014-01-23 10:00:00,0
2014-01-23 12:00:00,0
2014-01-23 14:00:00,0
2014-01-23 16:00:00,0
2014-01-23 18:00:00,0
2014-01-23 20:00:00,0
2014-01-23 22:00:00,0
2014-01-24 00:00:00,0
2014-01-24 02:00:00,0
2014-01-24 04:00:00,0
2014-01-24 06:00:00,0
2014-01-24 08:00:00,0
2014-01-24 10:00:00,0
2014-01-24 12:00:00,0
2014-01-24 14:00:00,0
2014-01-24 16:00:00,0
2014-01-24 18:00:00,0
2014-01-24 20:00:00,0
2014-01-24 22:00:00,0
2014-01-25 00:00:00,0
2014-01-25 02:00:00,0
2014-01-25 04:00:00,0
2014-01-25 06:00:00,0
2014-01-25 08:00:00,0
2014-01-25 10:00:00,0
2014-01-25 12:00:00,0
2014-01-25 14:00:00,0
2014-01-25 16:00:00,0
2014-01-25 18:00:00,0
2014-01-25 20:00:00,0
2014-01-25 22:00:00,0
2014-01-26 00:00:00,0
2014-01-26 02:00:00,0
2014-01-26 04:00:00,0
2014-01-26 06:00:00,0
2014-01-26 08:00:00,0
2014-01-26 10:00:00,0
2014-01-26 12:00:00,0
2014-01-26 14:00:00,0
2014-01-26 16:00:00,0
2014-01-26 18:00:00,0
2014-01-26 20:00:00,0
2014-01-26 22:00:00,0
2014-02-12 00:00:00,0
2014-02-12 02:00:00,0
2014-02-12 04:00:00,0
2014-02-12 06:00:00,0.016569119
2014-02-12 08:00:00,0.027465278
2014-02-12 10:00:00,0
2014-02-12 12:00:00,0
2014-02-12 14:00:00,0.005495227
2014-02-12 16:00:00,0.001003867
2014-02-12 18:00:00,0.700173404
2014-02-12 20:00:00,0
2014-02-12 22:00:00,0
2014-02-13 00:00:00,0
2014-02-13 02:00:00,0
2014-02-13 04:00:00,0
2014-02-13 06:00:00,0.001355328
2014-02-13 08:00:00,0.000956777
2014-02-13 10:00:00,0.001673286
2014-02-13 12:00:00,0
2014-02-13 14:00:00,0.000218901
2014-02-13 16:00:00,0.000468169
2014-02-13 18:00:00,0.003518035
2014-02-13 20:00:00,0
2014-02-13 22:00:00,0
2014-02-14 00:00:00,0
2014-02-14 02:00:00,0
2014-02-14 04:00:00,0
2014-02-14 06:00:00,0
2014-02-14 08:00:00,0.018414579
2014-02-14 10:00:00,0.005388564
2014-02-14 12:00:00,0.031868662
2014-02-14 14:00:00,0.00651244
2014-02-14 16:00:00,0.003344133
2014-02-14 18:00:00,0.003420313
2014-02-14 20:00:00,0
2014-02-14 22:00:00,0
2014-02-15 00:00:00,0
2014-02-15 02:00:00,0
2014-02-15 04:00:00,0
2014-02-15 06:00:00,0.016390399
2014-02-15 08:00:00,0.031352134
2014-02-15 10:00:00,0.002563638
2014-02-15 12:00:00,0.479051468
2014-02-15 14:00:00,0.126398179
2014-02-15 16:00:00,7.560609863
2014-02-15 18:00:00,9.192231473
2014-02-15 20:00:00,0
2014-02-15 22:00:00,0
2014-03-04 00:00:00,0
2014-03-04 02:00:00,0
2014-03-04 04:00:00,0
2014-03-04 06:00:00,0.381082198
2014-03-04 08:00:00,0.06716911
2014-03-04 10:00:00,0.19735995
2014-03-04 12:00:00,0.000253565
2014-03-04 14:00:00,0.001977541
2014-03-04 16:00:00,0.00105055
2014-03-04 18:00:00,0.00466921
2014-03-04 20:00:00,0
2014-03-04 22:00:00,0
2014-03-05 00:00:00,0
2014-03-05 02:00:00,0
2014-03-05 04:00:00,0
2014-03-05 06:00:00,0.005941623
2014-03-05 08:00:00,0.004471502
2014-03-05 10:00:00,0.004252693
2014-03-05 12:00:00,0.002541167
2014-03-05 14:00:00,0.001005683
2014-03-05 16:00:00,0.010198004
2014-03-05 18:00:00,0.006550249
2014-03-05 20:00:00,0
2014-03-05 22:00:00,0
2014-03-06 00:00:00,0
2014-03-06 02:00:00,0
2014-03-06 04:00:00,0
2014-03-06 06:00:00,0.014037068
2014-03-06 08:00:00,0.012041179
2014-03-06 10:00:00,0.005108265
2014-03-06 12:00:00,0.002971775
2014-03-06 14:00:00,0.002723192
2014-03-06 16:00:00,0.011734154
2014-03-06 18:00:00,0
2014-03-06 20:00:00,0
2014-03-06 22:00:00,0
2014-03-07 00:00:00,0
2014-03-07 02:00:00,0
2014-03-07 04:00:00,0
2014-03-07 06:00:00,0
2014-03-07 08:00:00,0.006527219
2014-03-07 10:00:00,0
2014-03-07 12:00:00,0.006161917
2014-03-07 14:00:00,0.00551224
2014-03-07 16:00:00,0.00049784
2014-03-07 18:00:00,0.003122736
2014-03-07 20:00:00,0
2014-03-07 22:00:00,0
2014-03-24 00:00:00,0
2014-03-24 02:00:00,0
2014-03-24 04:00:00,0
2014-03-24 06:00:00,0
2014-03-24 08:00:00,0
2014-03-24 10:00:00,0
2014-03-24 12:00:00,0
2014-03-24 14:00:00,0
2014-03-24 16:00:00,0
2014-03-24 18:00:00,0
2014-03-24 20:00:00,0
2014-03-24 22:00:00,0
2014-03-25 00:00:00,0
2014-03-25 02:00:00,0
2014-03-25 04:00:00,0
2014-03-25 06:00:00,0
2014-03-25 08:00:00,0
2014-03-25 10:00:00,0
2014-03-25 12:00:00,0
2014-03-25 14:00:00,0
2014-03-25 16:00:00,0
2014-03-25 18:00:00,0
2014-03-25 20:00:00,0
2014-03-25 22:00:00,0
2014-03-26 00:00:00,0
2014-03-26 02:00:00,0
2014-03-26 04:00:00,0
2014-03-26 06:00:00,0
2014-03-26 08:00:00,0
2014-03-26 10:00:00,0
2014-03-26 12:00:00,0
2014-03-26 14:00:00,0
2014-03-26 16:00:00,0
2014-03-26 18:00:00,0
2014-03-26 20:00:00,0
2014-03-26 22:00:00,0
2014-03-27 00:00:00,0
2014-03-27 02:00:00,0
2014-03-27 04:00:00,0
2014-03-27 06:00:00,0
2014-03-27 08:00:00,0
2014-03-27 10:00:00,0
2014-03-27 12:00:00,0
2014-03-27 14:00:00,0
2014-03-27 16:00:00,0
2014-03-27 18:00:00,0
2014-03-27 20:00:00,0
2014-03-27 22:00:00,0
2014-04-13 00:00:00,0
2014-04-13 02:00:00,0
2014-04-13 04:00:00,0
2014-04-13 06:00:00,0.005106077
2014-04-13 08:00:00,0
2014-04-13 10:00:00,0.000718367
2014-04-13 12:00:00,0.000661929
2014-04-13 14:00:00,0.002191466
2014-04-13 16:00:00,0.008655356
2014-04-13 18:00:00,0.001089627
2014-04-13 20:00:00,0
2014-04-13 22:00:00,0
2014-04-14 00:00:00,0
2014-04-14 02:00:00,0
2014-04-14 04:00:00,0
2014-04-14 06:00:00,0.007427803
2014-04-14 08:00:00,0.00035448
2014-04-14 10:00:00,0
2014-04-14 12:00:00,0.002233847
2014-04-14 14:00:00,0.001857662
2014-04-14 16:00:00,0.001071632
2014-04-14 18:00:00,0.006687092
2014-04-14 20:00:00,0
2014-04-14 22:00:00,0
2014-04-15 00:00:00,0
2014-04-15 02:00:00,0
2014-04-15 04:00:00,0
2014-04-15 06:00:00,0.005593065
2014-04-15 08:00:00,0.000127392
2014-04-15 10:00:00,0.002414704
2014-04-15 12:00:00,0.000414042
2014-04-15 14:00:00,0.004077103
2014-04-15 16:00:00,0.00145543
2014-04-15 18:00:00,0.00377938
2014-04-15 20:00:00,0
2014-04-15 22:00:00,0
2014-04-16 00:00:00,0
2014-04-16 02:00:00,0
2014-04-16 04:00:00,0
2014-04-16 06:00:00,0.148437152
2014-04-16 08:00:00,0.001496388
2014-04-16 10:00:00,0.001939552
2014-04-16 12:00:00,0.000396886
2014-04-16 14:00:00,0.000514605
2014-04-16 16:00:00,0.003290935
2014-04-16 18:00:00,0.001762426
2014-04-16 20:00:00,0
2014-04-16 22:00:00,0
2014-05-03 00:00:00,0
2014-05-03 02:00:00,0
2014-05-03 04:00:00,0
2014-05-03 06:00:00,0.003819317
2014-05-03 08:00:00,0.027730223
2014-05-03 10:00:00,0.018300098
2014-05-03 12:00:00,0.003746865
2014-05-03 14:00:00,0.00041885
2014-05-03 16:00:00,0.019045584
2014-05-03 18:00:00,0.028875534
2014-05-03 20:00:00,0
2014-05-03 22:00:00,0
2014-05-04 00:00:00,0
2014-05-04 02:00:00,0
2014-05-04 04:00:00,0
2014-05-04 06:00:00,0.04350259
2014-05-04 08:00:00,0.040946402
2014-05-04 10:00:00,0.001135846
2014-05-04 12:00:00,3.43738E-05
2014-05-04 14:00:00,0.000154001
2014-05-04 16:00:00,0.013689037
2014-05-04 18:00:00,0.020744089
2014-05-04 20:00:00,0
2014-05-04 22:00:00,0
2014-05-05 00:00:00,0
2014-05-05 02:00:00,0
2014-05-05 04:00:00,0
2014-05-05 06:00:00,0.010509104
2014-05-05 08:00:00,0.015441402
2014-05-05 10:00:00,0.000580523
2014-05-05 12:00:00,0.000553059
2014-05-05 14:00:00,0.000823277
2014-05-05 16:00:00,0.000141645
2014-05-05 18:00:00,0
2014-05-05 20:00:00,0
2014-05-05 22:00:00,0
2014-05-06 00:00:00,0
2014-05-06 02:00:00,0
2014-05-06 04:00:00,0
2014-05-06 06:00:00,0.002500697
2014-05-06 08:00:00,0.000776473
2014-05-06 10:00:00,0.000149398
2014-05-06 12:00:00,0.000414054
2014-05-06 14:00:00,0.00155739
2014-05-06 16:00:00,0
2014-05-06 18:00:00,0.72864519
2014-05-06 20:00:00,0
2014-05-06 22:00:00,0
2014-05-23 00:00:00,0
2014-05-23 02:00:00,0
2014-05-23 04:00:00,0
2014-05-23 06:00:00,0
2014-05-23 08:00:00,0
2014-05-23 10:00:00,0
2014-05-23 12:00:00,0
2014-05-23 14:00:00,0
2014-05-23 16:00:00,0
2014-05-23 18:00:00,0
2014-05-23 20:00:00,0
2014-05-23 22:00:00,0
2014-05-24 00:00:00,0
2014-05-24 02:00:00,0
2014-05-24 04:00:00,0
2014-05-24 06:00:00,0
2014-05-24 08:00:00,0
2014-05-24 10:00:00,0
2014-05-24 12:00:00,0
2014-05-24 14:00:00,0
2014-05-24 16:00:00,0
2014-05-24 18:00:00,0
2014-05-24 20:00:00,0
2014-05-24 22:00:00,0
2014-05-25 00:00:00,0
2014-05-25 02:00:00,0
2014-05-25 04:00:00,0
2014-05-25 06:00:00,0
2014-05-25 08:00:00,0
2014-05-25 10:00:00,0
2014-05-25 12:00:00,0
2014-05-25 14:00:00,0
2014-05-25 16:00:00,0
2014-05-25 18:00:00,0
2014-05-25 20:00:00,0
2014-05-25 22:00:00,0
2014-05-26 00:00:00,0
2014-05-26 02:00:00,0
2014-05-26 04:00:00,0
2014-05-26 06:00:00,0
2014-05-26 08:00:00,0
2014-05-26 10:00:00,0
2014-05-26 12:00:00,0
2014-05-26 14:00:00,0
2014-05-26 16:00:00,0
2014-05-26 18:00:00,0
2014-05-26 20:00:00,0
2014-05-26 22:00:00,0
2014-06-12 00:00:00,0
2014-06-12 02:00:00,0
2014-06-12 04:00:00,0
2014-06-12 06:00:00,0.020089481
2014-06-12 08:00:00,0.005772205
2014-06-12 10:00:00,9.32236E-05
2014-06-12 12:00:00,0.004058029
2014-06-12 14:00:00,0.005394602
2014-06-12 16:00:00,0.006543455
2014-06-12 18:00:00,0.000914274
2014-06-12 20:00:00,0
2014-06-12 22:00:00,0
2014-06-13 00:00:00,0
2014-06-13 02:00:00,0
2014-06-13 04:00:00,0
2014-06-13 06:00:00,0.007726395
2014-06-13 08:00:00,0.032720198
2014-06-13 10:00:00,0.018051143
2014-06-13 12:00:00,0.00374431
2014-06-13 14:00:00,0
2014-06-13 16:00:00,0.000697286
2014-06-13 18:00:00,0.000377474
2014-06-13 20:00:00,0
2014-06-13 22:00:00,0
2014-06-14 00:00:00,0
2014-06-14 02:00:00,0
2014-06-14 04:00:00,0
2014-06-14 06:00:00,0.014599899
2014-06-14 08:00:00,0
2014-06-14 10:00:00,0.000810805
2014-06-14 12:00:00,0
2014-06-14 14:00:00,0.000233185
2014-06-14 16:00:00,0.000132316
2014-06-14 18:00:00,0.000810532
2014-06-14 20:00:00,0
2014-06-14 22:00:00,0
2014-06-15 00:00:00,0
2014-06-15 02:00:00,0
2014-06-15 04:00:00,0
2014-06-15 06:00:00,0.008243567
2014-06-15 08:00:00,0.002779148
2014-06-15 10:00:00,0.000385564
2014-06-15 12:00:00,0.000448327
2014-06-15 14:00:00,0.000256875
2014-06-15 16:00:00,0.004751935
2014-06-15 18:00:00,0.00267279
2014-06-15 20:00:00,0
2014-06-15 22:00:00,0
2014-07-02 00:00:00,0
2014-07-02 02:00:00,0
2014-07-02 04:00:00,0
2014-07-02 06:00:00,0.01139156
2014-07-02 08:00:00,0.000893313
2014-07-02 10:00:00,0.004045623
2014-07-02 12:00:00,0.004820234
2014-07-02 14:00:00,0.003069375
2014-07-02 16:00:00,0.006857465
2014-07-02 18:00:00,0
2014-07-02 20:00:00,0
2014-07-02 22:00:00,0
2014-07-03 00:00:00,0
2014-07-03 02:00:00,0
2014-07-03 04:00:00,0
2014-07-03 06:00:00,0.056217194
2014-07-03 08:00:00,0.000929661
2014-07-03 10:00:00,0
2014-07-03 12:00:00,0.000235914
2014-07-03 14:00:00,0.009464554
2014-07-03 16:00:00,0.005193411
2014-07-03 18:00:00,0
2014-07-03 20:00:00,0
2014-07-03 22:00:00,0
2014-07-04 00:00:00,0
2014-07-04 02:00:00,0
2014-07-04 04:00:00,0
2014-07-04 06:00:00,0.000628832
2014-07-04 08:00:00,0.000415099
2014-07-04 10:00:00,0.219973434
2014-07-04 12:00:00,0.000431713
2014-07-04 14:00:00,0.000164201
2014-07-04 16:00:00,0.00018625
2014-07-04 18:00:00,0.002261319
2014-07-04 20:00:00,0
2014-07-04 22:00:00,0
2014-07-05 00:00:00,0
2014-07-05 02:00:00,0
2014-07-05 04:00:00,0
2014-07-05 06:00:00,0.000221049
2014-07-05 08:00:00,0.150905158
2014-07-05 10:00:00,0.000688348
2014-07-05 12:00:00,0.001672821
2014-07-05 14:00:00,0.000196662
2014-07-05 16:00:00,0.000433679
2014-07-05 18:00:00,0.001177943
2014-07-05 20:00:00,0
2014-07-05 22:00:00,0
2014-07-22 00:00:00,0
2014-07-22 02:00:00,0
2014-07-22 04:00:00,0
2014-07-22 06:00:00,0
2014-07-22 08:00:00,0
2014-07-22 10:00:00,0
2014-07-22 12:00:00,0
2014-07-22 14:00:00,0
2014-07-22 16:00:00,0
2014-07-22 18:00:00,0
2014-07-22 20:00:00,0
2014-07-22 22:00:00,0
2014-07-23 00:00:00,0
2014-07-23 02:00:00,0
2014-07-23 04:00:00,0
2014-07-23 06:00:00,0
2014-07-23 08:00:00,0
2014-07-23 10:00:00,0
2014-07-23 12:00:00,0
2014-07-23 14:00:00,0
2014-07-23 16:00:00,0
2014-07-23 18:00:00,0
2014-07-23 20:00:00,0
2014-07-23 22:00:00,0
2014-07-24 00:00:00,0
2014-07-24 02:00:00,0
2014-07-24 04:00:00,0
2014-07-24 06:00:00,0
2014-07-24 08:00:00,0
2014-07-24 10:00:00,0
2014-07-24 12:00:00,0
2014-07-24 14:00:00,0
2014-07-24 16:00:00,0
2014-07-24 18:00:00,0
2014-07-24 20:00:00,0
2014-07-24 22:00:00,0
2014-07-25 00:00:00,0
2014-07-25 02:00:00,0
2014-07-25 04:00:00,0
2014-07-25 06:00:00,0
2014-07-25 08:00:00,0
2014-07-25 10:00:00,0
2014-07-25 12:00:00,0
2014-07-25 14:00:00,0
2014-07-25 16:00:00,0
2014-07-25 18:00:00,0
2014-07-25 20:00:00,0
2014-07-25 22:00:00,0
2014-08-11 00:00:00,0
2014-08-11 02:00:00,0
2014-08-11 04:00:00,0
2014-08-11 06:00:00,0.11688609
2014-08-11 08:00:00,0
2014-08-11 10:00:00,0.001183807
2014-08-11 12:00:00,7.54831E-06
2014-08-11 14:00:00,3.71609E-06
2014-08-11 16:00:00,0
2014-08-11 18:00:00,1.05676E-05
2014-08-11 20:00:00,0
2014-08-11 22:00:00,0
2014-08-12 00:00:00,0
2014-08-12 02:00:00,0
2014-08-12 04:00:00,0
2014-08-12 06:00:00,0.000758663
2014-08-12 08:00:00,0.004798576
2014-08-12 10:00:00,0
2014-08-12 12:00:00,5.67284E-05
2014-08-12 14:00:00,0
2014-08-12 16:00:00,0.000259546
2014-08-12 18:00:00,0.023303953
2014-08-12 20:00:00,0
2014-08-12 22:00:00,0
2014-08-13 00:00:00,0
2014-08-13 02:00:00,0
2014-08-13 04:00:00,0
2014-08-13 06:00:00,0
2014-08-13 08:00:00,0.004588211
2014-08-13 10:00:00,0.015453015
2014-08-13 12:00:00,0.000690961
2014-08-13 14:00:00,0
2014-08-13 16:00:00,0.000229178
2014-08-13 18:00:00,0.000270926
2014-08-13 20:00:00,0
2014-08-13 22:00:00,0
2014-08-14 00:00:00,0
2014-08-14 02:00:00,0
2014-08-14 04:00:00,0
2014-08-14 06:00:00,0.005380319
2014-08-14 08:00:00,0.173332011
2014-08-14 10:00:00,0
2014-08-14 12:00:00,0.000894765
2014-08-14 14:00:00,0.000115605
2014-08-14 16:00:00,0.001073776
2014-08-14 18:00:00,0.001231245
2014-08-14 20:00:00,0
2014-08-14 22:00:00,0
2014-08-31 00:00:00,0
2014-08-31 02:00:00,0
2014-08-31 04:00:00,0
2014-08-31 06:00:00,5.36704E-05
2014-08-31 08:00:00,0
2014-08-31 10:00:00,0
2014-08-31 12:00:00,0
2014-08-31 14:00:00,0.000360918
2014-08-31 16:00:00,0.000163856
2014-08-31 18:00:00,0
2014-08-31 20:00:00,0
2014-08-31 22:00:00,0
2014-09-01 00:00:00,0
2014-09-01 02:00:00,0
2014-09-01 04:00:00,0
2014-09-01 06:00:00,0.000848314
2014-09-01 08:00:00,0
2014-09-01 10:00:00,0.196018925
2014-09-01 12:00:00,0
2014-09-01 14:00:00,0.004997828
2014-09-01 16:00:00,8.71152E-05
2014-09-01 18:00:00,0.00037399
2014-09-01 20:00:00,0
2014-09-01 22:00:00,0
2014-09-02 00:00:00,0
2014-09-02 02:00:00,0
2014-09-02 04:00:00,0
2014-09-02 06:00:00,0
2014-09-02 08:00:00,0.000313023
2014-09-02 10:00:00,3.75093E-05
2014-09-02 12:00:00,0.000163705
2014-09-02 14:00:00,0.000474301
2014-09-02 16:00:00,0.891667712
2014-09-02 18:00:00,0.036808482
2014-09-02 20:00:00,0
2014-09-02 22:00:00,0
2014-09-03 00:00:00,0
2014-09-03 02:00:00,0
2014-09-03 04:00:00,0
2014-09-03 06:00:00,0.207652127
2014-09-03 08:00:00,0.000226449
2014-09-03 10:00:00,0.000261462
2014-09-03 12:00:00,0.003230096
2014-09-03 14:00:00,0.002612969
2014-09-03 16:00:00,0.000405344
2014-09-03 18:00:00,0
2014-09-03 20:00:00,0
2014-09-03 22:00:00,0
2014-09-20 00:00:00,0
2014-09-20 02:00:00,0
2014-09-20 04:00:00,0
2014-09-20 06:00:00,0
2014-09-20 08:00:00,0
2014-09-20 10:00:00,0
2014-09-20 12:00:00,0
2014-09-20 14:00:00,0
2014-09-20 16:00:00,0
2014-09-20 18:00:00,0
2014-09-20 20:00:00,0
2014-09-20 22:00:00,0
2014-09-21 00:00:00,0
2014-09-21 02:00:00,0
2014-09-21 04:00:00,0
2014-09-21 06:00:00,0
2014-09-21 08:00:00,0
2014-09-21 10:00:00,0
2014-09-21 12:00:00,0
2014-09-21 14:00:00,0
2014-09-21 16:00:00,0
2014-09-21 18:00:00,0
2014-09-21 20:00:00,0
2014-09-21 22:00:00,0
2014-09-22 00:00:00,0
2014-09-22 02:00:00,0
2014-09-22 04:00:00,0
2014-09-22 06:00:00,0
2014-09-22 08:00:00,0
2014-09-22 10:00:00,0
2014-09-22 12:00:00,0
2014-09-22 14:00:00,0
2014-09-22 16:00:00,0
2014-09-22 18:00:00,0
2014-09-22 20:00:00,0
2014-09-22 22:00:00,0
2014-09-23 00:00:00,0
2014-09-23 02:00:00,0
2014-09-23 04:00:00,0
2014-09-23 06:00:00,0
2014-09-23 08:00:00,0
2014-09-23 10:00:00,0
2014-09-23 12:00:00,0
2014-09-23 14:00:00,0
2014-09-23 16:00:00,0
2014-09-23 18:00:00,0
2014-09-23 20:00:00,0
2014-09-23 22:00:00,0
2014-10-10 00:00:00,0
2014-10-10 02:00:00,0
2014-10-10 04:00:00,0
2014-10-10 06:00:00,0
2014-10-10 08:00:00,0.004480502
2014-10-10 10:00:00,0.002982047
2014-10-10 12:00:00,0.00134267
2014-10-10 14:00:00,0.000868752
2014-10-10 16:00:00,0.083070304
2014-10-10 18:00:00,0.000338919
2014-10-10 20:00:00,0
2014-10-10 22:00:00,0
2014-10-11 00:00:00,0
2014-10-11 02:00:00,0
2014-10-11 04:00:00,0
2014-10-11 06:00:00,0.003460958
2014-10-11 08:00:00,0.000254668
2014-10-11 10:00:00,0.000101031
2014-10-11 12:00:00,0.421349142
2014-10-11 14:00:00,0.007516072
2014-10-11 16:00:00,0.003785361
2014-10-11 18:00:00,0.002098778
2014-10-11 20:00:00,0
2014-10-11 22:00:00,0
2014-10-12 00:00:00,0
2014-10-12 02:00:00,0
2014-10-12 04:00:00,0
2014-10-12 06:00:00,8.911399341
2014-10-12 08:00:00,5.053431142
2014-10-12 10:00:00,0.321340696
2014-10-12 12:00:00,0.004318349
2014-10-12 14:00:00,0.000687593
2014-10-12 16:00:00,0.005358545
2014-10-12 18:00:00,0.01669657
2014-10-12 20:00:00,0
2014-10-12 22:00:00,0
2014-10-13 00:00:00,0
2014-10-13 02:00:00,0
2014-10-13 04:00:00,0
2014-10-13 06:00:00,0
2014-10-13 08:00:00,1.660531784
2014-10-13 10:00:00,0.010605186
2014-10-13 12:00:00,0.008402303
2014-10-13 14:00:00,0.000475842
2014-10-13 16:00:00,0.002912776
2014-10-13 18:00:00,0.072830468
2014-10-13 20:00:00,0
2014-10-13 22:00:00,0
2014-12-09 00:00:00,0
2014-12-09 02:00:00,0
2014-12-09 04:00:00,0
2014-12-09 06:00:00,0.070595618
2014-12-09 08:00:00,0.011140433
2014-12-09 10:00:00,0.001717995
2014-12-09 12:00:00,0.000780669
2014-12-09 14:00:00,0.00431346
2014-12-09 16:00:00,0.001447475
2014-12-09 18:00:00,0.00358144
2014-12-09 20:00:00,0
2014-12-09 22:00:00,0
2014-12-10 00:00:00,0
2014-12-10 02:00:00,0
2014-12-10 04:00:00,0
2014-12-10 06:00:00,0.001193039
2014-12-10 08:00:00,0
2014-12-10 10:00:00,0
2014-12-10 12:00:00,0.001035918
2014-12-10 14:00:00,0.005724638
2014-12-10 16:00:00,0.000124373
2014-12-10 18:00:00,0.021345341
2014-12-10 20:00:00,0
2014-12-10 22:00:00,0
2014-12-11 00:00:00,0
2014-12-11 02:00:00,0
2014-12-11 04:00:00,0
2014-12-11 06:00:00,0.017295092
2014-12-11 08:00:00,0.005961364
2014-12-11 10:00:00,0.00202945
2014-12-11 12:00:00,0.002148075
2014-12-11 14:00:00,0.000655832
2014-12-11 16:00:00,0.001920348
2014-12-11 18:00:00,0.041350683
2014-12-11 20:00:00,0
2014-12-11 22:00:00,0
2014-12-12 00:00:00,0
2014-12-12 02:00:00,0
